"","Date","StockClose","StockChange","StockPrctChange","StockVolume","VIX","Event","SPY_Close","SPY_Volume"
"3184",2012-03-05,31.8,-0.28,-0.0087,45239800,18.05,NA,136.75,140764896
"3185",2012-03-02,32.08,-0.21,-0.0065,47318900,17.29,NA,137.31,120638200
"3186",2012-03-01,32.29,0.55,0.0173,77348896,17.26,NA,137.73,145026096
"3187",2012-02-29,31.74,-0.13,-0.0041,59326500,18.43,NA,137.02,185934704
"3188",2012-02-28,31.87,0.52,0.0166,45230500,17.96,NA,137.56,129355800
"3189",2012-02-27,31.35,-0.13,-0.0041,34575300,18.19,NA,137.16,145728800
"3190",2012-02-24,31.48,0.11,0.0035,35577800,17.31,NA,136.93,105539000
"3191",2012-02-23,31.37,0.1,0.0032,35035600,16.8,NA,136.63,137704192
"3192",2012-02-22,31.27,-0.17,-0.0054,49253100,18.19,NA,136.03,124455200
"3193",2012-02-21,31.44,0.19,0.0061,50832500,18.19,NA,136.47,134042200
"3194",2012-02-17,31.25,-0.03,-0.001,70040800,17.78,NA,136.41,129869400
"3195",2012-02-16,31.28,1.23,0.0409,94705000,19.22,NA,136.05,186567696
"3196",2012-02-15,30.05,-0.2,-0.0066,43316100,21.14,NA,134.56,195195104
"3197",2012-02-14,30.25,-0.33,-0.0108,59662700,19.54,"Dividend",135.19,165996096
"3198",2012-02-13,30.58,0.08,0.0026,33322500,19.04,NA,135.36,115841800
"3199",2012-02-10,30.5,-0.27,-0.0088,44606700,20.79,NA,134.36,167907392
"3200",2012-02-09,30.77,0.11,0.0036,50481500,18.63,NA,135.36,148601792
"3201",2012-02-08,30.66,0.31,0.0102,49662700,18.16,NA,135.19,139361408
"3202",2012-02-07,30.35,0.15,0.005,39242500,17.65,NA,134.79,135528000
"3203",2012-02-06,30.2,-0.04,-0.0013,28040300,17.76,NA,134.45,107694400
"3204",2012-02-03,30.24,0.29,0.0097,37775100,17.1,NA,134.54,160598496
"3205",2012-02-02,29.95,0.06,0.002,52226200,17.98,NA,132.68,113090304
"3206",2012-02-01,29.89,0.36,0.0122,67592096,18.55,NA,132.47,166234400
"3207",2012-01-31,29.53,-0.08,-0.0027,50572300,19.44,NA,131.32,157213104
"3208",2012-01-30,29.61,0.38,0.013,51114600,19.4,NA,131.37,147311696
"3209",2012-01-27,29.23,-0.27,-0.0092,44190500,18.53,NA,131.82,135259008
"3210",2012-01-26,29.5,-0.06,-0.002,49107400,18.57,NA,131.88,184880400
"3211",2012-01-25,29.56,0.22,0.0075,59236200,18.31,NA,132.56,198613104
"3212",2012-01-24,29.34,-0.39,-0.0131,51711300,18.91,NA,131.46,103083200
"3213",2012-01-23,29.73,0.02,7e-04,76081800,18.67,NA,131.61,129295696
"3214",2012-01-20,29.71,1.59,0.0565,165902800,18.28,NA,131.54,138230096
"3215",2012-01-19,28.12,-0.11,-0.0039,74053400,19.87,"Earnings",131.46,126328800
"3216",2012-01-18,28.23,-0.02,-7e-04,64860500,20.89,NA,130.77,163395104
"3217",2012-01-17,28.25,0,0,72395200,22.2,NA,129.34,132209200
"3218",2012-01-13,28.25,0.25,0.0089,60204900,20.91,NA,128.84,179836096
"3219",2012-01-12,28,0.28,0.0101,49375400,20.47,NA,129.51,118983600
"3220",2012-01-11,27.72,-0.12,-0.0043,65586400,21.05,NA,129.2,111540600
"3221",2012-01-10,27.84,0.1,0.0036,60014300,20.69,NA,129.13,115281904
"3222",2012-01-09,27.74,-0.36,-0.0128,59708200,21.07,NA,128.02,99530096
"3223",2012-01-06,28.1,0.42,0.0152,99459400,20.63,NA,127.71,148049904
"3224",2012-01-05,27.68,0.28,0.0102,56082200,21.48,NA,128.04,173894896
"3225",2012-01-04,27.4,0.64,0.0239,80519400,22.22,NA,127.7,127186400
"3226",2012-01-03,26.76,0.8,0.0308,64735300,22.97,NA,127.5,193697792
"3227",2011-12-30,25.96,-0.06,-0.0023,27396300,23.4,NA,125.5,95598896
"3228",2011-12-29,26.02,0.2,0.0077,22616800,22.65,NA,126.12,123507104
"3229",2011-12-28,25.82,-0.22,-0.0084,29823500,23.52,NA,124.83,119107000
"3230",2011-12-27,26.04,0.01,4e-04,21287300,21.91,NA,126.49,86075696
"3231",2011-12-23,26.03,0.22,0.0085,23205700,20.73,NA,126.39,92187104
"3232",2011-12-22,25.81,0.05,0.0019,35794000,21.16,NA,125.27,119465296
"3233",2011-12-21,25.76,-0.26,-0.01,64134100,21.43,NA,124.17,194230800
"3234",2011-12-20,26.02,0.49,0.0192,60767500,23.22,NA,123.93,225418096
"3235",2011-12-19,25.53,-0.47,-0.0181,52258200,24.92,NA,120.29,183902896
"3236",2011-12-16,26,0.44,0.0172,101410000,24.29,NA,121.59,220481200
"3237",2011-12-15,25.56,-0.03,-0.0012,46217400,25.11,NA,122.19,199109104
"3238",2011-12-14,25.59,-0.17,-0.0066,44034800,26.04,NA,121.74,238618704
"3239",2011-12-13,25.76,0.25,0.0098,54581000,25.41,NA,123.05,245159696
"3240",2011-12-12,25.51,-0.19,-0.0074,38945800,25.67,NA,124.21,215826000
"3241",2011-12-09,25.7,0.3,0.0118,53790400,26.38,NA,126.05,209111296
"3242",2011-12-08,25.4,-0.2,-0.0078,60522100,30.59,NA,123.95,240862704
"3243",2011-12-07,25.6,-0.06,-0.0023,62669800,28.67,NA,126.73,237802304
"3244",2011-12-06,25.66,-0.04,-0.0016,46175200,28.13,NA,126.26,178842000
"3245",2011-12-05,25.7,0.48,0.019,56818300,27.84,NA,126.22,225263808
"3246",2011-12-02,25.22,-0.06,-0.0024,52295200,27.52,NA,124.86,221109600
"3247",2011-12-01,25.28,-0.3,-0.0117,48545300,27.41,NA,124.97,176954704
"3248",2011-11-30,25.58,0.74,0.0298,81353504,27.8,NA,124.99,324439296
"3249",2011-11-29,24.84,-0.03,-0.0012,40920900,30.64,NA,120.05,199241504
"3250",2011-11-28,24.87,0.57,0.0235,46771800,32.13,NA,119.71,210686000
"3251",2011-11-25,24.3,-0.17,-0.0069,26164400,34.47,NA,116.34,99556896
"3252",2011-11-23,24.47,-0.32,-0.0129,49105200,33.98,NA,116.56,224531600
"3253",2011-11-22,24.79,-0.21,-0.0084,49204400,31.97,NA,119.19,216494800
"3254",2011-11-21,25,-0.3,-0.0119,61882800,32.91,NA,119.66,229611600
"3255",2011-11-18,25.3,-0.24,-0.0094,47627100,32,NA,121.98,215580304
"3256",2011-11-17,25.54,-0.53,-0.0203,70977400,34.51,NA,122.11,331219808
"3257",2011-11-16,26.07,-0.67,-0.0251,53262700,33.51,NA,124.08,235782400
"3258",2011-11-15,26.74,-0.02,-7e-04,43877000,31.22,"Dividend",126.08,184709408
"3259",2011-11-14,26.76,-0.15,-0.0056,34199100,31.13,NA,125.46,159258208
"3260",2011-11-11,26.91,0.63,0.024,37903900,30.04,NA,126.66,189924304
"3261",2011-11-10,26.28,0.08,0.0031,32517200,32.81,NA,124.32,231866592
"3262",2011-11-09,26.2,-0.96,-0.0353,62950800,36.16,NA,123.16,337981888
"3263",2011-11-08,27.16,0.36,0.0134,47825600,27.48,NA,127.88,224426096
"3264",2011-11-07,26.8,0.55,0.021,42586000,29.85,NA,126.26,196617104
"3265",2011-11-04,26.25,-0.28,-0.0106,36553200,30.16,NA,125.48,249401408
"3266",2011-11-03,26.53,0.52,0.02,65837000,30.5,NA,126.25,291174784
"3267",2011-11-02,26.01,0.02,8e-04,53536300,32.74,NA,123.99,245529296
"3268",2011-11-01,25.99,-0.64,-0.024,61186900,34.77,NA,122,416565696
"3269",2011-10-31,26.63,-0.35,-0.013,46798900,29.96,NA,125.5,228146592
"3270",2011-10-28,26.98,-0.27,-0.0099,58738700,24.53,NA,128.6,225906496
"3271",2011-10-27,27.25,0.66,0.0248,74515600,25.46,NA,128.63,393288384
"3272",2011-10-26,26.59,-0.22,-0.0082,63029800,29.86,NA,124.3,289053696
"3273",2011-10-25,26.81,-0.38,-0.014,53554500,32.22,NA,123.05,268596704
"3274",2011-10-24,27.19,0.03,0.0011,56897700,29.26,NA,125.49,203215504
"3275",2011-10-21,27.16,0.12,0.0044,76620496,31.32,NA,123.97,278999392
"3276",2011-10-20,27.04,-0.09,-0.0033,76300096,34.78,"Earnings",121.66,262075600
"3277",2011-10-19,27.13,-0.18,-0.0066,42881600,34.44,NA,121.13,226601200
"3278",2011-10-18,27.31,0.33,0.0122,52491900,31.56,NA,122.58,318857792
"3279",2011-10-17,26.98,-0.29,-0.0106,39453200,33.39,NA,120.23,202311504
"3280",2011-10-14,27.27,0.09,0.0033,50949400,28.24,NA,122.57,211397504
"3281",2011-10-13,27.18,0.22,0.0082,43830000,30.7,NA,120.51,212538800
"3282",2011-10-12,26.96,-0.04,-0.0015,52493400,31.26,NA,120.75,281544800
"3283",2011-10-11,27,0.06,0.0022,38826700,32.86,NA,119.7,209087904
"3284",2011-10-10,26.94,0.69,0.0263,41822200,33.02,NA,119.58,230666208
"3285",2011-10-07,26.25,-0.09,-0.0034,52748400,36.2,NA,115.71,312657408
"3286",2011-10-06,26.34,0.45,0.0174,55113400,36.27,NA,116.49,257800704
"3287",2011-10-05,25.89,0.55,0.0217,94061200,37.81,NA,114.42,284108000
"3288",2011-10-04,25.34,0.81,0.033,83485400,40.82,NA,112.34,459177408
"3289",2011-10-03,24.53,-0.36,-0.0145,64596100,45.45,NA,109.93,365136800
"3290",2011-09-30,24.89,-0.56,-0.022,54086600,42.96,NA,113.15,288685504
"3291",2011-09-29,25.45,-0.13,-0.0051,63411900,38.84,NA,116.05,298108800
"3292",2011-09-28,25.58,-0.09,-0.0035,60740400,41.08,NA,115.15,286696704
"3293",2011-09-27,25.67,0.23,0.009,55623700,37.71,NA,117.54,311753792
"3294",2011-09-26,25.44,0.38,0.0152,51057500,39.02,NA,116.24,260673600
"3295",2011-09-23,25.06,0,0,64769000,41.25,NA,113.54,307242496
"3296",2011-09-22,25.06,-0.93,-0.0358,96285904,41.35,NA,112.86,513920000
"3297",2011-09-21,25.99,-0.99,-0.0367,72750704,37.32,NA,116.63,316251200
"3298",2011-09-20,26.98,-0.23,-0.0085,49211800,32.86,NA,120.17,218932096
"3299",2011-09-19,27.21,0.09,0.0033,52324800,32.73,NA,120.31,241516896
"3300",2011-09-16,27.12,0.13,0.0048,89685200,30.98,NA,121.52,284528192
"3301",2011-09-15,26.99,0.49,0.0185,67809200,31.97,NA,121.43,326777216
"3302",2011-09-14,26.5,0.46,0.0177,66742500,34.6,NA,119.37,319389408
"3303",2011-09-13,26.04,0.15,0.0058,48794400,36.91,NA,117.74,272514592
"3304",2011-09-12,25.89,0.15,0.0058,55047200,38.59,NA,116.67,305793408
"3305",2011-09-09,25.74,-0.48,-0.0183,64531300,38.52,NA,115.92,380195008
"3306",2011-09-08,26.22,0.22,0.0085,65818200,34.32,NA,119.04,250568096
"3307",2011-09-07,26,0.49,0.0192,41960900,33.38,NA,120.29,209803104
"3308",2011-09-06,25.51,-0.29,-0.0112,54931900,37,NA,116.99,285142688
"3309",2011-09-02,25.8,-0.41,-0.0156,43897000,33.92,NA,117.85,255517104
"3310",2011-09-01,26.21,-0.39,-0.0147,60511500,31.82,NA,120.94,254585792
"3311",2011-08-31,26.6,0.37,0.0141,59301700,31.62,NA,122.22,301828288
"3312",2011-08-30,26.23,0.39,0.0151,57341300,32.89,NA,121.68,241315696
"3313",2011-08-29,25.84,0.59,0.0234,38863100,32.28,NA,121.36,190977104
"3314",2011-08-26,25.25,0.68,0.0277,71959200,35.59,NA,117.97,314495712
"3315",2011-08-25,24.57,-0.33,-0.0133,48191900,39.76,NA,116.28,312365312
"3316",2011-08-24,24.9,0.18,0.0073,45329600,35.9,NA,118.08,246869696
"3317",2011-08-23,24.72,0.74,0.0309,59671000,36.27,NA,116.44,331136608
"3318",2011-08-22,23.98,-0.07,-0.0029,54720900,42.44,NA,112.73,275090496
"3319",2011-08-19,24.05,-0.62,-0.0251,77402304,43.05,NA,112.64,428321216
"3320",2011-08-18,24.67,-0.58,-0.023,105715504,42.67,NA,114.51,512956416
"3321",2011-08-17,25.25,-0.1,-0.0039,50923600,31.58,NA,119.67,238200992
"3322",2011-08-16,25.35,-0.16,-0.0063,54256700,32.85,"Dividend",119.59,294095200
"3323",2011-08-15,25.51,0.41,0.0163,56529300,31.87,NA,120.62,258810496
"3324",2011-08-12,25.1,-0.09,-0.0036,64791700,36.36,NA,118.12,313731584
"3325",2011-08-11,25.19,0.99,0.0409,90697200,39,NA,117.33,487979808
"3326",2011-08-10,24.2,-1.38,-0.0539,127819696,42.99,NA,112.29,662607616
"3327",2011-08-09,25.58,1.1,0.0449,126278800,35.06,NA,117.48,717828608
"3328",2011-08-08,24.48,-1.2,-0.0467,134257104,48,NA,112.26,702264000
"3329",2011-08-05,25.68,-0.26,-0.01,112072400,32,NA,120.08,655561728
"3330",2011-08-04,25.94,-0.98,-0.0364,92953696,31.66,NA,120.26,520721600
"3331",2011-08-03,26.92,0.12,0.0045,64583200,23.38,NA,126.17,371029504
"3332",2011-08-02,26.8,-0.47,-0.0172,63883000,24.79,NA,125.49,346653696
"3333",2011-08-01,27.27,-0.13,-0.0047,61846200,23.66,NA,128.78,325790912
"3334",2011-07-29,27.4,-0.32,-0.0115,104290600,25.25,NA,129.33,307042400
"3335",2011-07-28,27.72,0.39,0.0143,83766896,23.74,NA,130.22,206938896
"3336",2011-07-27,27.33,-0.75,-0.0267,71492096,22.98,NA,130.6,249019904
"3337",2011-07-26,28.08,0.17,0.0061,74643296,20.23,NA,133.33,131278096
"3338",2011-07-25,27.91,0.38,0.0138,108486496,19.35,NA,133.83,136653696
"3339",2011-07-22,27.53,0.44,0.0162,76380496,17.52,NA,134.58,126019200
"3340",2011-07-21,27.09,0.03,0.0011,81737296,17.56,"Earnings",134.49,248931200
"3341",2011-07-20,27.06,-0.48,-0.0174,49795300,19.09,NA,132.65,137145200
"3342",2011-07-19,27.54,0.95,0.0357,86730496,19.21,NA,132.73,166554800
"3343",2011-07-18,26.59,-0.19,-0.0071,44506700,20.95,NA,130.61,196872000
"3344",2011-07-15,26.78,0.31,0.0117,49134400,19.53,NA,131.69,220124496
"3345",2011-07-14,26.47,-0.16,-0.006,46385900,20.8,NA,130.93,226111600
"3346",2011-07-13,26.63,0.09,0.0034,40869300,19.91,NA,131.84,204062496
"3347",2011-07-12,26.54,-0.09,-0.0034,46180000,19.87,NA,131.4,214675600
"3348",2011-07-11,26.63,-0.29,-0.0108,43741700,18.39,NA,131.97,195918496
"3349",2011-07-08,26.92,0.15,0.0056,58332400,15.95,NA,134.4,194171392
"3350",2011-07-07,26.77,0.44,0.0167,51950900,15.95,NA,135.36,170464096
"3351",2011-07-06,26.33,0.3,0.0115,48748800,16.34,NA,133.97,143332608
"3352",2011-07-05,26.03,0.01,4e-04,37803000,16.06,NA,133.81,166126400
"3353",2011-07-01,26.02,0.02,8e-04,52914500,15.87,NA,133.92,202385600
"3354",2011-06-30,26,0.38,0.0148,52536200,16.52,NA,131.97,223496496
"3355",2011-06-29,25.62,-0.18,-0.007,66052000,17.27,NA,130.72,244295296
"3356",2011-06-28,25.8,0.6,0.0238,81032000,19.17,NA,129.61,165556304
"3357",2011-06-27,25.2,0.9,0.037,92044096,20.56,NA,127.94,166907904
"3358",2011-06-24,24.3,-0.33,-0.0134,101083904,21.1,NA,126.81,226129296
"3359",2011-06-23,24.63,-0.02,-8e-04,59472000,19.29,NA,128.3,334286784
"3360",2011-06-22,24.65,-0.11,-0.0044,44290800,18.52,NA,128.67,176886400
"3361",2011-06-21,24.76,0.29,0.0119,49712100,18.86,NA,129.45,193157200
"3362",2011-06-20,24.47,0.21,0.0087,54344000,19.99,NA,127.7,159478896
"3363",2011-06-17,24.26,0.26,0.0108,83352800,21.85,NA,127.05,234996000
"3364",2011-06-16,24,0.26,0.011,57190300,22.73,NA,127.3,308038304
"3365",2011-06-15,23.74,-0.48,-0.0198,49410100,21.32,NA,127.02,300957888
"3366",2011-06-14,24.22,0.18,0.0075,42902700,18.26,NA,129.32,160570304
"3367",2011-06-13,24.04,0.34,0.0143,47574000,19.61,NA,127.7,207599696
"3368",2011-06-10,23.7,-0.26,-0.0109,49327100,18.86,NA,127.6,238629296
"3369",2011-06-09,23.96,0.02,8e-04,42882200,17.77,NA,129.4,160964304
"3370",2011-06-08,23.94,-0.12,-0.005,42206800,18.79,NA,128.42,198696096
"3371",2011-06-07,24.06,0.05,0.0021,41112500,18.07,NA,128.96,161805904
"3372",2011-06-06,24.01,0.1,0.0042,54778600,18.49,NA,129.05,179983904
"3373",2011-06-03,23.91,-0.31,-0.0128,60697600,17.95,NA,130.42,234690096
"3374",2011-06-02,24.22,-0.21,-0.0086,51487700,18.09,NA,131.73,200466704
"3375",2011-06-01,24.43,-0.58,-0.0232,74036400,18.3,NA,131.87,233094304
"3376",2011-05-31,25.01,0.25,0.0101,60196200,15.45,NA,134.9,164727008
"3377",2011-05-27,24.76,0.09,0.0036,50254300,15.98,NA,133.51,120921800
"3378",2011-05-26,24.67,0.48,0.0198,78016496,16.09,NA,133,164984496
"3379",2011-05-25,24.19,0.04,0.0017,34903100,17.07,NA,132.39,151102096
"3380",2011-05-24,24.15,-0.02,-8e-04,47692900,17.82,NA,131.95,147262592
"3381",2011-05-23,24.17,-0.32,-0.0131,52703400,18.27,NA,132.06,168800000
"3382",2011-05-20,24.49,-0.23,-0.0093,45451400,17.43,NA,133.61,182638304
"3383",2011-05-19,24.72,0.03,0.0012,37783500,15.52,NA,134.68,118748496
"3384",2011-05-18,24.69,0.17,0.0069,53931000,16.23,NA,134.36,135228096
"3385",2011-05-17,24.52,-0.05,-0.002,82894400,17.55,"Dividend",133.17,192969696
"3386",2011-05-16,24.57,-0.46,-0.0184,91402304,18.24,NA,133.19,141770592
"3387",2011-05-13,25.03,-0.29,-0.0115,66819200,17.07,NA,134.04,157499008
"3388",2011-05-12,25.32,-0.04,-0.0016,77366896,16.03,NA,135.08,171648096
"3389",2011-05-11,25.36,-0.31,-0.0121,78509200,16.95,NA,134.44,193748400
"3390",2011-05-10,25.67,-0.16,-0.0062,120806096,15.91,NA,135.87,114907600
"3391",2011-05-09,25.83,-0.04,-0.0015,38696300,17.16,NA,134.72,114140496
"3392",2011-05-06,25.87,0.08,0.0031,55993600,18.4,NA,134.2,222951296
"3393",2011-05-05,25.79,-0.27,-0.0104,55626700,18.2,NA,133.61,227065696
"3394",2011-05-04,26.06,0.25,0.0097,73292200,17.08,NA,134.83,182821104
"3395",2011-05-03,25.81,0.15,0.0058,71909296,16.7,NA,135.73,138445696
"3396",2011-05-02,25.66,-0.26,-0.01,89834096,15.99,NA,136.22,126310000
"3397",2011-04-29,25.92,-0.79,-0.0296,319317792,14.75,NA,136.43,115094304
"3398",2011-04-28,26.71,0.33,0.0125,80158496,14.62,"Earnings",136.11,124865696
"3399",2011-04-27,26.38,0.19,0.0073,52688900,15.35,NA,135.67,143269792
"3400",2011-04-26,26.19,0.58,0.0226,69199400,15.62,NA,134.79,142383104
"3401",2011-04-25,25.61,0.09,0.0035,33525000,15.77,NA,133.64,65759900
"3402",2011-04-21,25.52,-0.24,-0.0093,46892200,14.69,NA,133.78,136214496
"3403",2011-04-20,25.76,0.61,0.0243,61608500,15.07,NA,133.1,156472992
"3404",2011-04-19,25.15,0.07,0.0028,38892300,15.83,NA,131.31,124321800
"3405",2011-04-18,25.08,-0.29,-0.0114,58046200,16.96,NA,130.56,210907696
"3406",2011-04-15,25.37,-0.05,-0.002,65080300,15.32,NA,132.04,170146592
"3407",2011-04-14,25.42,-0.21,-0.0082,55245500,16.27,NA,131.56,161271200
"3408",2011-04-13,25.63,-0.01,-4e-04,38144600,16.92,NA,131.46,162172896
"3409",2011-04-12,25.64,-0.34,-0.0131,36936900,17.09,NA,131.47,161480608
"3410",2011-04-11,25.98,-0.09,-0.0035,34286200,16.59,NA,132.46,121518400
"3411",2011-04-08,26.07,-0.13,-0.005,39890600,17.87,NA,132.86,148014704
"3412",2011-04-07,26.2,0.05,0.0019,46134600,17.11,NA,133.32,170973200
"3413",2011-04-06,26.15,0.37,0.0144,65589600,16.9,NA,133.66,120453600
"3414",2011-04-05,25.78,0.23,0.009,73693904,17.25,NA,133.24,121083800
"3415",2011-04-04,25.55,0.07,0.0027,35441000,17.5,NA,133.26,100773296
"3416",2011-04-01,25.48,0.09,0.0035,63114200,17.4,NA,133.15,154038896
"3417",2011-03-31,25.39,-0.22,-0.0086,63281700,17.74,NA,132.59,132756496
