Time,Open,High,Low,Last,Change,%Chg,Volume
3/8/2018,273.55,274.24,272.42,274.1,1.32,0.48%,66901100
3/7/2018,270.42,273.18,270.2,272.78,-0.1,-0.04%,87063504
3/6/2018,273.3,273.39,271.18,272.88,0.69,0.25%,79213104
3/5/2018,267.73,272.89,267.61,272.19,3.11,1.16%,97307296
3/2/2018,265.8,269.72,264.82,269.08,1.38,0.52%,139083200
3/1/2018,271.41,273.17,266,267.7,-3.95,-1.45%,176855008
2/28/2018,275.68,276.19,271.29,271.65,-2.78,-1.01%,121907696
2/27/2018,278.11,278.92,274.36,274.43,-3.47,-1.25%,99099104
2/26/2018,275.93,278.01,275.26,277.9,3.19,1.16%,86491400
2/23/2018,271.79,274.71,271.25,274.71,4.31,1.59%,92766400
2/22/2018,271.1,273.05,269.64,270.4,0.35,0.13%,110511200
2/21/2018,271.9,274.72,269.94,270.05,-1.35,-0.50%,98883696
2/20/2018,272.03,273.67,270.5,271.4,-1.71,-0.63%,86369600
2/16/2018,272.32,275.32,272.27,273.11,0.08,0.03%,160420096
2/15/2018,271.57,273.04,268.77,273.03,3.44,1.28%,111200200
2/14/2018,264.31,270,264.3,269.59,3.59,1.35%,120735600
2/13/2018,263.97,266.62,263.31,266,0.66,0.25%,81223600
2/12/2018,263.83,267.01,261.66,265.34,3.84,1.47%,143735904
2/9/2018,260.8,263.61,252.92,261.5,3.87,1.50%,283565312
2/8/2018,268.01,268.17,257.59,257.63,-10.04,-3.75%,246449504
2/7/2018,268.5,272.36,267.58,267.67,-1.46,-0.54%,167376096
2/6/2018,259.94,269.7,258.7,269.13,5.2,1.97%,355026816
2/5/2018,273.45,275.85,263.31,263.93,-11.52,-4.18%,294681792
2/2/2018,280.08,280.23,275.41,275.45,-6.13,-2.18%,173174704
2/1/2018,281.07,283.06,280.68,281.58,-0.32,-0.11%,90102400
1/31/2018,282.73,283.3,280.68,281.9,0.14,0.05%,118948096
1/30/2018,282.6,284.74,281.22,281.76,-2.92,-1.03%,131796400
1/29/2018,285.93,286.43,284.5,284.68,-1.9,-0.66%,90118304
1/26/2018,284.25,286.63,283.96,286.58,3.28,1.16%,107743104
1/25/2018,284.16,284.27,282.405,283.3,0.12,0.04%,84587296
1/24/2018,284.02,284.7,281.84,283.18,-0.11,-0.04%,134816096
1/23/2018,282.74,283.62,282.37,283.29,0.6,0.21%,97084704
1/22/2018,280.17,282.69,280.11,282.69,2.28,0.81%,91322400
1/19/2018,279.8,280.41,279.14,280.41,1.27,0.45%,140920096
1/18/2018,279.48,279.96,278.58,279.14,-0.47,-0.17%,100728000
1/17/2018,278.03,280.05,276.97,279.61,2.64,0.95%,113258800
1/16/2018,279.35,280.09,276.18,276.97,-0.95,-0.34%,106555104
1/12/2018,276.42,278.11,276.08,277.92,1.8,0.65%,90816000
1/11/2018,274.75,276.12,274.56,276.12,2,0.73%,62361400
1/10/2018,273.68,274.42,272.92,274.12,-0.42,-0.15%,69574304
1/9/2018,274.4,275.25,274.08,274.54,0.62,0.23%,57253900
1/8/2018,273.31,274.1,272.98,273.92,0.5,0.18%,57319100
1/5/2018,272.51,273.56,271.95,273.42,1.81,0.67%,83523904
1/4/2018,271.2,272.16,270.545,271.61,1.14,0.42%,80636400
1/3/2018,268.96,270.64,268.96,270.47,1.7,0.63%,90070400
1/2/2018,267.84,268.81,267.4,268.77,1.91,0.72%,86655696
12/29/2017,268.53,268.55,266.64,266.86,-1.01,-0.38%,96007400
12/28/2017,267.89,267.92,267.45,267.87,0.55,0.21%,45116100
12/27/2017,267.38,267.73,267.01,267.32,0.13,0.05%,57750900
12/26/2017,267.05,267.438,266.885,267.19,-0.32,-0.12%,45244400
12/22/2017,267.6,267.635,266.9,267.51,-0.07,-0.03%,78720800
12/21/2017,267.74,268.385,267.3,267.58,0.55,0.21%,67032300
12/20/2017,268.27,268.33,266.69,267.03,-0.14,-0.05%,76751504
12/19/2017,268.48,268.53,267.09,267.17,-1.03,-0.38%,82382800
12/18/2017,268.1,268.6,267.98,268.2,1.69,0.63%,83653504
12/15/2017,265.45,267.04,265.39,266.51,0.85,0.32%,144610208
12/14/2017,267.09,267.22,265.6,265.66,-1.09,-0.41%,100666600
12/13/2017,267.06,267.56,266.65,266.75,-0.03,-0.01%,102905400
12/12/2017,266.57,267.32,266.345,266.78,0.47,0.18%,85195696
12/11/2017,265.58,266.38,265.48,266.31,0.8,0.30%,83077504
12/8/2017,264.99,265.52,264.03,265.51,1.44,0.55%,76563800
12/7/2017,263.09,264.43,262.94,264.07,0.83,0.32%,77218496
12/6/2017,262.87,263.73,262.71,263.24,0.05,0.02%,75898496
12/5/2017,264.43,265.15,263.04,263.19,-0.95,-0.36%,77994496
12/4/2017,266.31,266.8,264.08,264.14,-0.32,-0.12%,94040496
12/1/2017,264.76,265.31,260.76,264.46,-0.55,-0.21%,164390896
11/30/2017,263.76,266.05,263.67,265.01,2.3,0.88%,127894304
11/29/2017,263.02,263.63,262.2,262.71,-0.16,-0.06%,77512096
11/28/2017,260.76,262.9,260.655,262.87,2.64,1.01%,98971696
11/27/2017,260.41,260.75,260,260.23,-0.13,-0.05%,52274900
11/24/2017,260.32,260.48,260.16,260.36,0.6,0.23%,27856500
11/22/2017,260,260.15,259.57,259.76,-0.23,-0.09%,45033300
11/21/2017,259.18,260.2,258.26,259.99,1.69,0.65%,69176800
11/20/2017,258.14,258.525,257.86,258.3,0.44,0.17%,48075500
11/17/2017,258.22,258.59,257.77,257.86,-0.76,-0.29%,75756800
11/16/2017,257.52,259.04,257.475,258.62,2.18,0.85%,67777000
11/15/2017,256.62,257.22,255.63,256.44,-1.29,-0.50%,80811504
11/14/2017,257.41,257.85,256.52,257.73,-0.6,-0.23%,61315100
11/13/2017,257.31,258.59,257.27,258.33,0.24,0.09%,50228600
11/10/2017,257.73,258.29,257.37,258.09,-0.08,-0.03%,59984600
11/9/2017,257.73,258.39,256.36,258.17,-0.94,-0.36%,95085504
11/8/2017,258.47,259.22,258.15,259.11,0.44,0.17%,50469500
11/7/2017,258.97,259.35,258.09,258.67,-0.18,-0.07%,57502100
11/6/2017,258.3,259,258.22,258.85,0.4,0.15%,49652500
11/3/2017,257.77,258.5,257.3,258.45,0.86,0.33%,59589700
11/2/2017,257.41,257.75,256.19,257.59,0.1,0.04%,56449500
11/1/2017,258.04,258.43,257.07,257.49,0.34,0.13%,54202700
10/31/2017,257.18,257.44,256.805,257.15,0.4,0.16%,60304700
10/30/2017,257.07,257.6,256.41,256.75,-0.96,-0.37%,54285600
10/27/2017,256.54,257.89,255.625,257.71,2.09,0.82%,85562496
10/26/2017,255.99,256.3,255.48,255.62,0.33,0.13%,69797904
10/25/2017,256.18,256.31,254,255.29,-1.27,-0.50%,103715200
10/24/2017,256.6,256.83,256.15,256.56,0.45,0.18%,66935900
10/23/2017,257.48,257.51,256.02,256.11,-1,-0.39%,63915300
10/20/2017,256.7,257.14,255.77,257.11,1.32,0.52%,89176304
10/19/2017,254.83,255.83,254.35,255.79,0.07,0.03%,61903700
10/18/2017,255.9,255.95,255.5,255.72,0.25,0.10%,40888300
10/17/2017,255.23,255.52,254.98,255.47,0.18,0.07%,31560900
10/16/2017,255.21,255.51,254.82,255.29,0.34,0.13%,38221600
10/13/2017,255.14,255.27,254.64,254.95,0.31,0.12%,54800400
10/12/2017,254.66,255.06,254.365,254.64,-0.38,-0.15%,47065100
10/11/2017,254.51,255.02,254.32,255.02,0.4,0.16%,47674300
10/10/2017,254.6,255.05,253.98,254.62,0.67,0.26%,43057300
10/9/2017,254.63,254.7,253.65,253.95,-0.42,-0.17%,35803100
10/6/2017,254.15,254.7,253.85,254.37,-0.29,-0.11%,80645904
10/5/2017,253.54,254.68,253.2,254.66,1.5,0.59%,63522700
10/4/2017,252.69,253.44,252.56,253.16,0.3,0.12%,55953600
10/3/2017,252.46,252.89,252.23,252.86,0.54,0.21%,66810100
10/2/2017,251.49,252.32,251.29,252.32,1.09,0.43%,59022900
9/29/2017,250.34,251.32,250.13,251.23,0.88,0.35%,85578000
9/28/2017,249.73,250.44,249.63,250.35,0.3,0.12%,44778800
9/27/2017,249.88,250.49,248.87,250.05,0.97,0.39%,81001400
9/26/2017,249.42,249.7,248.805,249.08,0.15,0.06%,54081900
9/25/2017,249.15,249.55,248.08,248.93,-0.51,-0.20%,57064300
9/22/2017,249.05,249.63,249.02,249.44,0.05,0.02%,51214000
9/21/2017,249.88,249.98,249.185,249.39,-0.67,-0.27%,48211300
9/20/2017,250.07,250.19,248.92,250.06,0.09,0.04%,59574000
9/19/2017,250,250.07,249.6,249.97,0.25,0.10%,47108100
9/18/2017,249.61,250.12,249.28,249.72,0.53,0.21%,46235200
9/15/2017,248.69,249.29,248.57,249.19,-0.9,-0.36%,95432304
9/14/2017,249.8,250.32,249.6,250.09,-0.08,-0.03%,95446304
9/13/2017,249.72,250.21,249.59,250.17,0.12,0.05%,59228000
9/12/2017,249.63,250.09,249.42,250.05,0.84,0.34%,56896000
9/11/2017,248.04,249.3,248.02,249.21,2.63,1.07%,71364800
9/8/2017,246.54,247.11,246.3,246.58,-0.29,-0.12%,63832800
9/7/2017,247.25,247.27,246.4,246.87,-0.03,-0.01%,58034700
9/6/2017,246.84,247.28,246.23,246.9,0.84,0.34%,57916800
9/5/2017,247.26,247.52,244.95,246.06,-1.78,-0.72%,91398704
9/1/2017,247.92,248.33,247.67,247.84,0.35,0.14%,62006900
8/31/2017,246.72,247.77,246.05,247.49,1.48,0.60%,103803800
8/30/2017,244.83,246.32,244.62,246.01,1.16,0.47%,62030800
8/29/2017,243.06,245.15,242.93,244.85,0.28,0.11%,51103100
8/28/2017,245.17,245.2,244.09,244.57,0.01,0.00%,40565600
8/25/2017,244.9,245.61,244.39,244.56,0.57,0.23%,64445900
8/24/2017,245,245.18,243.75,243.99,-0.57,-0.23%,50741600
8/23/2017,244.33,245.05,244.16,244.56,-0.88,-0.36%,50203800
8/22/2017,243.57,245.62,243.55,245.44,2.54,1.05%,63140100
8/21/2017,242.64,243.2,241.83,242.9,0.19,0.08%,65469700
8/18/2017,242.9,244.19,242.2,242.71,-0.38,-0.16%,136747904
8/17/2017,246.24,246.6,243.09,243.09,-3.85,-1.56%,128490400
8/16/2017,247.11,247.57,246.45,246.94,0.43,0.17%,56715500
8/15/2017,246.98,247,246.16,246.51,-0.03,-0.01%,55242700
8/14/2017,245.59,246.79,245.55,246.54,2.42,0.99%,73291904
8/11/2017,244.02,244.8,243.75,244.12,0.36,0.15%,74869904
8/10/2017,246.29,246.44,243.7,243.76,-3.49,-1.41%,120479400
8/9/2017,246.47,247.31,246.06,247.25,-0.01,0.00%,62632600
8/8/2017,247.51,248.91,246.83,247.26,-0.61,-0.25%,61719300
8/7/2017,247.49,247.87,247.37,247.87,0.46,0.19%,31995000
8/4/2017,247.52,247.79,246.97,247.41,0.45,0.18%,60191800
8/3/2017,247.31,247.34,246.64,246.96,-0.48,-0.19%,40855900
8/2/2017,247.47,247.6,246.37,247.44,0.12,0.05%,47211200
8/1/2017,247.46,247.5,246.72,247.32,0.55,0.22%,55050400
7/31/2017,247.37,247.48,246.53,246.77,-0.14,-0.06%,65838600
7/28/2017,246.65,247.06,246.13,246.91,-0.29,-0.12%,50088300
7/27/2017,247.96,248,245.68,247.2,-0.23,-0.09%,70766496
7/26/2017,247.75,247.79,247.13,247.43,0.01,0.00%,47575400
7/25/2017,247.68,247.8,247.16,247.42,0.6,0.24%,54915500
7/24/2017,246.79,246.98,246.28,246.82,-0.06,-0.02%,46622200
7/21/2017,246.44,246.91,246.18,246.88,-0.22,-0.09%,88711000
7/20/2017,247.28,247.42,246.47,247.1,0.11,0.04%,47135100
7/19/2017,246.02,247,246.01,246.99,1.33,0.54%,51034200
7/18/2017,245.06,245.72,244.67,245.66,0.13,0.05%,42742500
7/17/2017,245.47,245.91,245.33,245.53,-0.03,-0.01%,33531900
7/14/2017,244.43,245.97,244.31,245.56,1.14,0.47%,60262600
7/13/2017,244.02,244.55,243.76,244.42,0.41,0.17%,39471600
7/12/2017,243.3,244.2,243.3,244.01,1.82,0.75%,59610400
7/11/2017,242.16,242.55,240.85,242.19,-0.18,-0.07%,50354600
7/10/2017,241.95,242.8,241.76,242.37,0.26,0.11%,36663200
7/7/2017,241.21,242.28,240.56,242.11,1.56,0.65%,57972200
7/6/2017,241.89,242.03,240.34,240.55,-2.22,-0.91%,66115300
7/5/2017,242.63,243.01,241.7,242.77,0.56,0.23%,54427600
7/3/2017,242.88,243.38,242.21,242.21,0.41,0.17%,39153800
6/30/2017,242.28,242.71,241.57,241.8,0.45,0.19%,86820600
6/29/2017,243.66,243.72,239.96,241.35,-2.14,-0.88%,106949696
6/28/2017,242.5,243.71,242.23,243.49,2.16,0.90%,70042600
6/27/2017,243.04,243.38,241.31,241.33,-1.96,-0.81%,82247600
6/26/2017,243.9,244.38,243.04,243.29,0.16,0.07%,56700400
6/23/2017,242.91,243.51,242.47,243.13,0.29,0.12%,66986800
6/22/2017,242.96,243.53,242.64,242.84,-0.11,-0.05%,44148000
6/21/2017,243.42,243.59,242.41,242.95,-0.06,-0.02%,55977500
6/20/2017,244.25,244.26,242.99,243.01,-1.65,-0.67%,56906300
6/19/2017,243.59,244.73,243.48,244.66,2.02,0.83%,65123800
6/16/2017,242.77,242.83,241.63,242.64,-1.13,-0.46%,84553000
6/15/2017,242.68,243.91,242.36,243.77,-0.47,-0.19%,66464800
6/14/2017,244.86,244.87,243.29,244.24,-0.31,-0.13%,78602304
6/13/2017,243.98,244.61,243.58,244.55,1.19,0.49%,60066900
6/12/2017,243.13,243.42,242.38,243.36,-0.05,-0.02%,86108096
6/9/2017,244.09,245.01,241.95,243.41,-0.37,-0.15%,132256304
6/8/2017,243.77,244.33,243.17,243.78,0.12,0.05%,65950600
6/7/2017,243.6,243.92,242.83,243.66,0.45,0.19%,54144300
6/6/2017,243.34,243.98,243.12,243.21,-0.78,-0.32%,50375400
6/5/2017,243.97,244.3,243.76,243.99,-0.18,-0.07%,44698800
6/2/2017,243.42,244.35,243.08,244.17,0.81,0.33%,88666096
6/1/2017,241.97,243.38,241.64,243.36,1.92,0.80%,68962000
5/31/2017,241.84,241.88,240.64,241.44,-0.06,-0.02%,91796000
5/30/2017,241.34,241.79,241.16,241.5,-0.21,-0.09%,35201800
5/26/2017,241.54,241.9,241.45,241.71,-0.05,-0.02%,46629900
5/25/2017,241.2,242.08,240.96,241.76,1.15,0.48%,64071600
5/24/2017,240.32,240.73,239.93,240.61,0.56,0.23%,49181100
5/23/2017,239.95,240.24,239.51,240.05,0.53,0.22%,48341600
5/22/2017,238.9,239.71,238.82,239.52,1.21,0.51%,61010600
5/19/2017,237.33,239.08,237.27,238.31,1.54,0.65%,115011296
5/18/2017,235.73,237.75,235.43,236.77,0.95,0.40%,107047600
5/17/2017,238.1,238.64,235.75,235.82,-4.26,-1.77%,172174096
5/16/2017,240.64,240.67,239.63,240.08,-0.22,-0.09%,51241700
5/15/2017,239.47,240.44,239.45,240.3,1.32,0.55%,61918900
5/12/2017,239.09,239.43,238.67,238.98,-0.4,-0.17%,53912700
5/11/2017,239.35,239.57,238.13,239.38,-0.49,-0.20%,62358300
5/10/2017,239.39,239.87,239.15,239.87,0.43,0.18%,54293800
5/9/2017,239.96,240.19,239.04,239.44,-0.22,-0.09%,51363100
5/8/2017,239.75,239.92,239.17,239.66,-0.04,-0.02%,48385700
5/5/2017,239.19,239.72,238.68,239.7,0.94,0.39%,62001200
5/4/2017,238.83,238.92,237.78,238.76,0.28,0.12%,61462700
5/3/2017,238.29,238.88,237.7,238.48,-0.29,-0.12%,73137696
5/2/2017,238.84,238.98,238.3,238.77,0.09,0.04%,57375700
5/1/2017,238.68,239.17,238.2,238.68,0.6,0.25%,66882500
4/28/2017,238.9,238.93,237.93,238.08,-0.52,-0.22%,63532800
4/27/2017,238.77,238.95,237.98,238.6,0.2,0.08%,57410300
4/26/2017,238.51,239.53,238.35,238.4,-0.15,-0.06%,84702400
4/25/2017,237.91,238.95,237.81,238.55,1.38,0.58%,76698200
4/24/2017,237.18,237.41,234.56,237.17,2.58,1.10%,119209800
4/21/2017,235.25,235.31,234.13,234.59,-0.75,-0.32%,110389800
4/20/2017,234.15,235.85,233.78,235.34,1.9,0.81%,92572096
4/19/2017,234.52,234.95,233.18,233.44,-0.43,-0.18%,68699800
4/18/2017,233.72,234.49,233.08,233.87,-0.7,-0.30%,83225800
4/17/2017,233.11,234.57,232.88,234.57,2.06,0.89%,68405296
4/13/2017,233.64,234.49,232.51,232.51,-1.52,-0.65%,92880304
4/12/2017,234.74,234.96,233.77,234.03,-1.03,-0.44%,81864400
4/11/2017,234.9,235.18,233.34,235.06,-0.28,-0.12%,88045200
4/10/2017,235.36,236.26,234.73,235.34,0.14,0.06%,67615296
4/7/2017,235.15,236,234.64,235.2,-0.24,-0.10%,74369600
4/6/2017,234.94,236.04,234.43,235.44,0.66,0.28%,69135696
4/5/2017,236.26,237.39,234.54,234.78,-0.7,-0.30%,108800600
4/4/2017,235,235.58,234.55,235.48,0.15,0.06%,56466100
4/3/2017,235.8,236.03,233.91,235.33,-0.41,-0.17%,85546400
3/31/2017,235.9,236.51,235.68,235.74,-0.55,-0.23%,73733000
3/30/2017,235.47,236.52,235.27,236.29,0.75,0.32%,56737800
3/29/2017,234.99,235.81,234.73,235.54,0.22,0.09%,61950300
3/28/2017,233.27,235.81,233.14,235.32,1.7,0.73%,93483904
3/27/2017,231.93,233.92,231.61,233.62,-0.24,-0.10%,87454400
3/24/2017,234.38,235.04,232.96,233.86,-0.17,-0.07%,112504800
3/23/2017,234,235.34,233.6,234.03,-0.25,-0.11%,100410200
3/22/2017,233.77,234.61,233.05,234.28,0.55,0.24%,97569200
3/21/2017,237.47,237.61,233.58,233.73,-3.04,-1.28%,131809200
3/20/2017,237.03,237.36,236.32,236.77,-0.26,-0.11%,52536900
3/17/2017,237.75,237.97,237.03,237.03,-1.45,-0.61%,89002096
3/16/2017,239.11,239.2,238.1,238.48,-0.47,-0.20%,78343904
3/15/2017,237.56,239.44,237.29,238.95,2.05,0.87%,96081696
3/14/2017,237.18,237.24,236.19,236.9,-0.91,-0.38%,59880700
3/13/2017,237.62,237.86,237.24,237.81,0.12,0.05%,57256800
3/10/2017,237.97,238.02,236.59,237.69,0.83,0.35%,81991600
3/9/2017,236.7,237.24,235.74,236.86,0.3,0.13%,90683904
3/8/2017,237.34,237.64,236.4,236.56,-0.44,-0.19%,78168704
3/7/2017,237.36,237.77,236.76,237,-0.71,-0.30%,65103700
3/6/2017,237.5,238.12,237.01,237.71,-0.71,-0.30%,55391500
3/3/2017,238.17,238.61,237.73,238.42,0.15,0.06%,81974304
3/2/2017,239.56,239.57,238.21,238.27,-1.51,-0.63%,70245904
3/1/2017,238.39,240.32,238.37,239.78,3.31,1.40%,149158096
2/28/2017,236.67,236.95,236.01,236.47,-0.64,-0.27%,96961904
2/27/2017,236.64,237.31,236.35,237.11,0.37,0.16%,56515400
2/24/2017,235.46,236.79,235.41,236.74,0.3,0.13%,82381600
2/23/2017,236.88,236.9,235.56,236.44,0.16,0.07%,74615904
2/22/2017,236.02,236.54,235.83,236.28,-0.21,-0.09%,62115100
2/21/2017,235.52,236.69,235.51,236.49,1.4,0.60%,88946000
2/17/2017,233.95,235.09,233.93,235.09,0.37,0.16%,77204096
2/16/2017,234.96,235.15,233.85,234.72,-0.2,-0.09%,84722400
2/15/2017,233.45,235.14,233.39,234.92,1.22,0.52%,86785800
2/14/2017,232.56,233.71,232.16,233.7,0.93,0.40%,71108896
2/13/2017,232.08,233.07,232.05,232.77,1.26,0.54%,55182000
2/10/2017,231,231.77,230.62,231.51,0.91,0.39%,66015800
2/9/2017,229.56,230.95,229.52,230.6,1.36,0.59%,65955200
2/8/2017,228.61,229.39,228.31,229.24,0.3,0.13%,51566200
2/7/2017,229.38,229.66,228.72,228.94,0.01,0.00%,57931100
2/6/2017,228.87,229.33,228.54,228.93,-0.41,-0.18%,57790100
2/3/2017,228.82,229.55,228.46,229.34,1.57,0.69%,80563104
2/2/2017,227.2,228.1,226.82,227.77,0.15,0.07%,69657504
2/1/2017,228.26,228.59,226.94,227.62,0.09,0.04%,79117600
1/31/2017,226.98,227.6,226.32,227.53,-0.02,-0.01%,75880800
1/30/2017,228.17,228.2,226.41,227.55,-1.42,-0.62%,79737200
1/27/2017,229.42,229.59,228.76,228.97,-0.36,-0.16%,59711100
1/26/2017,229.4,229.71,229.01,229.33,-0.24,-0.10%,59970700
1/25/2017,228.7,229.57,228.51,229.57,1.97,0.87%,84437696
1/24/2017,226.4,228.08,226.27,227.6,1.45,0.64%,95555200
1/23/2017,226.35,226.8,225.27,226.15,-0.59,-0.26%,75061600
1/20/2017,226.7,227.31,225.97,226.74,0.83,0.37%,129168600
1/19/2017,226.84,227,225.41,225.91,-0.84,-0.37%,66608700
1/18/2017,226.54,226.8,225.9,226.75,0.5,0.22%,54793300
1/17/2017,226.31,226.78,225.8,226.25,-0.8,-0.35%,61240800
1/13/2017,226.73,227.4,226.69,227.05,0.52,0.23%,62717800
1/12/2017,226.5,226.75,224.96,226.53,-0.57,-0.25%,72113104
1/11/2017,226.36,227.1,225.59,227.1,0.64,0.28%,74650000
1/10/2017,226.48,227.45,226.01,226.46,0,0.00%,63771900
1/9/2017,226.91,227.07,226.42,226.46,-0.75,-0.33%,46939600
1/6/2017,226.53,227.75,225.9,227.21,0.81,0.36%,71559904
1/5/2017,226.27,226.58,225.48,226.4,-0.18,-0.08%,78379000
1/4/2017,225.62,226.75,225.61,226.58,1.34,0.59%,78744400
1/3/2017,225.04,225.83,223.88,225.24,1.71,0.76%,91366496
12/30/2016,224.73,224.83,222.73,223.53,-0.82,-0.37%,108998304
12/29/2016,224.48,224.89,223.84,224.35,-0.05,-0.02%,48696000
12/28/2016,226.57,226.59,224.27,224.4,-1.87,-0.83%,64095000
12/27/2016,226.02,226.73,226,226.27,0.56,0.25%,42672400
12/23/2016,225.43,225.72,225.21,225.71,0.33,0.15%,36697800
12/22/2016,225.6,225.74,224.92,225.38,-0.39,-0.17%,56219000
12/21/2016,226.25,226.45,225.77,225.77,-0.63,-0.28%,67909000
12/20/2016,226.15,226.57,225.88,226.4,0.87,0.39%,89838800
12/19/2016,225.25,226.02,225.08,225.53,0.49,0.22%,90341104
12/16/2016,226.01,226.08,224.67,225.04,-1.77,-0.78%,156420096
12/15/2016,226.16,227.81,225.89,226.81,0.93,0.41%,124972496
12/14/2016,227.41,228.23,225.37,225.88,-1.88,-0.83%,142501792
12/13/2016,227.02,228.34,227,227.76,1.51,0.67%,110477400
12/12/2016,226.4,226.96,225.76,226.25,-0.26,-0.11%,102016096
12/9/2016,225.41,226.53,225.37,226.51,1.36,0.60%,88005696
12/8/2016,224.57,225.7,224.26,225.15,0.55,0.24%,99714304
12/7/2016,221.52,224.67,221.38,224.6,2.9,1.31%,110738000
12/6/2016,221.22,221.74,220.66,221.7,0.7,0.32%,59877300
12/5/2016,220.65,221.4,220.42,221,1.32,0.60%,67837800
12/2/2016,219.67,220.25,219.26,219.68,0.11,0.05%,74840304
12/1/2016,220.73,220.73,219.15,219.57,-0.81,-0.37%,79040400
11/30/2016,221.63,221.82,220.31,220.38,-0.53,-0.24%,113291800
11/29/2016,220.52,221.44,220.17,220.91,0.43,0.20%,69886600
11/28/2016,221.16,221.48,220.36,220.48,-1.04,-0.47%,76572496
11/25/2016,221.1,221.56,221.01,221.52,0.82,0.37%,37872200
11/23/2016,219.98,220.76,219.75,220.7,0.12,0.05%,56620200
11/22/2016,220.51,220.79,219.73,220.58,0.43,0.20%,67428896
11/21/2016,219.17,220.18,219,220.15,1.65,0.76%,72402600
11/18/2016,219.07,219.27,218.29,218.5,-0.49,-0.22%,86265696
11/17/2016,218.05,219.06,217.92,218.99,1.12,0.51%,69797104
11/16/2016,217.56,218.14,217.42,217.87,-0.41,-0.19%,65617600
11/15/2016,217.04,218.28,216.8,218.28,1.69,0.78%,91652496
11/14/2016,217.03,217.27,215.72,216.59,0.17,0.08%,94579904
11/11/2016,216.08,216.7,215.32,216.42,-0.5,-0.23%,100552704
11/10/2016,217.3,218.31,215.22,216.92,0.54,0.25%,172113296
11/9/2016,212.37,217.1,212.34,216.38,2.27,1.06%,258428896
11/8/2016,212.69,214.77,212.38,214.11,0.96,0.45%,106772096
11/7/2016,211.45,213.19,211.3,213.15,4.6,2.21%,109794800
11/4/2016,208.91,209.89,208.38,208.55,-0.23,-0.11%,109122000
11/3/2016,209.99,210.24,208.46,208.78,-0.96,-0.46%,88939296
11/2/2016,210.65,211.1,209.23,209.74,-1.27,-0.60%,103330800
11/1/2016,212.93,212.99,209.6,211.01,-1.54,-0.72%,122781800
10/31/2016,212.93,213.19,212.36,212.55,0.01,0.00%,61272500
10/28/2016,213.14,213.93,211.71,212.54,-0.63,-0.30%,140623104
10/27/2016,214.58,214.62,213.08,213.17,-0.57,-0.27%,77220200
10/26/2016,213.21,214.42,212.93,213.74,-0.43,-0.20%,75705400
10/25/2016,214.68,214.98,213.98,214.17,-0.72,-0.34%,66542300
10/24/2016,215,215.32,214.48,214.89,0.91,0.43%,60146500
10/21/2016,212.96,214.08,212.76,213.98,0.1,0.05%,89089000
10/20/2016,213.87,214.53,213.11,213.88,-0.4,-0.19%,73639800
10/19/2016,214.02,214.64,213.6,214.28,0.57,0.27%,66519200
10/18/2016,214.24,214.31,213.27,213.71,1.33,0.63%,76869600
10/17/2016,213.09,213.39,212.17,212.38,-0.74,-0.35%,58275600
10/14/2016,214.15,214.69,213.03,213.12,0.11,0.05%,93346200
10/13/2016,212.16,213.59,211.21,213.01,-0.7,-0.33%,101356896
10/12/2016,213.59,214.32,213.01,213.71,0.28,0.13%,73866096
10/11/2016,215.66,215.74,212.58,213.43,-2.73,-1.26%,130367296
10/10/2016,216.16,216.7,215.99,216.16,1.12,0.52%,51855000
10/7/2016,216.1,216.3,214.19,215.04,-0.74,-0.34%,89788200
10/6/2016,215.37,216.04,214.74,215.78,0.15,0.07%,62927300
10/5/2016,215.41,216.13,215.33,215.63,0.95,0.44%,72815904
10/4/2016,215.91,216.17,213.99,214.68,-1.1,-0.51%,119948000
10/3/2016,215.82,216.04,215.04,215.78,-0.52,-0.24%,83512000
9/30/2016,215.65,217.12,215.36,216.3,1.62,0.75%,117153696
9/29/2016,216.4,216.87,214.04,214.68,-1.96,-0.90%,128029000
9/28/2016,215.83,216.82,214.71,216.64,1.07,0.50%,87349400
9/27/2016,214.05,215.68,213.62,215.57,1.33,0.62%,78459904
9/26/2016,215.02,215.23,214.01,214.24,-1.75,-0.81%,89811104
9/23/2016,216.72,216.88,215.88,215.99,-1.19,-0.55%,73607104
9/22/2016,217,217.53,216.71,217.18,1.36,0.63%,76640496
9/21/2016,214.24,216.03,213.44,215.82,2.4,1.12%,110238304
9/20/2016,214.41,214.59,213.38,213.42,0.01,0.00%,69649904
9/19/2016,214.13,214.88,213.03,213.41,0.04,0.02%,80188304
9/16/2016,213.48,213.69,212.57,213.37,-1.91,-0.89%,155224608
9/15/2016,212.96,215.73,212.75,215.28,2.13,1.00%,145684496
9/14/2016,213.29,214.7,212.5,213.15,-0.08,-0.04%,134164496
9/13/2016,214.84,215.15,212.5,213.23,-3.11,-1.44%,182769200
9/12/2016,212.39,216.81,212.31,216.34,3.06,1.43%,168078896
9/9/2016,216.97,217.03,213.25,213.28,-5.23,-2.39%,221588992
9/8/2016,218.62,218.94,218.15,218.51,-0.5,-0.23%,74102800
9/7/2016,218.84,219.22,218.3,219.01,-0.02,-0.01%,76554800
9/6/2016,218.7,219.12,217.86,219.03,0.66,0.30%,56702000
9/2/2016,218.39,218.87,217.7,218.37,0.98,0.45%,79293800
