Time,Open,High,Low,Last,Change,%Chg,Volume
9/15/2003,102.52,102.63,101.95,102.09,-0.36,-0.35%,21321900
9/12/2003,101.91,102.64,101.35,102.45,0.19,0.19%,42443200
9/11/2003,102.1,102.76,101.84,102.26,0.3,0.29%,38800000
9/10/2003,102.53,102.8,101.55,101.96,-1.04,-1.01%,45946300
9/9/2003,103.37,103.46,102.68,103,-0.68,-0.66%,35083500
9/8/2003,103.04,103.88,102.93,103.68,0.85,0.83%,32655600
9/5/2003,102.94,103.55,102.4,102.83,-0.58,-0.56%,31654500
9/4/2003,103.1,103.55,102.76,103.41,0.05,0.05%,28404400
9/3/2003,103.03,103.7,102.78,103.36,0.56,0.54%,44925000
9/2/2003,101.64,102.88,101.05,102.8,1.36,1.34%,50861800
8/29/2003,100.61,101.48,100.48,101.44,0.68,0.67%,28721200
8/28/2003,100.4,101,99.66,100.76,0.62,0.62%,27426500
8/27/2003,100.05,100.36,99.57,100.14,0.03,0.03%,18987800
8/26/2003,99.5,100.39,98.83,100.11,0.18,0.18%,45077000
8/25/2003,99.71,100.83,99.28,99.93,0.16,0.16%,23491100
8/22/2003,101.75,101.82,99.73,99.77,-1,-0.99%,52046100
8/21/2003,101.05,101.52,100.4,100.77,0.32,0.32%,46550500
8/20/2003,100.29,100.89,100.16,100.45,-0.41,-0.41%,23206200
8/19/2003,100.69,100.94,100,100.86,0.38,0.38%,37457300
8/18/2003,99.93,100.6,99.74,100.48,0.86,0.86%,22895200
8/15/2003,99.36,99.79,99.12,99.62,0.31,0.31%,12567200
8/14/2003,99.1,99.75,98.45,99.31,0.27,0.27%,36254000
8/13/2003,99.82,99.85,98.53,99.04,-0.51,-0.51%,36156800
8/12/2003,98.71,99.59,98.42,99.55,0.9,0.91%,43355200
8/11/2003,98.26,99.04,97.84,98.65,0.37,0.38%,34638000
8/8/2003,98.32,98.55,97.76,98.28,0.28,0.29%,27359600
8/7/2003,97.17,98.07,96.76,98,1.02,1.05%,43547500
8/6/2003,96.69,98.06,96.42,96.98,0.56,0.58%,51182200
8/5/2003,98.41,98.76,96.34,96.42,-2.09,-2.12%,61737000
8/4/2003,98.31,99,97,98.51,0,0.00%,55544700
8/1/2003,99.19,99.53,98.24,98.51,-0.88,-0.89%,49324900
7/31/2003,99.98,100.94,99.05,99.39,0.23,0.23%,59113200
7/30/2003,99.6,99.79,98.93,99.16,-0.24,-0.24%,28427700
7/29/2003,100.14,100.27,98.68,99.4,-0.46,-0.46%,53570900
7/28/2003,100.37,100.98,99.67,99.86,-0.37,-0.37%,34416300
7/25/2003,98.66,100.29,98.04,100.23,1.74,1.77%,43326700
7/24/2003,99.99,100.34,98.37,98.49,-0.75,-0.76%,41174300
7/23/2003,99.21,99.45,98.28,99.24,0.07,0.07%,37298800
7/22/2003,98.69,99.41,97.91,99.17,0.89,0.91%,50008800
7/21/2003,99.45,99.49,97.85,98.28,-1.23,-1.24%,35117300
7/18/2003,99.02,99.8,98.46,99.51,1.01,1.03%,35705700
7/17/2003,99.15,99.88,98.16,98.5,-1.42,-1.42%,48919800
7/16/2003,100.81,100.87,99.23,99.92,-0.59,-0.59%,40212300
7/15/2003,101.38,101.46,99.95,100.51,-0.22,-0.22%,63622000
7/14/2003,101.2,101.9,99.92,100.73,0.49,0.49%,42143600
7/11/2003,99.39,100.45,99.39,100.24,0.94,0.95%,40076400
7/10/2003,99.84,100.04,98.63,99.3,-1.28,-1.27%,49816500
7/9/2003,100.92,101.4,100.03,100.58,-0.57,-0.56%,36630200
7/8/2003,100.5,101.29,100.17,101.15,0.45,0.45%,33159600
7/7/2003,99.65,100.9,99.65,100.7,1.96,1.99%,31428800
7/3/2003,99.07,99.85,97.9,98.74,-1.03,-1.03%,30868400
7/2/2003,98.77,99.79,98.57,99.77,1.24,1.26%,34678600
7/1/2003,97.25,98.85,96.43,98.53,0.9,0.92%,51417000
6/30/2003,98.22,98.67,97.47,97.63,-0.03,-0.03%,33864900
6/27/2003,98.75,99.19,97.58,97.66,-1.14,-1.15%,54214100
6/26/2003,97.78,98.98,96.96,98.8,1.27,1.30%,33543500
6/25/2003,98.53,99.44,97.53,97.53,-0.99,-1.00%,47857300
6/24/2003,98.22,99.09,98.02,98.52,0.1,0.10%,36220900
6/23/2003,99.45,99.66,97.92,98.42,-1.02,-1.03%,34321400
6/20/2003,100.39,100.5,99.42,99.44,-0.58,-0.58%,41551700
6/19/2003,101.64,101.73,99.84,100.02,-1.55,-1.53%,43560300
6/18/2003,101.29,102.14,101,101.57,-0.09,-0.09%,35552200
6/17/2003,102.07,102.18,101.23,101.66,0,0.00%,36822200
6/16/2003,99.96,101.7,99.8,101.66,2.1,2.11%,36345000
6/13/2003,100.61,100.75,98.95,99.56,-1.05,-1.04%,48636500
6/12/2003,100.75,100.9,99.62,100.61,0.31,0.31%,36488700
6/11/2003,99.36,100.39,98.71,100.3,1.05,1.06%,37619300
6/10/2003,98.46,99.26,98.19,99.25,1,1.02%,30110500
6/9/2003,98.77,99.1,97.77,98.25,-1.01,-1.02%,38389400
6/6/2003,100.4,101.4,99.13,99.26,-0.39,-0.39%,60398400
6/5/2003,98.58,99.65,98.27,99.65,0.49,0.49%,46411800
6/4/2003,97.66,99.35,97.57,99.16,1.41,1.44%,49438100
6/3/2003,97.15,97.84,96.85,97.75,0.4,0.41%,39553300
6/2/2003,97.53,98.45,96.67,97.35,0.4,0.41%,50700300
5/30/2003,95.9,97.09,95.56,96.95,1.53,1.60%,52537800
5/29/2003,95.88,96.82,95.08,95.42,-0.25,-0.26%,50979800
5/28/2003,95.85,96.47,95.43,95.67,0.27,0.28%,37749900
5/27/2003,93.3,95.84,93.18,95.4,1.83,1.96%,43737800
5/23/2003,93.53,93.98,93.14,93.57,0,0.00%,26158300
5/22/2003,92.95,94.05,92.68,93.57,0.92,0.99%,38457600
5/21/2003,92.11,92.88,91.91,92.65,0.19,0.21%,49848700
5/20/2003,92.82,93.03,91.6,92.46,-0.19,-0.21%,55454400
5/19/2003,94.15,94.89,92.33,92.65,-2.22,-2.34%,43237700
5/16/2003,94.89,95.45,94.26,94.87,-0.24,-0.25%,38905900
5/15/2003,94.89,95.33,94.25,95.11,0.6,0.63%,43933800
5/14/2003,95.09,95.24,93.91,94.51,-0.2,-0.21%,32234200
5/13/2003,94.53,95.19,94.26,94.71,-0.17,-0.18%,39297600
5/12/2003,93.5,95.12,93.28,94.88,1.15,1.23%,35681600
5/9/2003,92.83,93.8,92.61,93.73,1.28,1.38%,33640300
5/8/2003,92.52,93.34,92.28,92.45,-0.94,-1.01%,40769000
5/7/2003,93.42,94.14,92.97,93.39,-0.52,-0.55%,41442100
5/6/2003,93.04,94.38,93,93.91,0.88,0.95%,44585200
5/5/2003,93.47,93.78,92.5,93.03,-0.18,-0.19%,35456200
5/2/2003,91.56,93.47,91.49,93.21,1.31,1.43%,50237800
5/1/2003,91.92,92.73,90.5,91.9,-0.01,-0.01%,50406800
4/30/2003,91.91,92.57,91.41,91.91,0.12,0.13%,48917200
4/29/2003,92.14,92.8,91.4,91.79,0,0.00%,52343200
4/28/2003,90.46,92.19,90.3,91.79,1.56,1.73%,46469600
4/25/2003,91.3,91.47,90.02,90.23,-1.13,-1.24%,43926100
4/24/2003,91.53,92.08,90.96,91.36,-0.82,-0.89%,50022800
4/23/2003,91.62,92.35,91.24,92.18,0.84,0.92%,44250600
4/22/2003,89.1,91.56,88.89,91.34,1.69,1.89%,59864900
4/21/2003,89.86,90.16,89.06,89.65,0.09,0.10%,32082900
4/17/2003,88.3,89.72,88.19,89.56,1.31,1.48%,37483700
4/16/2003,89.91,90.07,88.03,88.25,-1.53,-1.70%,51813300
4/15/2003,88.84,89.78,88.42,89.78,0.83,0.93%,49972400
4/14/2003,87.47,89,87,88.95,1.8,2.07%,36956200
4/11/2003,88.16,88.7,86.86,87.15,-0.36,-0.41%,47736500
4/10/2003,87.1,87.63,85.71,87.51,0.48,0.55%,42128300
4/9/2003,88.36,89.1,86.77,87.03,-1.16,-1.32%,55678700
4/8/2003,88.3,88.65,87.71,88.19,0.14,0.16%,39742700
4/7/2003,90.34,90.85,87.97,88.05,-0.17,-0.19%,69824800
4/4/2003,88.43,88.59,87.62,88.22,0.52,0.59%,36261800
4/3/2003,88.87,88.99,87.65,87.7,-0.42,-0.48%,49012400
4/2/2003,87.54,88.77,87.5,88.12,2.08,2.42%,50500600
4/1/2003,85.25,86.39,84.91,86.04,1.3,1.53%,53822600
3/31/2003,85.35,86.59,84.4,84.74,-1.97,-2.27%,60789100
3/28/2003,86.47,87.28,86.25,86.71,-0.44,-0.50%,32601100
3/27/2003,86.4,87.66,85.99,87.15,0.07,0.08%,53292700
3/26/2003,87.56,87.85,86.8,87.08,-0.44,-0.50%,45766000
3/25/2003,86.74,88.26,86.44,87.52,0.83,0.96%,61177600
3/24/2003,88.02,88.14,86.35,86.69,-2.98,-3.32%,65431600
3/21/2003,88.8,89.88,87.93,89.67,1.52,1.72%,71264800
3/20/2003,87.33,88.59,86.35,88.15,0.19,0.22%,67475104
3/19/2003,87.28,88.16,86.68,87.96,0.67,0.77%,49660000
3/18/2003,87.15,87.35,86.28,87.29,0.51,0.59%,51086100
3/17/2003,83.46,86.95,83.22,86.78,2.65,3.15%,88296000
3/14/2003,84.2,84.77,83.35,84.13,0.27,0.32%,63964800
3/13/2003,82.18,83.91,81.53,83.86,2.8,3.45%,72171200
3/12/2003,80.38,81.1,79.38,81.06,0.54,0.67%,62476100
3/11/2003,81.48,82,80.48,80.52,-0.8,-0.98%,48125500
3/10/2003,82.6,82.86,81.1,81.32,-2,-2.40%,41038600
3/7/2003,81.61,83.99,81.43,83.32,0.57,0.69%,63583500
3/6/2003,82.87,83.52,82.47,82.75,-0.7,-0.84%,41419600
3/5/2003,82.61,83.54,82.36,83.45,0.7,0.85%,44105200
3/4/2003,83.95,84.01,82.65,82.75,-1.34,-1.59%,31478700
3/3/2003,85.26,85.78,83.72,84.09,-0.81,-0.95%,42935400
2/28/2003,84.47,85.23,84.16,84.9,0.56,0.66%,43889600
2/27/2003,83.7,84.75,83.16,84.34,1.1,1.32%,51833900
2/26/2003,84.02,84.53,83.08,83.24,-1.23,-1.46%,37802800
2/25/2003,82.95,84.49,82.22,84.47,0.67,0.80%,56902300
2/24/2003,84.93,85,83.59,83.8,-1.38,-1.62%,30659500
2/21/2003,84.38,85.74,83.46,85.18,0.85,1.01%,60965200
2/20/2003,85.21,85.42,84.05,84.33,-0.85,-1.00%,29299800
2/19/2003,85.32,85.47,84.28,85.18,-0.45,-0.53%,31440300
2/18/2003,84.53,85.8,84.39,85.63,1.48,1.76%,39518300
2/14/2003,82.37,84.2,81.83,84.15,1.8,2.19%,59588400
2/13/2003,82.15,82.66,81,82.35,0.25,0.30%,58068200
2/12/2003,83.16,83.62,82.09,82.1,-1.33,-1.59%,35923500
2/11/2003,84.37,84.88,82.83,83.43,-0.58,-0.69%,46884200
2/10/2003,83.47,84.13,82.65,84.01,0.59,0.71%,45472900
2/7/2003,84.91,84.99,82.97,83.42,-1.03,-1.22%,43168300
2/6/2003,84.37,84.89,83.65,84.45,-0.4,-0.47%,53659800
2/5/2003,85.75,86.54,84.49,84.85,-0.53,-0.62%,55299600
2/4/2003,85.31,85.75,84.3,85.38,-0.85,-0.99%,43758900
2/3/2003,86.14,86.82,85.92,86.23,0.17,0.20%,39799200
1/31/2003,84.15,86.22,84.15,86.06,1.63,1.93%,55321900
1/30/2003,86.79,86.88,84.4,84.43,-2.05,-2.37%,49883600
1/29/2003,85.42,87.18,84.77,86.48,0.65,0.76%,53780200
1/28/2003,85.63,86.4,85.13,85.83,0.63,0.74%,46961000
1/27/2003,85.73,86.8,84.5,85.2,-1.18,-1.37%,58288800
1/24/2003,88.59,88.68,86.17,86.38,-2.33,-2.63%,68701904
1/23/2003,88.75,89.38,87.95,88.71,0.54,0.61%,56081100
1/22/2003,88.77,89.8,88,88.17,-1.08,-1.21%,42811600
1/21/2003,90.87,90.92,88.95,89.25,-1.41,-1.56%,42374500
1/17/2003,90.99,92.3,90.15,90.66,-1.36,-1.48%,35622600
1/16/2003,92.5,92.93,91.46,92.02,-0.38,-0.41%,45377800
1/15/2003,93.54,93.57,91.91,92.4,-0.93,-1.00%,33542100
1/14/2003,92.69,93.83,92.41,93.33,0.3,0.32%,30922100
1/13/2003,93.54,93.86,92.44,93.03,-0.03,-0.03%,31676400
1/10/2003,91.95,93.64,91.8,93.06,0.25,0.27%,37771700
1/9/2003,91.82,93.18,91.41,92.81,1.42,1.55%,34852900
1/8/2003,92.2,92.4,91.05,91.39,-1.34,-1.45%,38739700
1/7/2003,92.9,93.37,92.2,92.73,-0.23,-0.25%,38655700
1/6/2003,91.24,93.49,91.18,92.96,1.61,1.76%,41006900
1/3/2003,90.91,91.39,90.5,91.35,0.28,0.31%,32226900
1/2/2003,88.85,91.3,88.54,91.07,2.84,3.22%,44643400
12/31/2002,87.99,88.43,87.11,88.23,0.12,0.14%,34037500
12/30/2002,87.8,88.47,87.22,88.11,0.73,0.84%,29972300
12/27/2002,88.96,89.29,87.38,87.38,-2.01,-2.25%,22213100
12/26/2002,89.7,90.61,88.84,89.39,0.03,0.03%,17489200
12/24/2002,89.61,89.86,89.25,89.36,-0.66,-0.73%,10936900
12/23/2002,89.59,90.47,89.31,90.02,0.03,0.03%,22645500
12/20/2002,89.2,90.02,89.1,89.99,0.83,0.93%,31181100
12/19/2002,89.35,90.7,88.6,89.16,-0.64,-0.71%,39287300
12/18/2002,90.32,90.4,89.33,89.8,-1.05,-1.16%,35649800
12/17/2002,91.37,91.74,90.74,90.85,-0.8,-0.87%,32405300
12/16/2002,89.82,91.79,89.66,91.65,2.31,2.59%,37118300
12/13/2002,89.91,90.48,89.27,89.34,-1.43,-1.58%,36874900
12/12/2002,91.2,91.49,90.2,90.77,-0.01,-0.01%,34484500
12/11/2002,90.42,91.62,90.16,90.78,0.08,0.09%,39206100
12/10/2002,90.02,91.1,89.76,90.7,1.2,1.34%,33449100
12/9/2002,91.07,91.46,89.48,89.5,-2.53,-2.75%,36814200
12/6/2002,90.12,92.17,89.98,92.03,0.6,0.66%,50132100
12/5/2002,92.7,92.8,91.1,91.43,-1.02,-1.10%,36806100
12/4/2002,91.77,93.14,91.43,92.45,-0.42,-0.45%,64142200
12/3/2002,93.25,93.4,92.35,92.87,-1.26,-1.34%,34433800
12/2/2002,95.47,96.05,93.22,94.13,0.15,0.16%,49797600
11/29/2002,94.8,94.95,93.77,93.98,-0.3,-0.32%,19385700
11/27/2002,92.52,94.65,92.43,94.28,2.58,2.81%,37773600
11/26/2002,93.07,93.45,91.62,91.7,-1.78,-1.90%,42290400
11/25/2002,93.43,94.26,92.77,93.48,0.06,0.06%,34059400
11/22/2002,93.48,94.27,93.27,93.42,-0.67,-0.71%,32514100
11/21/2002,92.6,94.19,92.43,94.09,1.72,1.86%,55172500
11/20/2002,89.98,92.42,89.95,92.37,2.01,2.22%,36815800
11/19/2002,90.02,91.1,89.76,90.36,-0.12,-0.13%,32814800
11/18/2002,92.15,92.15,90.35,90.48,-0.92,-1.01%,29019400
11/15/2002,90,91.55,89.95,91.4,0.67,0.74%,39166800
11/14/2002,90.07,91,89.76,90.73,1.68,1.89%,31988900
11/13/2002,88.32,89.75,87.45,89.05,0.09,0.10%,63916100
11/12/2002,88.66,89.93,88.37,88.96,0.7,0.79%,37775500
11/11/2002,89.52,89.56,87.8,88.26,-1.39,-1.55%,33597600
11/8/2002,90.53,91.57,89.52,89.65,-1.11,-1.22%,37911100
11/7/2002,92.03,92.22,90.22,90.76,-2.28,-2.45%,51581900
11/6/2002,92.48,93.07,90.79,93.04,1.19,1.30%,65347600
11/5/2002,90.84,92.07,90.84,91.85,0.72,0.79%,37291500
11/4/2002,91.8,92.94,90.9,91.13,0.86,0.95%,49082700
11/1/2002,88.35,90.82,88.05,90.27,1.75,1.98%,51905000
10/31/2002,89.66,90.3,88.19,88.52,-0.91,-1.02%,41622900
10/30/2002,88.68,89.96,88.23,89.43,0.86,0.97%,41707400
10/29/2002,89.08,89.49,87,88.57,-1.04,-1.16%,59533800
10/28/2002,91.15,91.29,88.85,89.61,-0.59,-0.65%,39428200
10/25/2002,88.22,90.39,87.94,90.2,1.84,2.08%,43735100
10/24/2002,90.75,90.9,88.1,88.36,-1.84,-2.04%,55303700
10/23/2002,88.77,90.27,87.68,90.2,0.68,0.76%,55127700
10/22/2002,89.05,90.01,88.52,89.52,-0.65,-0.72%,41217000
10/21/2002,88.1,90.5,87.57,90.17,1.53,1.73%,45977500
10/18/2002,87.65,89.11,86.93,88.64,0.37,0.42%,47562900
10/17/2002,88.87,89.3,87.85,88.27,1.72,1.99%,68607504
10/16/2002,87.42,87.8,85.92,86.55,-2.15,-2.42%,63587600
10/15/2002,86.99,88.72,86.86,88.7,4.07,4.81%,82460000
10/14/2002,83.2,84.85,83.04,84.63,0.47,0.56%,40644700
10/11/2002,82.1,84.73,81.82,84.16,3.53,4.38%,82323000
10/10/2002,77.94,81.07,77.07,80.63,2.53,3.24%,76759600
10/9/2002,79.09,79.7,77.78,78.1,-2.27,-2.82%,79918896
10/8/2002,79.81,81.31,78.2,80.37,1.24,1.57%,79535000
10/7/2002,80.07,81.2,78.55,79.13,-1.67,-2.07%,53217600
10/4/2002,82.8,82.92,79.58,80.8,-1.51,-1.83%,68724304
10/3/2002,83.14,84.6,81.95,82.31,-0.84,-1.01%,55568700
10/2/2002,84.69,85.53,82.6,83.15,-2.57,-3.00%,56850900
10/1/2002,82.44,85.77,81.47,85.72,3.93,4.80%,67278200
9/30/2002,82,82.8,80.9,81.79,-0.96,-1.16%,73096400
9/27/2002,85,85.63,82.75,82.75,-2.98,-3.48%,64778400
9/26/2002,85.02,85.97,84.45,85.73,1.38,1.64%,53671400
9/25/2002,83.37,84.77,82.04,84.35,2.04,2.48%,59296700
9/24/2002,82.44,83.65,81.85,82.31,-1.35,-1.61%,69598896
9/23/2002,83.65,84.07,82.69,83.66,-0.69,-0.82%,46913100
9/20/2002,84.92,85.2,84.05,84.35,-0.35,-0.41%,46326200
9/19/2002,86,86.8,84.7,84.7,-2.25,-2.59%,48524600
9/18/2002,87.02,88.5,86.28,86.95,-0.88,-1.00%,54847500
9/17/2002,90.89,91.19,87.75,87.83,-2.06,-2.29%,47770000
9/16/2002,89.32,89.89,88.47,89.89,0.22,0.25%,28169800
9/13/2002,88.7,89.9,88.25,89.67,0.22,0.25%,41131300
9/12/2002,90.75,90.84,88.99,89.45,-1.68,-1.84%,43639100
9/11/2002,92.47,93.33,91.1,91.13,-0.57,-0.62%,27746100
9/10/2002,91.14,91.78,90.56,91.7,1.04,1.15%,41554100
9/9/2002,89.1,91.35,88.8,90.66,0.61,0.68%,34114400
9/6/2002,89.75,90.57,89.35,90.05,1.27,1.43%,38720500
9/5/2002,88.49,89.43,87.5,88.78,-0.76,-0.85%,67367000
9/4/2002,88.62,90.25,88.06,89.54,1.26,1.43%,51244300
9/3/2002,90.74,91,88.15,88.28,-3.5,-3.81%,76795000
8/30/2002,91.69,93.39,91.4,91.78,-0.36,-0.39%,30371500
8/29/2002,91.27,93.06,90.81,92.14,0.04,0.04%,42967600
8/28/2002,93.29,93.49,91.8,92.1,-2.06,-2.19%,39035400
8/27/2002,95.7,96.25,93.51,94.16,-1.1,-1.15%,46413200
8/26/2002,94.91,95.64,93.5,95.26,0.66,0.70%,34097900
8/23/2002,96.02,96.15,94.15,94.6,-2.28,-2.35%,33806300
8/22/2002,95.49,97.15,95.07,96.88,2.28,2.41%,38453700
8/21/2002,95.06,95.78,93.57,94.6,0.21,0.22%,39712100
8/20/2002,94.82,95.4,93.62,94.39,-1.01,-1.06%,30513600
8/19/2002,93.46,95.75,93.1,95.4,2.18,2.34%,33736000
8/16/2002,92.82,94.08,92,93.22,-0.28,-0.30%,36518800
8/15/2002,92.85,93.99,92.2,93.5,1.28,1.39%,45653700
8/14/2002,89.02,92.63,88.02,92.22,3.25,3.65%,57437000
8/13/2002,90.15,91.66,88.65,88.97,-1.65,-1.82%,49637500
8/12/2002,90,91.27,89.55,90.62,-0.67,-0.73%,25858300
8/9/2002,90.1,91.94,89.35,91.29,0.34,0.37%,41880600
8/8/2002,88.42,91.1,87.81,90.95,2.85,3.23%,48380400
8/7/2002,87.88,88.5,85.77,88.1,1.51,1.74%,43720300
8/6/2002,85.23,87.9,85.05,86.59,2.82,3.37%,65257800
8/5/2002,86.5,86.93,83.55,83.77,-3.02,-3.48%,47312800
8/2/2002,88.5,88.92,85.62,86.79,-1.99,-2.24%,51832000
8/1/2002,90.88,91.35,88.33,88.78,-2.42,-2.65%,66576300
7/31/2002,90.5,91.55,89.25,91.2,0.26,0.29%,44719500
7/30/2002,89.32,91.4,88.72,90.94,1.17,1.30%,47570000
7/29/2002,88.85,90.34,87.3,89.77,4.07,4.75%,53498500
7/26/2002,84.66,85.93,83.8,85.7,1.65,1.96%,40015900
7/25/2002,84.27,85.85,81.6,84.05,-0.67,-0.79%,87291600
7/24/2002,78.17,85.12,77.68,84.72,4.7,5.87%,99462096
7/23/2002,82.7,83.18,79.82,80.02,-2.18,-2.65%,6308000
7/22/2002,84.11,85.79,81.53,82.2,-2.51,-2.96%,6048800
7/19/2002,86.9,87.55,84.37,84.71,-3.19,-3.63%,49893000
7/18/2002,90.7,91.05,87.75,87.9,-2.95,-3.25%,4162000
7/17/2002,92.5,93.3,89.75,90.85,0.29,0.32%,22674900
7/16/2002,91.2,92.29,89.93,90.56,-1.78,-1.93%,5347600
7/15/2002,91.64,92.4,87.89,92.34,0.49,0.53%,76070496
7/12/2002,93.33,93.89,91.52,91.85,-1.02,-1.10%,39026100
7/11/2002,91.76,93.35,90.32,92.87,0.75,0.81%,57671700
7/10/2002,96,96.07,92.04,92.12,-3.48,-3.64%,50533700
7/9/2002,97.73,98.34,95.01,95.6,-2.47,-2.52%,28105900
7/8/2002,98.95,99.7,97.56,98.07,-0.23,-0.23%,19099100
7/5/2002,96.75,99.55,96.67,98.3,2.79,2.92%,20363500
7/3/2002,94.64,95.84,93.73,95.51,0.54,0.57%,30557800
7/2/2002,96.87,97.2,94.77,94.97,-2.06,-2.12%,34118800
7/1/2002,99.22,99.8,96.9,97.03,-1.93,-1.95%,20265500
6/28/2002,99.3,100.5,98.88,98.96,-0.47,-0.47%,27514500
6/27/2002,98.37,99.49,96.57,99.43,2.95,3.06%,31631600
6/26/2002,96.2,97.57,95.2,96.48,-1.08,-1.11%,22176600
6/25/2002,100.3,100.89,97.54,97.56,-2.24,-2.24%,33419000
6/24/2002,99.89,100.69,97.25,99.8,0.52,0.52%,37173800
6/21/2002,100.47,100.93,98.69,99.28,-1.93,-1.91%,31191400
6/20/2002,102.27,103.05,100.96,101.21,-1.31,-1.28%,25762400
6/19/2002,103.5,104.43,102.24,102.52,-2.45,-2.33%,21550900
6/18/2002,103.74,105.03,103.63,104.97,0.76,0.73%,21860800
6/17/2002,101.92,104.34,101.85,104.21,2.81,2.77%,18070700
6/14/2002,100.31,101.56,98.5,101.4,-0.15,-0.15%,39258800
6/13/2002,102.13,103,101.34,101.55,-1.03,-1.00%,21078200
6/12/2002,101.71,102.81,100.78,102.58,0.62,0.61%,31305500
6/11/2002,104.13,104.54,101.73,101.96,-1.78,-1.72%,20355100
6/10/2002,103.24,104.46,103.02,103.74,0.4,0.39%,19338100
6/7/2002,101.79,103.92,101.72,103.34,-0.13,-0.13%,24011300
6/6/2002,105.54,105.6,103.15,103.47,-2.14,-2.03%,23168200
6/5/2002,104.95,105.67,104.35,105.61,0.98,0.94%,20101600
6/4/2002,104.15,105.2,103.55,104.63,0.26,0.25%,25871100
6/3/2002,107.09,107.6,104.13,104.37,-2.85,-2.66%,26074700
5/31/2002,107.4,108.56,106.85,107.22,0.22,0.21%,19843100
5/30/2002,106.55,107.51,105.9,107,-0.3,-0.28%,18217400
5/29/2002,107.63,108.02,107.13,107.3,-0.8,-0.74%,14789000
5/28/2002,109.05,109.13,107.45,108.1,-0.59,-0.54%,24237200
5/24/2002,109.85,110.2,108.61,108.69,-1.41,-1.28%,11949600
5/23/2002,109.26,110.36,108.48,110.1,1.16,1.06%,13883800
5/22/2002,108.29,109.12,108,108.94,0.24,0.22%,15845100
5/21/2002,110.11,110.49,108.32,108.7,-0.99,-0.90%,18665400
5/20/2002,110.52,110.55,109.49,109.69,-1.21,-1.09%,13597000
5/17/2002,110.66,111.25,110.1,110.9,0.56,0.51%,33451200
5/16/2002,109.7,110.48,109.33,110.34,0.55,0.50%,21415200
5/15/2002,109.55,110.91,109.36,109.79,-0.43,-0.39%,20001100
5/14/2002,109.62,110.37,109.1,110.22,2.35,2.18%,34292900
5/13/2002,107.06,107.95,106.87,107.87,2.12,2.00%,10227500
5/10/2002,107.68,107.95,105.6,105.75,-2,-1.86%,19555700
5/9/2002,108.65,109.1,107.58,107.75,-1.26,-1.16%,25952000
5/8/2002,107.05,109.36,106.79,109.01,3.91,3.72%,27568000
5/7/2002,106.11,106.32,104.9,105.1,-0.37,-0.35%,22252600
5/6/2002,107.65,108,105.31,105.47,-2.11,-1.96%,24189200
5/3/2002,108.6,108.76,107.2,107.58,-1.18,-1.08%,18185500
5/2/2002,109.1,109.91,107.78,108.76,-0.42,-0.38%,16411600
5/1/2002,107.97,109.25,106.8,109.18,1.32,1.22%,24581100
4/30/2002,107.02,108.64,106.64,107.86,1,0.94%,19475300
4/29/2002,107.93,108.26,106.63,106.86,-0.53,-0.49%,17725600
4/26/2002,109.79,110.01,107.29,107.39,-2.08,-1.90%,19770000
4/25/2002,109.21,109.74,108.72,109.47,0.06,0.05%,25456900
4/24/2002,110.56,111.81,109.4,109.41,-1.11,-1.00%,19082200
4/23/2002,111.09,111.48,110.17,110.52,-0.48,-0.43%,16973800
4/22/2002,112.38,112.43,110.84,111,-1.88,-1.67%,13924500
4/19/2002,113.2,113.24,112.56,112.88,0.41,0.36%,10602500
4/18/2002,112.9,113.46,111.15,112.47,-0.49,-0.43%,25219800
4/17/2002,113.39,113.67,112.6,112.96,-0.24,-0.21%,12928600
4/16/2002,112.58,113.32,111.67,113.2,2.63,2.38%,14844200
4/15/2002,111.62,111.86,110.2,110.57,-0.85,-0.76%,17597900
4/12/2002,111.03,111.65,110.04,111.42,0.83,0.75%,14950600
4/11/2002,112.89,113.05,110.5,110.59,-2.82,-2.49%,25460200
4/10/2002,112.1,113.54,112.09,113.41,1.25,1.11%,17214700
4/9/2002,113.19,113.19,111.93,112.16,-0.77,-0.68%,16849300
4/8/2002,111.32,113.03,111.23,112.93,0.24,0.21%,15670900
4/5/2002,113.19,113.63,112.18,112.69,0.02,0.02%,19452500
4/4/2002,112.86,113.4,112.23,112.67,-0.52,-0.46%,23592000
4/3/2002,114.01,114.22,112.16,113.19,-0.75,-0.66%,26697600
4/2/2002,113.98,114.95,113.77,113.94,-0.63,-0.55%,15596700
4/1/2002,114.23,115.1,113.5,114.57,0.05,0.04%,17714000
3/28/2002,114.97,115.77,114.5,114.52,-0.05,-0.04%,17535900
3/27/2002,114.03,115.01,113.76,114.57,0.3,0.26%,19088700
3/26/2002,113.52,115.02,113.47,114.27,0.66,0.58%,19990600
3/25/2002,115.15,115.36,113.3,113.61,-1.43,-1.24%,17623400
3/22/2002,115.5,115.94,114.7,115.04,-0.25,-0.22%,15235400
3/21/2002,115.3,115.83,114.12,115.29,0.05,0.04%,26888800
3/20/2002,116.53,116.58,115.19,115.24,-2.21,-1.88%,17128200
3/19/2002,117.3,117.74,116.82,117.45,0.78,0.67%,17913600
3/18/2002,117.1,117.57,116.1,116.67,0.02,0.02%,17575000
3/15/2002,115.97,116.95,115.9,116.65,0.77,0.66%,21222100
3/14/2002,116.04,116.43,115.63,115.88,-0.16,-0.14%,11169600
