"id","attachment","total_limit","total_premium","layer_number","price_per_million","rate_relativity","industry_vertical","region","sic_code"
123,5e+07,25000000,49505,3,1980.2,0.918034306907742,"M&A/General Industries","NE","3577"
123,7.5e+07,25000000,27500,4,1100,0.555499444500555,"M&A/General Industries","NE","3577"
124,0,10000000,183795,0,18379.5,NA,"M&A/General Industries","NE","3089"
124,1e+07,15000000,180000,1,12000,0.65290133028646,"M&A/General Industries","NE","3089"
124,2.5e+07,15000000,88000,2,5866.66666666667,0.488888888888889,"M&A/General Industries","NE","3089"
124,4e+07,10000000,39604,3,3960.4,0.675068181818182,"M&A/General Industries","NE","3089"
124,5e+07,25000000,1e+05,4,4000,1.00999899000101,"M&A/General Industries","NE","3089"
124,7.5e+07,25000000,54000,5,2160,0.54,"M&A/General Industries","NE","3089"
126,0,10000000,76762,0,7676.2,NA,"Retail & Distribution","NE",""
126,1e+07,40000000,383709,1,9592.725,1.24967106120216,"Retail & Distribution","NE",""
132,0,10000000,408000,0,40800,NA,"M&A/General Industries","NE","0191"
132,1e+07,20000000,500023,1,25001.15,0.612773284313726,"M&A/General Industries","NE","0191"
132,3e+07,15000000,165000,2,11000,0.439979760930997,"M&A/General Industries","NE","0191"
132,4.5e+07,15000000,125000,3,8333.33333333333,0.757575757575758,"M&A/General Industries","NE","0191"
132,6e+07,10000000,65000,4,6500,0.78,"M&A/General Industries","NE","0191"
135,0,5000000,102297,0,20459.4,NA,"Public Sector & Education","NE","829"
135,5e+06,10000000,193160,1,19316,0.944113708124383,"Public Sector & Education","NE","829"
135,1e+07,15000000,174932,2,11662.1333333333,0.603755090771036,"Public Sector & Education","NE","829"
137,0,5000000,703411,0,140682.2,NA,"M&A/General Industries","NE","5085"
137,5e+06,10000000,589553,1,58955.3,0.419067230964543,"M&A/General Industries","NE","5085"
137,1.5e+07,10000000,255000,2,25500,0.432531087111761,"M&A/General Industries","NE","5085"
137,2.5e+07,25000000,325000,3,13000,0.509803921568627,"M&A/General Industries","NE","5085"
137,5e+07,25000000,199942,4,7997.68,0.615206153846154,"M&A/General Industries","NE","5085"
137,7.5e+07,25000000,109244,5,4369.76,0.546378449750428,"M&A/General Industries","NE","5085"
137,1e+08,25000000,62750,6,2510,0.574402255501446,"M&A/General Industries","NE","5085"
138,0,10000000,97500,0,9750,NA,"Tech Media Telecom","NE","9199"
138,1e+07,15000000,56669,1,3777.93333333333,0.387480341880342,"Tech Media Telecom","NE","9199"
138,2.5e+07,25000000,90100,2,3604,0.953960719264501,"Tech Media Telecom","NE","9199"
138,5e+07,15000000,51980,3,3465.33333333333,0.961524232334443,"Tech Media Telecom","NE","9199"
138,6.5e+07,25000000,86124,4,3444.96,0.994120815698346,"Tech Media Telecom","NE","9199"
138,9e+07,10000000,25000,5,2500,0.725697831034323,"Tech Media Telecom","NE","9199"
139,0,10000000,274488,0,27448.8,NA,"Tech Media Telecom","NE","5192"
139,1e+07,15000000,108070,1,7204.66666666667,0.262476562424101,"Tech Media Telecom","NE","5192"
139,2.5e+07,25000000,116448,2,4657.92,0.646514296289442,"Tech Media Telecom","NE","5192"
139,5e+07,25000000,68418,3,2736.72,0.587541220115416,"Tech Media Telecom","NE","5192"
139,7.5e+07,25000000,43000,4,1720,0.628489578765822,"Tech Media Telecom","NE","5192"
140,0,10000000,432500,0,43250,NA,"Tech Media Telecom","NE","5063"
140,1e+07,15000000,181286,1,12085.7333333333,0.279438921001927,"Tech Media Telecom","NE","5063"
140,2.5e+07,25000000,101942,2,4077.68,0.337396158556094,"Tech Media Telecom","NE","5063"
140,5e+07,25000000,57843,3,2313.72,0.567410880696867,"Tech Media Telecom","NE","5063"
140,7.5e+07,25000000,38350,4,1534,0.663001573224072,"Tech Media Telecom","NE","5063"
140,1e+08,25000000,31500,5,1260,0.821382007822686,"Tech Media Telecom","NE","5063"
141,0,10000000,241663,0,24166.3,NA,"Retail & Distribution","NE","2086"
141,1e+07,15000000,114000,1,7600,0.31448753015563,"Retail & Distribution","NE","2086"
142,0,4000000,20801,0,5200.25,NA,"Retail & Distribution","NE","2999"
142,4e+06,20000000,30199,1,1509.95,0.290361040334599,"Retail & Distribution","NE","2999"
143,0,10000000,648500,0,64850,NA,"Retail & Distribution","NE","5651"
143,1e+07,15000000,270000,1,18000,0.277563608326908,"Retail & Distribution","NE","5651"
143,2.5e+07,25000000,186660,2,7466.4,0.4148,"Retail & Distribution","NE","5651"
143,5e+07,10000000,50500,3,5050,0.676363441551484,"Retail & Distribution","NE","5651"
143,6e+07,75000000,191354,4,2551.38666666667,0.505225082508251,"Retail & Distribution","NE","5651"
143,1.35e+08,15000000,29861,5,1990.73333333333,0.780255442791894,"Retail & Distribution","NE","5651"
144,0,5000000,346466,0,69293.2,NA,"Health & Life Sciences: Healthcare","NE","8361"
144,5e+06,5000000,190949,1,38189.8,0.551133444551558,"Health & Life Sciences: Healthcare","NE","8361"
144,1e+07,5000000,150000,2,30000,0.785550068342856,"Health & Life Sciences: Healthcare","NE","8361"
144,1.5e+07,5000000,130500,3,26100,0.87,"Health & Life Sciences: Healthcare","NE","8361"
144,2e+07,5000000,130500,4,26100,1,"Health & Life Sciences: Healthcare","NE","8361"
147,0,10000000,897636,0,89763.6,NA,"REHL: Hospitality","NE","6531"
147,1e+07,15000000,3e+05,1,20000,0.222807463158786,"REHL: Hospitality","NE","6531"
147,2.5e+07,25000000,370130,2,14805.2,0.74026,"REHL: Hospitality","NE","6531"
147,5e+07,25000000,168300,3,6732,0.454705103612244,"REHL: Hospitality","NE","6531"
147,7.5e+07,25000000,148282,4,5931.28,0.881057635175282,"REHL: Hospitality","NE","6531"
149,0,10000000,1295238,0,129523.8,NA,"M&A/General Industries","NE","3411"
149,1e+07,15000000,9e+05,1,60000,0.463235328179068,"M&A/General Industries","NE","3411"
149,2.5e+07,25000000,448021,2,17920.84,0.298680666666667,"M&A/General Industries","NE","3411"
149,5e+07,25000000,207890,3,8315.6,0.46401842770763,"M&A/General Industries","NE","3411"
149,7.5e+07,25000000,135200,4,5408,0.650343931887056,"M&A/General Industries","NE","3411"
150,0,10000000,803769,0,80376.9,NA,"Tech Media Telecom","NE","9200"
150,1e+07,15000000,301990,1,20132.6666666667,0.250478267595126,"Tech Media Telecom","NE","9200"
150,2.5e+07,10000000,101000,2,10100,0.501672240802676,"Tech Media Telecom","NE","9200"
150,3.5e+07,15000000,117000,3,7800,0.772277227722772,"Tech Media Telecom","NE","9200"
150,5e+07,75000000,247554,4,3300.72,0.423169230769231,"Tech Media Telecom","NE","9200"
158,0,10000000,240001,0,24000.1,NA,"Financial Institutions & Professional Services","SE","6361"
158,1e+07,10000000,70700,1,7070,0.294582105907892,"Financial Institutions & Professional Services","SE","6361"
158,2e+07,30000000,144480,2,4816,0.681188118811881,"Financial Institutions & Professional Services","SE","6361"
158,5e+07,50000000,215152,3,4303.04,0.893488372093023,"Financial Institutions & Professional Services","SE","6361"
158,1e+08,50000000,188663,4,3773.26,0.876882390124191,"Financial Institutions & Professional Services","SE","6361"
158,1.5e+08,50000000,148511,5,2970.22,0.787176075860131,"Financial Institutions & Professional Services","SE","6361"
159,0,10000000,3014138,0,301413.8,NA,"Public Sector & Education","SE","8744"
159,1e+07,10000000,2081758,1,208175.8,0.690664461945671,"Public Sector & Education","SE","8744"
159,2e+07,5000000,965560,2,193112,0.927639043539163,"Public Sector & Education","SE","8744"
159,2.5e+07,15000000,1636601,3,109106.733333333,0.564991990830882,"Public Sector & Education","SE","8744"
159,4e+07,10000000,840000,4,84000,0.76988832342153,"Public Sector & Education","SE","8744"
159,5e+07,20000000,1300000,5,65000,0.773809523809524,"Public Sector & Education","SE","8744"
160,0,10000000,850000,0,85000,NA,"M&A/General Industries","W","0831"
160,1e+07,10000000,4e+05,1,40000,0.470588235294118,"M&A/General Industries","W","0831"
160,2e+07,20000000,402600,2,20130,0.50325,"M&A/General Industries","W","0831"
160,4e+07,20000000,219000,3,10950,0.543964232488823,"M&A/General Industries","W","0831"
160,6e+07,15000000,125000,4,8333.33333333333,0.76103500761035,"M&A/General Industries","W","0831"
160,7.5e+07,30000000,165000,5,5500,0.66,"M&A/General Industries","W","0831"
161,0,15000000,2100000,0,140000,NA,"REHL: Hospitality","NE","6531"
161,1.5e+07,10000000,522675,1,52267.5,0.373339285714286,"REHL: Hospitality","NE","6531"
161,2.5e+07,15000000,429250,2,28616.6666666667,0.547504025764895,"REHL: Hospitality","NE","6531"
161,4e+07,10000000,207500,3,20750,0.725101921956902,"REHL: Hospitality","NE","6531"
161,5e+07,25000000,4e+05,4,16000,0.771084337349398,"REHL: Hospitality","NE","6531"
161,7.5e+07,25000000,275000,5,11000,0.6875,"REHL: Hospitality","NE","6531"
161,1e+08,75000000,558682,6,7449.09333333333,0.677190303030303,"REHL: Hospitality","NE","6531"
161,1.75e+08,25000000,155000,7,6200,0.832316058151149,"REHL: Hospitality","NE","6531"
161,2e+08,50000000,230000,8,4600,0.741935483870968,"REHL: Hospitality","NE","6531"
161,2.5e+08,70000000,246038,9,3514.82857142857,0.764093167701863,"REHL: Hospitality","NE","6531"
161,3.2e+08,10000000,30300,10,3030,0.862061957908941,"REHL: Hospitality","NE","6531"
161,3.3e+08,20000000,54468,11,2723.4,0.898811881188119,"REHL: Hospitality","NE","6531"
162,0,15000000,521429,0,34761.9333333333,NA,"Public Sector & Education","SE","8731"
162,1.5e+07,10000000,150000,1,15000,0.431506494652196,"Public Sector & Education","SE","8731"
162,2.5e+07,25000000,158195,2,6327.8,0.421853333333333,"Public Sector & Education","SE","8731"
162,5e+07,25000000,75300,3,3012,0.47599481652391,"Public Sector & Education","SE","8731"
162,7.5e+07,25000000,63984,4,2559.36,0.849721115537849,"Public Sector & Education","SE","8731"
163,0,10000000,611980,0,61198,NA,"REHL: Hospitality","W","7999"
163,1e+07,10000000,185079,1,18507.9,0.302426549887251,"REHL: Hospitality","W","7999"
163,2e+07,25000000,250000,2,10000,0.540309813647145,"REHL: Hospitality","W","7999"
163,4.5e+07,15000000,95000,3,6333.33333333333,0.633333333333333,"REHL: Hospitality","W","7999"
163,6e+07,15000000,62000,4,4133.33333333333,0.652631578947368,"REHL: Hospitality","W","7999"
163,7.5e+07,25000000,69113,5,2764.52,0.668835483870968,"REHL: Hospitality","W","7999"
164,0,7000000,448915,0,64130.7142857143,NA,"M&A/General Industries","NE",""
164,7e+06,10000000,345000,1,34500,0.537963757058686,"M&A/General Industries","NE",""
164,1.7e+07,10000000,307000,2,30700,0.889855072463768,"M&A/General Industries","NE",""
164,2.7e+07,10000000,237000,3,23700,0.771986970684039,"M&A/General Industries","NE",""
164,3.7e+07,10000000,182000,4,18200,0.767932489451477,"M&A/General Industries","NE",""
164,4.7e+07,10000000,126700,5,12670,0.696153846153846,"M&A/General Industries","NE",""
164,5.7e+07,13000000,140000,6,10769.2307692308,0.849978750531237,"M&A/General Industries","NE",""
166,0,2000000,403560,0,201780,NA,"Construction","NE","1542"
166,2e+06,5000000,364913,1,72982.6,0.361693924075726,"Construction","NE","1542"
166,3e+06,5000000,364946,2,72989.2,1.00009043251405,"Construction","NE","1542"
166,1.2e+07,13000000,449091,3,34545.4615384615,0.473295522330174,"Construction","NE","1542"
168,0,10000000,129048,0,12904.8,NA,"REHL: Real Estate","NE","6531"
168,1e+07,15000000,57000,1,3800,0.294464075382803,"REHL: Real Estate","NE","6531"
168,2.5e+07,25000000,57242,2,2289.68,0.602547368421053,"REHL: Real Estate","NE","6531"
171,0,15000000,383000,0,25533.3333333333,NA,"Financial Institutions & Professional Services","NE","6022"
171,1.5e+07,10000000,1e+05,1,10000,0.391644908616188,"Financial Institutions & Professional Services","NE","6022"
171,2.5e+07,25000000,140000,2,5600,0.56,"Financial Institutions & Professional Services","NE","6022"
171,5e+07,25000000,75000,3,3000,0.535714285714286,"Financial Institutions & Professional Services","NE","6022"
171,7.5e+07,25000000,52000,4,2080,0.693333333333333,"Financial Institutions & Professional Services","NE","6022"
172,0,5000000,5e+05,0,1e+05,NA,"M&A/General Industries","W","2451"
172,5e+06,5000000,350000,1,70000,0.7,"M&A/General Industries","W","2451"
172,1e+07,10000000,5e+05,2,50000,0.714285714285714,"M&A/General Industries","W","2451"
174,0,10000000,199022,0,19902.2,NA,"M&A/General Industries","W","3844"
174,1e+07,20000000,143203,1,7160.15,0.359766759453729,"M&A/General Industries","W","3844"
178,0,10000000,7100000,0,710000,NA,"Transportation & Logistics","W",""
178,1e+07,10000000,3434010,1,343401,0.48366338028169,"Transportation & Logistics","W",""
178,2e+07,10000000,1533000,2,153300,0.446416871237999,"Transportation & Logistics","W",""
178,3e+07,10000000,1050000,3,105000,0.684931506849315,"Transportation & Logistics","W",""
178,4e+07,15000000,916740,4,61116,0.582057142857143,"Transportation & Logistics","W",""
178,5e+07,30000000,1842225,5,61407.5,1.00476961843053,"Transportation & Logistics","W",""
178,8e+07,25000000,1260000,6,50400,0.820746651467655,"Transportation & Logistics","W",""
178,1.05e+08,80000000,2468480,7,30856,0.612222222222222,"Transportation & Logistics","W",""
178,1.85e+08,25000000,615375,8,24615,0.79773787918071,"Transportation & Logistics","W",""
179,0,15000000,31420,0,2094.66666666667,NA,"Tech Media Telecom","W","7363"
179,1.5e+07,10000000,20000,1,2000,0.954805856142584,"Tech Media Telecom","W","7363"
181,0,10000000,172100,0,17210,NA,"Transportation & Logistics","W","4731"
181,1e+07,15000000,117000,1,7800,0.453224869262057,"Transportation & Logistics","W","4731"
181,2.5e+07,15000000,72500,2,4833.33333333333,0.61965811965812,"Transportation & Logistics","W","4731"
185,0,5000000,565000,0,113000,NA,"M&A/General Industries","W","3999"
185,5e+06,10000000,520000,1,52000,0.460176991150442,"M&A/General Industries","W","3999"
185,1.5e+07,10000000,2e+05,2,20000,0.384615384615385,"M&A/General Industries","W","3999"
186,0,10000000,108884,0,10888.4,NA,"Tech Media Telecom","W","3674"
186,1e+07,15000000,94350,1,6290,0.577678997832556,"Tech Media Telecom","W","3674"
186,2.5e+07,12500000,60500,2,4840,0.769475357710652,"Tech Media Telecom","W","3674"
186,37500000,12500000,60500,3,4840,1,"Tech Media Telecom","W","3674"
186,5e+07,25000000,69000,4,2760,0.570247933884298,"Tech Media Telecom","W","3674"
186,7.5e+07,25000000,52500,5,2100,0.760869565217391,"Tech Media Telecom","W","3674"
187,0,10000000,1611000,0,161100,NA,"Public Sector & Education","W","8322"
187,1e+07,10000000,932710,1,93271,0.578963376784606,"Public Sector & Education","W","8322"
187,2e+07,5000000,392720,2,78544,0.842105263157895,"Public Sector & Education","W","8322"
187,2.5e+07,10000000,506614,3,50661.4,0.645006620492972,"Public Sector & Education","W","8322"
187,3.5e+07,15000000,441127,4,29408.4666666667,0.580490603628535,"Public Sector & Education","W","8322"
187,5e+07,15000000,290452,5,19363.4666666667,0.658431698807826,"Public Sector & Education","W","8322"
187,6.5e+07,25000000,385894,6,15435.76,0.797158910938813,"Public Sector & Education","W","8322"
187,9e+07,10000000,130950,7,13095,0.848354729537127,"Public Sector & Education","W","8322"
188,0,5000000,1083632,0,216726.4,NA,"Retail & Distribution","W","5941"
188,5e+06,5000000,450000,1,90000,0.415270128604545,"Retail & Distribution","W","5941"
188,1e+07,10000000,595000,2,59500,0.661111111111111,"Retail & Distribution","W","5941"
189,0,2000000,810000,0,405000,NA,"Transportation & Logistics","W","4213"
189,2e+06,3000000,719555,1,239851.666666667,0.59222633744856,"Transportation & Logistics","W","4213"
189,5e+06,5000000,720360,2,144072,0.600671248202014,"Transportation & Logistics","W","4213"
189,1e+07,5000000,550000,3,110000,0.763507135321228,"Transportation & Logistics","W","4213"
189,1.5e+07,5000000,455000,4,91000,0.827272727272727,"Transportation & Logistics","W","4213"
189,2e+07,5000000,380000,5,76000,0.835164835164835,"Transportation & Logistics","W","4213"
189,2.5e+07,5000000,373250,6,74650,0.982236842105263,"Transportation & Logistics","W","4213"
189,3e+07,10000000,740000,7,74000,0.991292699263228,"Transportation & Logistics","W","4213"
189,4e+07,5000000,360000,8,72000,0.972972972972973,"Transportation & Logistics","W","4213"
192,0,5000000,1043053,0,208610.6,NA,"Retail & Distribution","NE","7539"
192,5e+06,5000000,678247,1,135649.4,0.650251713000202,"Retail & Distribution","NE","7539"
192,1e+07,5000000,560000,2,112000,0.825657909286735,"Retail & Distribution","NE","7539"
192,1.5e+07,5000000,467500,3,93500,0.834821428571429,"Retail & Distribution","NE","7539"
193,0,15000000,2500000,0,166666.666666667,NA,"Retail & Distribution","NE","7218"
193,1.5e+07,5000000,492327,1,98465.4,0.5907924,"Retail & Distribution","NE","7218"
193,2e+07,5000000,375000,2,75000,0.761688877514335,"Retail & Distribution","NE","7218"
193,2.5e+07,25000000,970000,3,38800,0.517333333333333,"Retail & Distribution","NE","7218"
193,5e+07,15000000,253000,4,16866.6666666667,0.434707903780069,"Retail & Distribution","NE","7218"
193,6.5e+07,10000000,133750,5,13375,0.79298418972332,"Retail & Distribution","NE","7218"
193,7.5e+07,10000000,1e+05,6,10000,0.747663551401869,"Retail & Distribution","NE","7218"
193,8.5e+07,15000000,135000,7,9000,0.9,"Retail & Distribution","NE","7218"
194,0,10000000,295500,0,29550,NA,"M&A/General Industries","NE","2621"
194,1e+07,20000000,2e+05,1,10000,0.338409475465313,"M&A/General Industries","NE","2621"
194,3e+07,10000000,40000,2,4000,0.4,"M&A/General Industries","NE","2621"
194,4e+07,10000000,35000,3,3500,0.875,"M&A/General Industries","NE","2621"
195,0,10000000,4809514,0,480951.4,NA,"Natural Resources","NE","4953"
195,1e+07,15000000,3500000,1,233333.333333333,0.485149504364336,"Natural Resources","NE","4953"
195,2.5e+07,15000000,1609900,2,107326.666666667,0.459971428571429,"Natural Resources","NE","4953"
195,4e+07,10000000,625000,3,62500,0.582334306478663,"Natural Resources","NE","4953"
195,5e+07,15000000,510000,4,34000,0.544,"Natural Resources","NE","4953"
195,6.5e+07,15000000,450000,5,30000,0.882352941176471,"Natural Resources","NE","4953"
195,8e+07,15000000,354000,6,23600,0.786666666666667,"Natural Resources","NE","4953"
195,9.5e+07,5000000,103000,7,20600,0.872881355932203,"Natural Resources","NE","4953"
196,0,10000000,685000,0,68500,NA,"Transportation & Logistics","NE","4581"
196,1e+07,10000000,380250,1,38025,0.555109489051095,"Transportation & Logistics","NE","4581"
196,2e+07,10000000,149985,2,14998.5,0.394437869822485,"Transportation & Logistics","NE","4581"
196,3e+07,15000000,202145,3,13476.3333333333,0.898512073429565,"Transportation & Logistics","NE","4581"
232,0,9000000,450000,0,50000,NA,"M&A/General Industries","SE","3562"
232,9e+06,10000000,180000,1,18000,0.36,"M&A/General Industries","SE","3562"
232,1.9e+07,15000000,157500,2,10500,0.583333333333333,"M&A/General Industries","SE","3562"
232,3.4e+07,15000000,98000,3,6533.33333333333,0.622222222222222,"M&A/General Industries","SE","3562"
232,4.9e+07,15000000,67500,4,4500,0.688775510204082,"M&A/General Industries","SE","3562"
232,6.4e+07,15000000,52000,5,3466.66666666667,0.77037037037037,"M&A/General Industries","SE","3562"
232,7.9e+07,20000000,62620,6,3131,0.903173076923077,"M&A/General Industries","SE","3562"
235,0,30000000,769399,0,25646.6333333333,NA,"Public Sector & Education","SE","8661"
235,3.1e+07,10000000,249543,1,24954.3,0.973004903827533,"Public Sector & Education","SE","8661"
235,4.1e+07,10000000,193973,2,19397.3,0.777312928032443,"Public Sector & Education","SE","8661"
235,5.1e+07,5000000,78638,3,15727.6,0.810813876158022,"Public Sector & Education","SE","8661"
235,5.6e+07,5000000,57668,4,11533.6,0.733335028866451,"Public Sector & Education","SE","8661"
235,6.1e+07,25000000,160363,5,6414.52,0.556159395158493,"Public Sector & Education","SE","8661"
235,8.5e+07,10000000,55000,6,5500,0.85742970635371,"Public Sector & Education","SE","8661"
239,0,10000000,320778,0,32077.8,NA,"Retail & Distribution","SE",""
239,1e+07,15000000,277500,1,18500,0.576722842588956,"Retail & Distribution","SE",""
239,2.5e+07,25000000,138675,2,5547,0.299837837837838,"Retail & Distribution","SE",""
239,5e+07,25000000,125035,3,5001.4,0.901640526410672,"Retail & Distribution","SE",""
239,7.5e+07,10000000,42500,4,4250,0.849762066621346,"Retail & Distribution","SE",""
239,8.5e+07,15000000,37500,5,2500,0.588235294117647,"Retail & Distribution","SE",""
240,0,10000000,165842,0,16584.2,NA,"M&A/General Industries","SE","3081"
240,1e+07,15000000,87129,1,5808.6,0.350249032211382,"M&A/General Industries","SE","3081"
240,2.5e+07,15000000,46575,2,3105,0.534552215680198,"M&A/General Industries","SE","3081"
240,4e+07,25000000,57000,3,2280,0.734299516908213,"M&A/General Industries","SE","3081"
240,6.5e+07,15000000,30000,4,2000,0.87719298245614,"M&A/General Industries","SE","3081"
240,8e+07,20000000,37229,5,1861.45,0.930725,"M&A/General Industries","SE","3081"
241,0,10000000,119895,0,11989.5,NA,"Tech Media Telecom","SE","2711"
241,1e+07,15000000,45450,1,3030,0.252721130989616,"Tech Media Telecom","SE","2711"
241,2.5e+07,25000000,48450,2,1938,0.63960396039604,"Tech Media Telecom","SE","2711"
244,0,10000000,91851,0,9185.1,NA,"M&A/General Industries","NE","3541"
244,1e+07,15000000,58500,1,3900,0.424600712022732,"M&A/General Industries","NE","3541"
244,2.5e+07,25000000,40400,2,1616,0.414358974358974,"M&A/General Industries","NE","3541"
244,5e+07,25000000,27447,3,1097.88,0.679381188118812,"M&A/General Industries","NE","3541"
245,0,10000000,1116000,0,111600,NA,"Retail & Distribution","SE","1330"
245,1e+07,15000000,488800,1,32586.6666666667,0.291995221027479,"Retail & Distribution","SE","1330"
245,2.5e+07,15000000,187000,2,12466.6666666667,0.382569558101473,"Retail & Distribution","SE","1330"
245,4e+07,10000000,106000,3,10600,0.850267379679144,"Retail & Distribution","SE","1330"
245,5e+07,25000000,143375,4,5735,0.541037735849057,"Retail & Distribution","SE","1330"
245,7.5e+07,25000000,120000,5,4800,0.836965998256321,"Retail & Distribution","SE","1330"
245,1e+08,25000000,93600,6,3744,0.78,"Retail & Distribution","SE","1330"
250,0,10000000,931000,0,93100,NA,"M&A/General Industries","MW","3271"
250,1e+07,15000000,758258,1,50550.5333333333,0.542970282849982,"M&A/General Industries","MW","3271"
250,2.5e+07,10000000,474597,2,47459.7,0.938856563333324,"M&A/General Industries","MW","3271"
250,3.5e+07,10000000,419932,3,41993.2,0.884818066696587,"M&A/General Industries","MW","3271"
250,4.5e+07,25000000,1045000,4,41800,0.995399255117495,"M&A/General Industries","MW","3271"
250,7e+07,17500000,612129.66,5,34978.8377142857,0.836814299384826,"M&A/General Industries","MW","3271"
250,87500000,12500000,420635,6,33650.8,0.9620331091292,"M&A/General Industries","MW","3271"
250,1e+08,25000000,798999,7,31959.96,0.949753349103142,"M&A/General Industries","MW","3271"
250,1.25e+08,10000000,241207,8,24120.7,0.754716213662345,"M&A/General Industries","MW","3271"
250,1.35e+08,15000000,352765.67,9,23517.7113333333,0.975001195377138,"M&A/General Industries","MW","3271"
250,1.5e+08,50000000,1145737.6,10,22914.752,0.974361479108781,"M&A/General Industries","MW","3271"
252,0,10000000,2650000,0,265000,NA,"Transportation & Logistics","MW","4731"
252,2e+07,5000000,1139833,1,227966.6,0.860251320754717,"Transportation & Logistics","MW","4731"
252,2.5e+07,5000000,1e+06,2,2e+05,0.877321502360433,"Transportation & Logistics","MW","4731"
252,3e+07,5000000,912500,3,182500,0.9125,"Transportation & Logistics","MW","4731"
252,3.5e+07,3250000,513500,4,158000,0.865753424657534,"Transportation & Logistics","MW","4731"
252,4e+07,5000000,680000,5,136000,0.860759493670886,"Transportation & Logistics","MW","4731"
252,4.5e+07,5000000,612500,6,122500,0.900735294117647,"Transportation & Logistics","MW","4731"
252,5e+07,15000000,1341000,7,89400,0.729795918367347,"Transportation & Logistics","MW","4731"
252,6.5e+07,10000000,660000,8,66000,0.738255033557047,"Transportation & Logistics","MW","4731"
252,7.5e+07,7500000,470250,9,62700,0.95,"Transportation & Logistics","MW","4731"
252,9e+07,7500000,450000,10,60000,0.956937799043062,"Transportation & Logistics","MW","4731"
252,1e+08,25000000,1e+06,11,40000,0.666666666666667,"Transportation & Logistics","MW","4731"
253,0,10000000,475593,0,47559.3,NA,"M&A/General Industries","MW","3334"
253,1e+07,10000000,4e+05,1,40000,0.841055272049841,"M&A/General Industries","MW","3334"
253,2e+07,10000000,330480,2,33048,0.8262,"M&A/General Industries","MW","3334"
253,3e+07,10000000,275000,3,27500,0.832122972645848,"M&A/General Industries","MW","3334"
253,4e+07,5000000,120000,4,24000,0.872727272727273,"M&A/General Industries","MW","3334"
253,4.5e+07,25000000,497079,5,19883.16,0.828465,"M&A/General Industries","MW","3334"
253,7e+07,15000000,247500,6,16500,0.829847971851557,"M&A/General Industries","MW","3334"
253,8.5e+07,25000000,389075,7,15563,0.943212121212121,"M&A/General Industries","MW","3334"
253,1.1e+08,40000000,614333,8,15358.325,0.986848615305532,"M&A/General Industries","MW","3334"
253,1.5e+08,20000000,296471,9,14823.55,0.965180122181292,"M&A/General Industries","MW","3334"
253,1.7e+08,10000000,141883,10,14188.3,0.957145892852927,"M&A/General Industries","MW","3334"
253,1.8e+08,27500000,380112,11,13822.2545454545,0.97420089407854,"M&A/General Industries","MW","3334"
254,0,10000000,1079084,0,107908.4,NA,"Health & Life Sciences: Life Sciences","MW","2834"
254,1e+07,15000000,571100,1,38073.3333333333,0.352830116407373,"Health & Life Sciences: Life Sciences","MW","2834"
254,2.5e+07,15000000,352344,2,23489.6,0.616956750131325,"Health & Life Sciences: Life Sciences","MW","2834"
254,4e+07,15000000,242500,3,16166.6666666667,0.688247848693322,"Health & Life Sciences: Life Sciences","MW","2834"
254,5.5e+07,15000000,180058,4,12003.8666666667,0.742507216494845,"Health & Life Sciences: Life Sciences","MW","2834"
254,7e+07,15000000,136568,5,9104.53333333333,0.75846671628031,"Health & Life Sciences: Life Sciences","MW","2834"
254,8.5e+07,20000000,135250,6,6762.5,0.742761847577764,"Health & Life Sciences: Life Sciences","MW","2834"
254,1.05e+08,45000000,231003,7,5133.4,0.759097966728281,"Health & Life Sciences: Life Sciences","MW","2834"
255,0,20000000,1025000,0,51250,NA,"M&A/General Industries","MW","3714"
255,2e+07,25000000,517500,1,20700,0.40390243902439,"M&A/General Industries","MW","3714"
255,4.5e+07,25000000,355000,2,14200,0.685990338164251,"M&A/General Industries","MW","3714"
255,7e+07,30000000,366000,3,12200,0.859154929577465,"M&A/General Industries","MW","3714"
255,1e+08,15000000,157500,4,10500,0.860655737704918,"M&A/General Industries","MW","3714"
255,1.15e+08,10000000,85000,5,8500,0.80952380952381,"M&A/General Industries","MW","3714"
256,0,10000000,470000,0,47000,NA,"M&A/General Industries","MW","5074"
256,1e+07,15000000,289068,1,19271.2,0.410025531914894,"M&A/General Industries","MW","5074"
256,2.5e+07,15000000,229800,2,15320,0.794968657893644,"M&A/General Industries","MW","5074"
256,4e+07,10000000,116150,3,11615,0.758159268929504,"M&A/General Industries","MW","5074"
256,5e+07,25000000,163959,4,6558.36,0.564645716745588,"M&A/General Industries","MW","5074"
256,7.5e+07,25000000,128000,5,5120,0.780682975621954,"M&A/General Industries","MW","5074"
259,0,10000000,68981,0,6898.1,NA,"Retail & Distribution","MW","3089"
259,1e+07,15000000,56490,1,3766,0.545947434800887,"Retail & Distribution","MW","3089"
259,2.5e+07,25000000,61900,2,2476,0.657461497610196,"Retail & Distribution","MW","3089"
260,0,5000000,436160,0,87232,NA,"Retail & Distribution","MW","2676"
260,5e+06,10000000,281000,1,28100,0.322129493763756,"Retail & Distribution","MW","2676"
260,1.5e+07,10000000,162500,2,16250,0.578291814946619,"Retail & Distribution","MW","2676"
261,0,15000000,497375,0,33158.3333333333,NA,"M&A/General Industries","MW","2821"
