client_id,carrier_number,layer_number,limit,attachment,share,rate_rel,lead_ratio,per_mil,premium,layers_in_tower,entries_in_tower,sic_industry,carrier_name,is_train1,is_train2,is_train3
101,1,13,25000000.0,175000000.0,1,0.978,0.030344827586206897,4400.0,110000.0,14,14,"Finance, Insurance and Real estate","Chubb Group",1,1,0
103,1,0,25000000.0,0,1,,1.0,232000.0,5800000.0,1,1,Manufacturing,"Zurich Group",1,1,1
109,1,0,10000000.0,0,1,,1.0,18900.0,189000.0,5,5,Services,"Chubb Group",1,1,1
109,1,1,15000000.0,10000000.0,1,0.564,0.564373897707231,10666.667,160000.0,5,5,Services,"AIG Group",1,1,1
109,1,2,25000000.0,25000000.0,1,0.431,0.24338624338624337,4600.0,115000.0,5,5,Services,"Hartford Group",1,1,1
109,1,3,25000000.0,50000000.0,1,0.637,0.15492063492063493,2928.0,73200.0,5,5,Services,"Zurich Group",1,1,1
109,1,4,25000000.0,75000000.0,1,0.82,0.12698412698412698,2400.0,60000.0,5,5,Services,"CNA Group",1,1,1
113,1,0,10000000.0,0,1,,1.0,8406.3,84063.0,1,1,Manufacturing,"Great American P&C Group",1,1,1
114,1,0,15000000.0,0,1,,1.0,18454.4,276816.0,6,6,Manufacturing,"Travelers Group",0,1,1
114,1,1,10000000.0,15000000.0,1,0.385,0.3852956476504248,7110.4,71104.0,6,6,Manufacturing,"Zurich Group",0,1,1
114,1,2,30000000.0,25000000.0,1,0.528,0.2032559534130975,3750.967,112529.0,6,6,Manufacturing,"None",0,1,1
114,1,3,30000000.0,55000000.0,1,0.889,0.1806253973758742,3333.333,100000.0,6,6,Manufacturing,"None",0,1,1
114,1,4,15000000.0,85000000.0,1,0.83,0.14991907982197558,2766.667,41500.0,6,6,Manufacturing,"AIG Group",0,1,1
114,1,5,50000000.0,100000000.0,1,0.607,0.09103520027744061,1680.0,84000.0,6,6,Manufacturing,"None",0,1,1
116,1,0,15000000.0,0,1,,1.0,38803.733,582056.0,4,4,Services,"Chubb Group",1,1,0
116,1,1,10000000.0,15000000.0,1,0.183,0.18297208516019078,7100.0,71000.0,4,4,Services,"Navigators (The Hartford)",1,1,0
116,1,2,10000000.0,25000000.0,1,0.942,0.17240609151009526,6690.0,66900.0,4,4,Services,"Great American P&C Group",1,1,0
116,1,3,15000000.0,35000000.0,1,0.737,0.12699293538766032,4927.8,73917.0,4,4,Services,"Liberty Mutual Group",1,1,0
117,1,0,5000000.0,0,1,,1.0,103000.0,515000.0,5,5,Manufacturing,"Great American P&C Group",1,1,0
117,1,1,5000000.0,5000000.0,1,0.526,0.5261805825242718,54196.6,270983.0,5,5,Manufacturing,"Markel Group",1,1,0
117,1,2,25000000.0,10000000.0,1,0.253,0.1329526213592233,13694.12,342353.0,5,5,Manufacturing,"None",1,1,0
117,1,3,25000000.0,35000000.0,1,0.517,0.06873786407766991,7080.0,177000.0,5,5,Manufacturing,"Chubb Group",1,1,0
117,1,4,15000000.0,60000000.0,1,0.65,0.04466019417475728,4600.0,69000.0,5,5,Manufacturing,"None",1,1,0
118,1,0,9000000.0,0,1,,1.0,49938.889,449450.0,1,1,Retail Trade,"Awac",1,1,1
120,1,0,15000000.0,0,1,,1.0,87133.333,1307000.0,5,5,Manufacturing,"Chubb Group",1,1,1
120,1,1,10000000.0,15000000.0,1,0.502,0.5015302218821729,43700.0,437000.0,5,5,Manufacturing,"Hartford Group",1,1,1
120,1,2,25000000.0,25000000.0,1,0.372,0.1866812547819434,16266.16,406654.0,5,5,Manufacturing,"None",1,1,1
120,1,3,25000000.0,50000000.0,1,0.464,0.08653404743687836,7540.0,188500.0,5,5,Manufacturing,"AXA XL Group",1,1,1
120,1,4,25000000.0,75000000.0,1,0.663,0.05737184391736802,4999.0,124975.0,5,5,Manufacturing,"Travelers Group",1,1,1
121,1,0,25000000.0,0,1,,1.0,4754.52,118863.0,4,4,Manufacturing,"CNA Group",1,1,1
121,1,1,25000000.0,25000000.0,1,0.446,0.4458914885203974,2120.0,53000.0,4,4,Manufacturing,"Hartford Group",1,1,1
121,1,2,25000000.0,50000000.0,1,0.928,0.41392191009818025,1968.0,49200.0,4,4,Manufacturing,"AXA XL Group",1,1,1
121,1,3,25000000.0,75000000.0,1,0.737,0.3049729520540454,1450.0,36250.0,4,4,Manufacturing,"Liberty Mutual Group",1,1,1
122,1,0,10000000.0,0,1,,1.0,20200.0,202000.0,6,6,"Finance, Insurance and Real estate","Berkshire Hathaway Group",1,1,1
122,1,1,15000000.0,10000000.0,1,0.499,0.499009900990099,10080.0,151200.0,6,6,"Finance, Insurance and Real estate","Aspen",1,1,1
122,1,2,10000000.0,25000000.0,1,0.49,0.2445,4938.9,49389.0,6,6,"Finance, Insurance and Real estate","Zurich Group",1,1,1
122,1,3,15000000.0,35000000.0,1,0.877,0.2145214521452145,4333.333,65000.0,6,6,"Finance, Insurance and Real estate","Great American P&C Group",1,1,1
122,1,4,50000000.0,50000000.0,1,0.746,0.16,3232.0,161600.0,6,6,"Finance, Insurance and Real estate","None",1,1,1
122,1,5,50000000.0,100000000.0,1,0.637,0.10198019801980197,2060.0,103000.0,6,6,"Finance, Insurance and Real estate","None",1,1,1
123,1,0,10000000.0,0,1,,1.0,16726.0,167260.0,5,5,Manufacturing,"CNA Group",1,1,1
123,1,1,15000000.0,10000000.0,1,0.339,0.3387938937382917,5666.667,85000.0,5,5,Manufacturing,"AXA XL Group",1,1,1
123,1,2,25000000.0,25000000.0,1,0.381,0.1289608991988521,2157.0,53925.0,5,5,Manufacturing,"Travelers Group",1,1,1
123,1,3,25000000.0,50000000.0,1,0.918,0.11839052971421739,1980.2,49505.0,5,5,Manufacturing,"Hartford Group",1,1,1
123,1,4,25000000.0,75000000.0,1,0.555,0.06576587349037427,1100.0,27500.0,5,5,Manufacturing,"Allianz Group",1,1,1
124,1,0,10000000.0,0,1,,1.0,18379.5,183795.0,6,6,Manufacturing,"Markel Group",1,0,1
124,1,1,15000000.0,10000000.0,1,0.653,0.6529013302864605,12000.0,180000.0,6,6,Manufacturing,"AXA XL Group",1,0,1
124,1,2,15000000.0,25000000.0,1,0.489,0.3191962059178251,5866.667,88000.0,6,6,Manufacturing,"Great American P&C Group",1,0,1
124,1,3,10000000.0,40000000.0,1,0.675,0.21547920237220816,3960.4,39604.0,6,6,Manufacturing,"CNA Group",1,0,1
124,1,4,25000000.0,50000000.0,1,1.01,0.21763377676215348,4000.0,100000.0,6,6,Manufacturing,"None",1,0,1
124,1,5,25000000.0,75000000.0,1,0.54,0.11752223945156288,2160.0,54000.0,6,6,Manufacturing,"Liberty Mutual Group",1,0,1
131,1,0,5000000.0,0,1,,1.0,29772.4,148862.0,1,1,Retail Trade,"Liberty Mutual Group",1,1,1
132,1,0,10000000.0,0,1,,1.0,40800.0,408000.0,5,5,"Agriculture, Forestry and Fishing","Chubb Group",1,1,0
132,1,1,20000000.0,10000000.0,1,0.613,0.6127732843137256,25001.15,500023.0,5,5,"Agriculture, Forestry and Fishing","None",1,1,0
132,1,2,15000000.0,30000000.0,1,0.44,0.2696078431372549,11000.0,165000.0,5,5,"Agriculture, Forestry and Fishing","Great American P&C Group",1,1,0
132,1,3,15000000.0,45000000.0,1,0.758,0.20424836601307192,8333.333,125000.0,5,5,"Agriculture, Forestry and Fishing","Starr",1,1,0
132,1,4,10000000.0,60000000.0,1,0.78,0.15931372549019607,6500.0,65000.0,5,5,"Agriculture, Forestry and Fishing","None",1,1,0
136,1,0,4000000.0,0,1,,1.0,5000.0,20000.0,1,1,Wholesale Trade,"kinsale",1,1,1
137,1,0,5000000.0,0,1,,1.0,140682.2,703411.0,7,7,Wholesale Trade,"Chubb Group",1,1,1
137,1,1,10000000.0,5000000.0,1,0.419,0.41906723096454274,58955.3,589553.0,7,7,Wholesale Trade,"AXA XL Group",1,1,1
137,1,2,10000000.0,15000000.0,1,0.433,0.18125960498200908,25500.0,255000.0,7,7,Wholesale Trade,"AWAC",1,1,1
137,1,3,25000000.0,25000000.0,1,0.51,0.09240685744180856,13000.0,325000.0,7,7,Wholesale Trade,"None",1,1,1
137,1,4,25000000.0,50000000.0,1,0.615,0.05684926735578488,7997.68,199942.0,7,7,Wholesale Trade,"None",1,1,1
137,1,5,25000000.0,75000000.0,1,0.546,0.031061214567301335,4369.76,109244.0,7,7,Wholesale Trade,"Travelers Group",1,1,1
137,1,6,25000000.0,100000000.0,1,0.574,0.017841631706072267,2510.0,62750.0,7,7,Wholesale Trade,"None",1,1,1
138,1,0,10000000.0,0,1,,1.0,9750.0,97500.0,6,6,Public administration,"Arch Group",1,1,1
138,1,1,15000000.0,10000000.0,1,0.387,0.38748034188034186,3777.933,56669.0,6,6,Public administration,"CNA Group",1,1,1
138,1,2,25000000.0,25000000.0,1,0.954,0.36964102564102563,3604.0,90100.0,6,6,Public administration,"Navigators (The Hartford)",1,1,1
138,1,3,15000000.0,50000000.0,1,0.962,0.35541880341880344,3465.333,51980.0,6,6,Public administration,"Starr",1,1,1
138,1,4,25000000.0,65000000.0,1,0.994,0.3533292307692308,3444.96,86124.0,6,6,Public administration,"Allianz Group",1,1,1
138,1,5,10000000.0,90000000.0,1,0.726,0.2564102564102564,2500.0,25000.0,6,6,Public administration,"Liberty Mutual Group",1,1,1
139,1,0,10000000.0,0,1,,1.0,27448.8,274488.0,5,5,Wholesale Trade,"Chubb Group",1,1,1
139,1,1,15000000.0,10000000.0,1,0.262,0.2624765624241011,7204.667,108070.0,5,5,Wholesale Trade,"Zurich Group",1,1,1
139,1,2,25000000.0,25000000.0,1,0.647,0.16969485004808954,4657.92,116448.0,5,5,Wholesale Trade,"Liberty Mutual Group",1,1,1
139,1,3,25000000.0,50000000.0,1,0.588,0.09970271924455713,2736.72,68418.0,5,5,Wholesale Trade,"CNA Group",1,1,1
139,1,4,25000000.0,75000000.0,1,0.628,0.06266212001981872,1720.0,43000.0,5,5,Wholesale Trade,"Navigators (The Hartford)",1,1,1
140,1,0,10000000.0,0,1,,1.0,43250.0,432500.0,6,6,Wholesale Trade,"Crum & Forster Group",1,1,1
140,1,1,15000000.0,10000000.0,1,0.279,0.2794389210019268,12085.733,181286.0,6,6,Wholesale Trade,"Markel Group",1,1,1
140,1,2,25000000.0,25000000.0,1,0.337,0.09428161849710982,4077.68,101942.0,6,6,Wholesale Trade,"Hartford Group",1,1,1
140,1,3,25000000.0,50000000.0,1,0.567,0.05349641618497109,2313.72,57843.0,6,6,Wholesale Trade,"Allianz Group",1,1,1
140,1,4,25000000.0,75000000.0,1,0.663,0.03546820809248555,1534.0,38350.0,6,6,Wholesale Trade,"Travelers Group",1,1,1
140,1,5,25000000.0,100000000.0,1,0.821,0.029132947976878612,1260.0,31500.0,6,6,Wholesale Trade,"Liberty Mutual Group",1,1,1
141,1,0,10000000.0,0,1,,1.0,24166.3,241663.0,2,2,Manufacturing,"Travelers Group",1,0,1
141,1,1,15000000.0,10000000.0,1,0.314,0.31448753015562997,7600.0,114000.0,2,2,Manufacturing,"Hartford",1,0,1
142,1,0,4000000.0,0,1,,1.0,5200.25,20801.0,2,2,Manufacturing,"Swiss Re",1,1,1
142,1,1,20000000.0,4000000.0,1,0.29,0.2903610403345993,1509.95,30199.0,2,2,Manufacturing,"Swiss Re",1,1,1
143,1,0,10000000.0,0,1,,1.0,64850.0,648500.0,6,6,Retail Trade,"AIG Group",1,1,1
143,1,1,15000000.0,10000000.0,1,0.278,0.27756360832690824,18000.0,270000.0,6,6,Retail Trade,"None",1,1,1
143,1,2,25000000.0,25000000.0,1,0.415,0.11513338473400153,7466.4,186660.0,6,6,Retail Trade,"Allianz Group",1,1,1
143,1,3,10000000.0,50000000.0,1,0.676,0.07787201233616037,5050.0,50500.0,6,6,Retail Trade,"Ascot Group",1,1,1
143,1,4,75000000.0,60000000.0,1,0.505,0.03934289385762015,2551.387,191354.0,6,6,Retail Trade,"None",1,1,1
143,1,5,15000000.0,135000000.0,1,0.78,0.03069750706759188,1990.733,29861.0,6,6,Retail Trade,"Liberty Mutual Group",1,1,1
144,1,0,5000000.0,0,1,,1.0,69293.2,346466.0,5,5,Services,"everest",1,1,0
144,1,1,5000000.0,5000000.0,1,0.551,0.5511334445515578,38189.8,190949.0,5,5,Services,"AWAC",1,1,0
144,1,2,5000000.0,10000000.0,1,0.786,0.4329429150335098,30000.0,150000.0,5,5,Services,"PHLY",1,1,0
144,1,3,5000000.0,15000000.0,1,0.87,0.3766603360791535,26100.0,130500.0,5,5,Services,"Placeholder/Gemini",1,1,0
144,1,4,5000000.0,20000000.0,1,1.0,0.3766603360791535,26100.0,130500.0,5,5,Services,"Navigators (The Hartford)",1,1,0
147,1,0,10000000.0,0,1,,1.0,89763.6,897636.0,5,5,"Finance, Insurance and Real estate","Everest Re Group",0,0,1
147,1,1,15000000.0,10000000.0,1,0.223,0.22280746315878594,20000.0,300000.0,5,5,"Finance, Insurance and Real estate","Hartford Group",0,0,1
147,1,2,25000000.0,25000000.0,1,0.74,0.1649354526779229,14805.2,370130.0,5,5,"Finance, Insurance and Real estate","None",0,0,1
147,1,3,25000000.0,50000000.0,1,0.455,0.07499699209924734,6732.0,168300.0,5,5,"Finance, Insurance and Real estate","Allianz Group",0,0,1
147,1,4,25000000.0,75000000.0,1,0.881,0.0660766725042222,5931.28,148282.0,5,5,"Finance, Insurance and Real estate","AXA XL Group",0,0,1
149,1,0,10000000.0,0,1,,1.0,129523.8,1295238.0,5,5,Manufacturing,"Chubb Group",0,1,1
149,1,1,15000000.0,10000000.0,1,0.463,0.46323532817906826,60000.0,900000.0,5,5,Manufacturing,"None",0,1,1
149,1,2,25000000.0,25000000.0,1,0.299,0.1383594366440762,17920.84,448021.0,5,5,Manufacturing,"None",0,1,1
149,1,3,25000000.0,50000000.0,1,0.464,0.06420132825009767,8315.6,207890.0,5,5,Manufacturing,"AXA XL Group",0,1,1
149,1,4,25000000.0,75000000.0,1,0.65,0.04175294424654002,5408.0,135200.0,5,5,Manufacturing,"Travelers Group",0,1,1
150,1,0,10000000.0,0,1,,1.0,80376.9,803769.0,5,5,Public administration,"Hartford Group",1,1,1
150,1,1,15000000.0,10000000.0,1,0.25,0.2504782675951258,20132.667,301990.0,5,5,Public administration,"Zurich Group",1,1,1
150,1,2,10000000.0,25000000.0,1,0.502,0.12565799377681897,10100.0,101000.0,5,5,Public administration,"Allied World Assurance Group",1,1,1
150,1,3,15000000.0,35000000.0,1,0.772,0.09704280707516713,7800.0,117000.0,5,5,Public administration,"Chubb Group",1,1,1
150,1,4,75000000.0,50000000.0,1,0.423,0.04106553002168534,3300.72,247554.0,5,5,Public administration,"None",1,1,1
158,1,0,10000000.0,0,1,,1.0,24000.1,240001.0,6,6,"Finance, Insurance and Real estate","Hartford Group",0,1,0
158,1,1,10000000.0,10000000.0,1,0.295,0.2945821059078921,7070.0,70700.0,6,6,"Finance, Insurance and Real estate","Great American P&C Group",0,1,0
158,1,2,30000000.0,20000000.0,1,0.681,0.20066583055903936,4816.0,144480.0,6,6,"Finance, Insurance and Real estate","None",0,1,0
158,1,3,50000000.0,50000000.0,1,0.893,0.1792925862808905,4303.04,215152.0,6,6,"Finance, Insurance and Real estate","None",0,1,0
158,1,4,50000000.0,100000000.0,1,0.877,0.15721851158953506,3773.26,188663.0,6,6,"Finance, Insurance and Real estate","None",0,1,0
158,1,5,50000000.0,150000000.0,1,0.787,0.1237586510056208,2970.22,148511.0,6,6,"Finance, Insurance and Real estate","None",0,1,0
159,1,0,10000000.0,0,1,,1.0,301413.8,3014138.0,6,6,Services,"Chubb Group",0,1,1
159,1,1,10000000.0,10000000.0,1,0.691,0.6906644619456707,208175.8,2081758.0,6,6,Services,"AIG Group",0,1,1
159,1,2,5000000.0,20000000.0,1,0.928,0.6406873208857723,193112.0,965560.0,6,6,Services,"Berkley Custom",0,1,1
159,1,3,15000000.0,25000000.0,1,0.565,0.3619832049273568,109106.733,1636601.0,6,6,Services,"None",0,1,1
159,1,4,10000000.0,40000000.0,1,0.77,0.278686642748275,84000.0,840000.0,6,6,Services,"None",0,1,1
159,1,5,20000000.0,50000000.0,1,0.774,0.21565037831711753,65000.0,1300000.0,6,6,Services,"None",0,1,1
160,1,0,10000000.0,0,1,,1.0,85000.0,850000.0,6,6,"Agriculture, Forestry and Fishing","Navigators (The Hartford)",1,1,0
160,1,1,10000000.0,10000000.0,1,0.471,0.47058823529411764,40000.0,400000.0,6,6,"Agriculture, Forestry and Fishing","Chubb Group",1,1,0
160,1,2,20000000.0,20000000.0,1,0.503,0.2368235294117647,20130.0,402600.0,6,6,"Agriculture, Forestry and Fishing","None",1,1,0
160,1,3,20000000.0,40000000.0,1,0.544,0.1288235294117647,10950.0,219000.0,6,6,"Agriculture, Forestry and Fishing","None",1,1,0
160,1,4,15000000.0,60000000.0,1,0.761,0.09803921568627452,8333.333,125000.0,6,6,"Agriculture, Forestry and Fishing","Allianz Group",1,1,0
160,1,5,30000000.0,75000000.0,1,0.66,0.06470588235294118,5500.0,165000.0,6,6,"Agriculture, Forestry and Fishing","None",1,1,0
162,1,0,15000000.0,0,1,,1.0,34761.933,521429.0,5,5,Services,"Chubb Group",1,1,1
162,1,1,10000000.0,15000000.0,1,0.432,0.43150649465219615,15000.0,150000.0,5,5,Services,"Everest",1,1,1
162,1,2,25000000.0,25000000.0,1,0.422,0.18203245312401112,6327.8,158195.0,5,5,Services,"CNA Group",1,1,1
162,1,3,25000000.0,50000000.0,1,0.476,0.08664650412616098,3012.0,75300.0,5,5,Services,"AXA XL Group",1,1,1
162,1,4,25000000.0,75000000.0,1,0.85,0.07362536414353632,2559.36,63984.0,5,5,Services,"Liberty Mutual Group",1,1,1
163,1,0,10000000.0,0,1,,1.0,61198.0,611980.0,6,6,Services,"AWAC",1,0,1
163,1,1,10000000.0,10000000.0,1,0.302,0.30242654988725126,18507.9,185079.0,6,6,Services,"Arch Group",1,0,1
163,1,2,25000000.0,20000000.0,1,0.54,0.1634040328115298,10000.0,250000.0,6,6,Services,"None",1,0,1
163,1,3,15000000.0,45000000.0,1,0.633,0.10348922078063552,6333.333,95000.0,6,6,Services,"Great American",1,0,1
163,1,4,15000000.0,60000000.0,1,0.653,0.06754033356209897,4133.333,62000.0,6,6,Services,"Aspen",1,0,1
163,1,5,25000000.0,75000000.0,1,0.669,0.04517337167881303,2764.52,69113.0,6,6,Services,"Navigators (The Hartford)",1,0,1
168,1,0,10000000.0,0,1,,1.0,12904.8,129048.0,3,3,"Finance, Insurance and Real estate","Markel Group",0,1,0
168,1,1,15000000.0,10000000.0,1,0.294,0.29446407538280334,3800.0,57000.0,3,3,"Finance, Insurance and Real estate","Navigators (The Hartford)",0,1,0
168,1,2,25000000.0,25000000.0,1,0.603,0.17742855371644659,2289.68,57242.0,3,3,"Finance, Insurance and Real estate","Liberty Mutual Group",0,1,0
171,1,0,15000000.0,0,1,,1.0,25533.333,383000.0,5,5,"Finance, Insurance and Real estate","Zurich Group",1,1,1
171,1,1,10000000.0,15000000.0,1,0.392,0.391644908616188,10000.0,100000.0,5,5,"Finance, Insurance and Real estate","Liberty Mutual Group",1,1,1
171,1,2,25000000.0,25000000.0,1,0.56,0.2193211488250653,5600.0,140000.0,5,5,"Finance, Insurance and Real estate","Navigators (The Hartford)",1,1,1
171,1,3,25000000.0,50000000.0,1,0.536,0.1174934725848564,3000.0,75000.0,5,5,"Finance, Insurance and Real estate","AXA XL Group",1,1,1
171,1,4,25000000.0,75000000.0,1,0.693,0.0814621409921671,2080.0,52000.0,5,5,"Finance, Insurance and Real estate","Allianz Group",1,1,1
172,1,0,5000000.0,0,1,,1.0,100000.0,500000.0,3,3,Manufacturing,"Admiral",0,1,0
172,1,1,5000000.0,5000000.0,1,0.7,0.7,70000.0,350000.0,3,3,Manufacturing,"Bowhead",0,1,0
172,1,2,10000000.0,10000000.0,1,0.714,0.5,50000.0,500000.0,3,3,Manufacturing,"Navigators (The Hartford)",0,1,0
174,1,0,10000000.0,0,1,,1.0,19902.2,199022.0,2,2,Manufacturing,"Hartford Group",1,1,1
174,1,1,20000000.0,10000000.0,1,0.36,0.3597667594537287,7160.15,143203.0,2,2,Manufacturing,"None",1,1,1
175,1,0,10000000.0,0,1,,1.0,2212.4,22124.0,1,1,Services,"Tokio Marine / Philadelphia",1,1,1
179,1,0,15000000.0,0,1,,1.0,2094.667,31420.0,2,2,Services,"CNA Group",1,1,1
179,1,1,10000000.0,15000000.0,1,0.955,0.9548058561425844,2000.0,20000.0,2,2,Services,"Arch Group",1,1,1
181,1,0,10000000.0,0,1,,1.0,17210.0,172100.0,3,3,"Transportation, Communications, Electric, Gas and Sanitary service","Zurich Group",1,1,1
181,1,1,15000000.0,10000000.0,1,0.453,0.45322486926205696,7800.0,117000.0,3,3,"Transportation, Communications, Electric, Gas and Sanitary service","AXA XL Group",1,1,1
181,1,2,15000000.0,25000000.0,1,0.62,0.2808444702692233,4833.333,72500.0,3,3,"Transportation, Communications, Electric, Gas and Sanitary service","Navigators Group",1,1,1
185,1,0,5000000.0,0,1,,1.0,113000.0,565000.0,3,3,Manufacturing,"Markel Group",1,1,0
185,1,1,10000000.0,5000000.0,1,0.46,0.46017699115044247,52000.0,520000.0,3,3,Manufacturing,"Chubb",1,1,0
185,1,2,10000000.0,15000000.0,1,0.385,0.17699115044247787,20000.0,200000.0,3,3,Manufacturing,"None",1,1,0
186,1,0,10000000.0,0,1,,1.0,10888.4,108884.0,6,6,Manufacturing,"Sompo Holdings",1,1,1
186,1,1,15000000.0,10000000.0,1,0.578,0.5776789978325557,6290.0,94350.0,6,6,Manufacturing,"Markel Group",1,1,1
186,1,2,12500000.0,25000000.0,1,0.769,0.4445097534991367,4840.0,60500.0,6,6,Manufacturing,"Liberty Mutual Group",1,1,1
186,1,3,12500000.0,37500000.0,1,1.0,0.4445097534991367,4840.0,60500.0,6,6,Manufacturing,"Great American P&C Group",1,1,1
186,1,4,25000000.0,50000000.0,1,0.57,0.2534807685243011,2760.0,69000.0,6,6,Manufacturing,"Navigators Group",1,1,1
186,1,5,25000000.0,75000000.0,1,0.761,0.19286580213805518,2100.0,52500.0,6,6,Manufacturing,"CNA Group",1,1,1
187,1,0,10000000.0,0,1,,1.0,161100.0,1611000.0,8,8,Services,"AXA XL Group",1,1,1
187,1,1,10000000.0,10000000.0,1,0.579,0.5789633767846059,93271.0,932710.0,8,8,Services,"Berkshire",1,1,1
187,1,2,5000000.0,20000000.0,1,0.842,0.48754810676598387,78544.0,392720.0,8,8,Services,"First Specialty",1,1,1
187,1,3,10000000.0,25000000.0,1,0.645,0.314471756672874,50661.4,506614.0,8,8,Services,"Lexington Insurance Co., Inc.",1,1,1
187,1,4,15000000.0,35000000.0,1,0.58,0.18254789985516243,29408.467,441127.0,8,8,Services,"Great American P&C Group",1,1,1
187,1,5,15000000.0,50000000.0,1,0.658,0.12019532381543555,19363.467,290452.0,8,8,Services,"CV Starr Group",1,1,1
187,1,6,25000000.0,65000000.0,1,0.797,0.09581477343265053,15435.76,385894.0,8,8,Services,"Allied World Assurance Group",1,1,1
187,1,7,10000000.0,90000000.0,1,0.848,0.08128491620111732,13095.0,130950.0,8,8,Services,"Sompo",1,1,1
188,1,0,5000000.0,0,1,,1.0,216726.4,1083632.0,3,3,Retail Trade,"CNA Group",1,1,1
188,1,1,5000000.0,5000000.0,1,0.415,0.4152701286045447,90000.0,450000.0,3,3,Retail Trade,"Sompo Holdings",1,1,1
188,1,2,10000000.0,10000000.0,1,0.661,0.27453969613300455,59500.0,595000.0,3,3,Retail Trade,"Berkshire Hathaway Group",1,1,1
189,1,0,2000000.0,0,1,,1.0,405000.0,810000.0,9,9,"Transportation, Communications, Electric, Gas and Sanitary service","Crum & Forster Group",0,0,1
189,1,1,3000000.0,2000000.0,1,0.592,0.5922263374485597,239851.667,719555.0,9,9,"Transportation, Communications, Electric, Gas and Sanitary service","Arch Group",0,0,1
189,1,2,5000000.0,5000000.0,1,0.601,0.35573333333333335,144072.0,720360.0,9,9,"Transportation, Communications, Electric, Gas and Sanitary service","Axis Capital Group",0,0,1
189,1,3,5000000.0,10000000.0,1,0.764,0.2716049382716049,110000.0,550000.0,9,9,"Transportation, Communications, Electric, Gas and Sanitary service","IAT",0,0,1
189,1,4,5000000.0,15000000.0,1,0.827,0.22469135802469137,91000.0,455000.0,9,9,"Transportation, Communications, Electric, Gas and Sanitary service","Upland",0,0,1
189,1,5,5000000.0,20000000.0,1,0.835,0.18765432098765433,76000.0,380000.0,9,9,"Transportation, Communications, Electric, Gas and Sanitary service","Sompo Holdings, Inc.",0,0,1
189,1,6,5000000.0,25000000.0,1,0.982,0.18432098765432098,74650.0,373250.0,9,9,"Transportation, Communications, Electric, Gas and Sanitary service","Great American P&C Group",0,0,1
189,1,7,10000000.0,30000000.0,1,0.991,0.18271604938271604,74000.0,740000.0,9,9,"Transportation, Communications, Electric, Gas and Sanitary service","Hartford Group",0,0,1
189,1,8,5000000.0,40000000.0,1,0.973,0.17777777777777778,72000.0,360000.0,9,9,"Transportation, Communications, Electric, Gas and Sanitary service","lloyds",0,0,1
192,1,0,5000000.0,0,1,,1.0,208610.6,1043053.0,4,4,Services,"Travelers Group",1,1,0
192,1,1,5000000.0,5000000.0,1,0.65,0.6502517130002022,135649.4,678247.0,4,4,Services,"CNA Group",1,1,0
192,1,2,5000000.0,10000000.0,1,0.826,0.5368854698658649,112000.0,560000.0,4,4,Services,"AIG Group",1,1,0
192,1,3,5000000.0,15000000.0,1,0.835,0.448203494932664,93500.0,467500.0,4,4,Services,"Hartford Group",1,1,0
193,1,0,15000000.0,0,1,,1.0,166666.667,2500000.0,8,8,Services,"Hartford Group",1,1,1
193,1,1,5000000.0,15000000.0,1,0.591,0.5907924,98465.4,492327.0,8,8,Services,"Sompo Holdings",1,1,1
193,1,2,5000000.0,20000000.0,1,0.762,0.45,75000.0,375000.0,8,8,Services,"MS Transverse Specialty Company",1,1,1
193,1,3,25000000.0,25000000.0,1,0.517,0.2328,38800.0,970000.0,8,8,Services,"None",1,1,1
193,1,4,15000000.0,50000000.0,1,0.435,0.10120000000000001,16866.667,253000.0,8,8,Services,"Zurich Group",1,1,1
193,1,5,10000000.0,65000000.0,1,0.793,0.08025,13375.0,133750.0,8,8,Services,"CNA Group",1,1,1
193,1,6,10000000.0,75000000.0,1,0.748,0.060000000000000005,10000.0,100000.0,8,8,Services,"Lloyd's of London",1,1,1
193,1,7,15000000.0,85000000.0,1,0.9,0.054000000000000006,9000.0,135000.0,8,8,Services,"None",1,1,1
194,1,0,10000000.0,0,1,,1.0,29550.0,295500.0,4,4,Manufacturing,"Markel Group",1,0,0
194,1,1,20000000.0,10000000.0,1,0.338,0.338409475465313,10000.0,200000.0,4,4,Manufacturing,"None",1,0,0
194,1,2,10000000.0,30000000.0,1,0.4,0.1353637901861252,4000.0,40000.0,4,4,Manufacturing,"Great American P&C Group",1,0,0
194,1,3,10000000.0,40000000.0,1,0.875,0.11844331641285956,3500.0,35000.0,4,4,Manufacturing,"Liberty Mutual Group",1,0,0
195,1,0,10000000.0,0,1,,1.0,480951.4,4809514.0,8,8,"Transportation, Communications, Electric, Gas and Sanitary service","Starr",1,0,1
195,1,1,15000000.0,10000000.0,1,0.485,0.4851495043643356,233333.333,3500000.0,8,8,"Transportation, Communications, Electric, Gas and Sanitary service","Hartford Group",1,0,1
195,1,2,15000000.0,25000000.0,1,0.46,0.22315491059318399,107326.667,1609900.0,8,8,"Transportation, Communications, Electric, Gas and Sanitary service","Zurich Group",1,0,1
195,1,3,10000000.0,40000000.0,1,0.582,0.1299507600975899,62500.0,625000.0,8,8,"Transportation, Communications, Electric, Gas and Sanitary service","Lloyd's of London",1,0,1
