"ClientID","Line","LayerNumber","CarrierNumber","Attachment","Limit","Capacity","Premium","PPM","Weight","LayerAttachment","LayerLimit","LayerCapacity","LayerPremium","Relativity","SIC.Code"
117,"UM",0,1,1e+06,5e+06,6e+06,515000,103000,1,1e+06,5e+06,6e+06,515000,NA,3564
117,"XS",1,1,5e+06,5e+06,1e+07,270983,54197,1,5e+06,5e+06,1e+07,270983,0.52618,3564
117,"XS",2,1,1e+07,12500000,22500000,169486,13559,0.5,1e+07,2.5e+07,3.5e+07,342353,0.25267,3564
117,"XS",2,2,1e+07,5e+06,1.5e+07,67317,13463,0.2,1e+07,2.5e+07,3.5e+07,342353,0.25267,3564
117,"XS",2,3,1e+07,7500000,17500000,105550,14073,0.3,1e+07,2.5e+07,3.5e+07,342353,0.25267,3564
117,"XS",3,1,3.5e+07,2.5e+07,6e+07,177000,7080,1,3.5e+07,2.5e+07,6e+07,177000,0.51701,3564
117,"XS",4,1,6e+07,7500000,67500000,34000,4533,0.5,6e+07,1.5e+07,7.5e+07,69000,0.64972,3564
117,"XS",4,2,6e+07,7500000,67500000,35000,4667,0.5,6e+07,1.5e+07,7.5e+07,69000,0.64972,3564
119,"UM",0,1,NA,1e+07,1e+07,106586,10659,1,NA,1e+07,1e+07,106586,NA,6311
119,"XS",1,1,1e+07,1.5e+07,2.5e+07,60701,4047,1,1e+07,1.5e+07,2.5e+07,60701,0.37967,6311
119,"XS",2,1,2.5e+07,2.5e+07,5e+07,55600,2224,1,2.5e+07,2.5e+07,5e+07,55600,0.54958,6311
119,"XS",3,1,5e+07,2.5e+07,7.5e+07,44000,1760,0.5,5e+07,5e+07,1e+08,88011,0.79147,6311
119,"XS",3,2,5e+07,2.5e+07,7.5e+07,44011,1760,0.5,5e+07,5e+07,1e+08,88011,0.79147,6311
119,"XS",4,1,1e+08,2.5e+07,1.25e+08,37875,1515,0.278,1e+08,9e+07,1.9e+08,135846,0.85751,6311
119,"XS",4,2,1e+08,2.5e+07,1.25e+08,37623,1505,0.278,1e+08,9e+07,1.9e+08,135846,0.85751,6311
119,"XS",4,3,1e+08,2.5e+07,1.25e+08,37623,1505,0.278,1e+08,9e+07,1.9e+08,135846,0.85751,6311
119,"XS",4,4,1e+08,1.5e+07,1.15e+08,22725,1515,0.167,1e+08,9e+07,1.9e+08,135846,0.85751,6311
119,"XS",5,1,1.9e+08,1e+07,2e+08,16144,1614,1,1.9e+08,1e+07,2e+08,16144,1.06956,6311
120,"UM",0,1,2e+06,1.5e+07,1.7e+07,1307000,87133,1,2e+06,1.5e+07,1.7e+07,1307000,NA,3411
120,"XS",1,1,1.5e+07,1e+07,2.5e+07,437000,43700,1,1.5e+07,1e+07,2.5e+07,437000,0.50153,3411
120,"XS",2,1,2.5e+07,12500000,37500000,203327,16266,0.5,2.5e+07,2.5e+07,5e+07,406654,0.37222,3411
120,"XS",2,2,2.5e+07,12500000,37500000,203327,16266,0.5,2.5e+07,2.5e+07,5e+07,406654,0.37222,3411
120,"XS",3,1,5e+07,2.5e+07,7.5e+07,188500,7540,1,5e+07,2.5e+07,7.5e+07,188500,0.46354,3411
120,"XS",4,1,7.5e+07,2.5e+07,1e+08,124975,4999,1,7.5e+07,2.5e+07,1e+08,124975,0.663,3411
121,"UM",0,1,1e+06,2.5e+07,2.6e+07,118863,4755,1,1e+06,2.5e+07,2.6e+07,118863,NA,2221
121,"XS",1,1,2.5e+07,2.5e+07,5e+07,53000,2120,1,2.5e+07,2.5e+07,5e+07,53000,0.44589,2221
121,"XS",2,1,5e+07,2.5e+07,7.5e+07,49200,1968,1,5e+07,2.5e+07,7.5e+07,49200,0.9283,2221
121,"XS",3,1,7.5e+07,2.5e+07,1e+08,36250,1450,1,7.5e+07,2.5e+07,1e+08,36250,0.73679,2221
122,"UM",0,1,2e+06,1e+07,1.2e+07,202000,20200,1,2e+06,1e+07,1.2e+07,202000,NA,6798
122,"XS",1,1,1e+07,1.5e+07,2.5e+07,151200,10080,1,1e+07,1.5e+07,2.5e+07,151200,0.49901,6798
122,"XS",2,1,2.5e+07,1e+07,3.5e+07,49389,4939,1,2.5e+07,1e+07,3.5e+07,49389,0.48997,6798
122,"XS",3,1,3.5e+07,1.5e+07,5e+07,65000,4333,1,3.5e+07,1.5e+07,5e+07,65000,0.87739,6798
122,"XS",4,1,5e+07,2.5e+07,7.5e+07,80800,3232,0.5,5e+07,5e+07,1e+08,161600,0.74585,6798
122,"XS",4,2,5e+07,2.5e+07,7.5e+07,80800,3232,0.5,5e+07,5e+07,1e+08,161600,0.74585,6798
122,"XS",5,1,1e+08,2.5e+07,1.25e+08,51500,2060,0.5,1e+08,5e+07,1.5e+08,103000,0.63738,6798
122,"XS",5,2,1e+08,2.5e+07,1.25e+08,51500,2060,0.5,1e+08,5e+07,1.5e+08,103000,0.63738,6798
123,"UM",0,1,2e+06,1e+07,1.2e+07,167260,16726,1,2e+06,1e+07,1.2e+07,167260,NA,3577
123,"XS",1,1,1e+07,1.5e+07,2.5e+07,85000,5667,1,1e+07,1.5e+07,2.5e+07,85000,0.33879,3577
123,"XS",2,1,2.5e+07,2.5e+07,5e+07,53925,2157,1,2.5e+07,2.5e+07,5e+07,53925,0.38065,3577
123,"XS",3,1,5e+07,2.5e+07,7.5e+07,49505,1980,1,5e+07,2.5e+07,7.5e+07,49505,0.91803,3577
123,"XS",4,1,7.5e+07,2.5e+07,1e+08,27500,1100,1,7.5e+07,2.5e+07,1e+08,27500,0.5555,3577
124,"UM",0,1,NA,1e+07,1e+07,183795,18380,1,NA,1e+07,1e+07,183795,NA,3089
124,"XS",1,1,1e+07,1.5e+07,2.5e+07,180000,12000,1,1e+07,1.5e+07,2.5e+07,180000,0.6529,3089
124,"XS",2,1,2.5e+07,1.5e+07,4e+07,88000,5867,1,2.5e+07,1.5e+07,4e+07,88000,0.48889,3089
124,"XS",3,1,4e+07,1e+07,5e+07,39604,3960,1,4e+07,1e+07,5e+07,39604,0.67507,3089
124,"XS",4,1,5e+07,12500000,62500000,50000,4000,0.5,5e+07,2.5e+07,7.5e+07,1e+05,1.01,3089
124,"XS",4,2,5e+07,12500000,62500000,50000,4000,0.5,5e+07,2.5e+07,7.5e+07,1e+05,1.01,3089
124,"XS",5,1,7.5e+07,2.5e+07,1e+08,54000,2160,1,7.5e+07,2.5e+07,1e+08,54000,0.54,3089
126,"UM",0,1,NA,1e+07,1e+07,76762,7676,1,NA,1e+07,1e+07,76762,NA,NA
126,"XS",1,1,1e+07,3.4e+07,4.4e+07,143139,4210,0.85,1e+07,4e+07,5e+07,383709,1.24967,NA
126,"XS",1,2,1e+07,6e+06,1.6e+07,240570,40095,0.15,1e+07,4e+07,5e+07,383709,1.24967,NA
128,"UM",0,1,5e+06,1e+07,1.5e+07,324500,32450,1,5e+06,1e+07,1.5e+07,324500,NA,NA
128,"XS",1,1,1.5e+07,5e+06,2e+07,65898,13180,1,1.5e+07,5e+06,2e+07,65898,0.40615,NA
132,"UM",0,1,2e+06,1e+07,1.2e+07,408000,40800,1,2e+06,1e+07,1.2e+07,408000,NA,NA
132,"XS",1,1,1e+07,7500000,17500000,187523,25003,0.375,1e+07,2e+07,3e+07,500023,0.61277,NA
132,"XS",1,2,1e+07,12500000,22500000,312500,25000,0.625,1e+07,2e+07,3e+07,500023,0.61277,NA
132,"XS",2,1,3e+07,1.5e+07,4.5e+07,165000,11000,1,3e+07,1.5e+07,4.5e+07,165000,0.43998,NA
132,"XS",3,1,4.5e+07,1.5e+07,6e+07,125000,8333,1,4.5e+07,1.5e+07,6e+07,125000,0.75758,NA
132,"XS",4,1,6e+07,5e+06,6.5e+07,32500,6500,0.5,6e+07,1e+07,7e+07,65000,0.78,NA
132,"XS",4,2,6e+07,5e+06,6.5e+07,32500,6500,0.5,6e+07,1e+07,7e+07,65000,0.78,NA
134,"UM",0,1,5e+06,1e+07,1.5e+07,1837620,183762,1,5e+06,1e+07,1.5e+07,1837620,NA,4226
134,"XS",1,1,1e+07,1e+07,2e+07,790409,79041,1,1e+07,1e+07,2e+07,790409,0.43013,4226
134,"XS",2,1,2e+07,1e+07,3e+07,560000,56000,1,2e+07,1e+07,3e+07,560000,0.70849,4226
134,"XS",3,1,3e+07,1.5e+07,4.5e+07,358298,23887,1,3e+07,1.5e+07,4.5e+07,358298,0.42655,4226
134,"XS",4,1,4.5e+07,1.5e+07,6e+07,239875,15992,1,4.5e+07,1.5e+07,6e+07,239875,0.66948,4226
134,"XS",5,1,6e+07,1.5e+07,7.5e+07,185000,12333,1,6e+07,1.5e+07,7.5e+07,185000,0.77124,4226
134,"XS",6,1,7.5e+07,2.5e+07,1e+08,110000,4400,0.5,7.5e+07,5e+07,1.25e+08,220000,0.35676,4226
134,"XS",6,2,7.5e+07,2.5e+07,1e+08,110000,4400,0.5,7.5e+07,5e+07,1.25e+08,220000,0.35676,4226
134,"XS",7,1,1e+08,1.5e+07,1.15e+08,101000,6733,1,1e+08,1.5e+07,1.15e+08,101000,1.5303,4226
134,"XS",8,1,1.15e+08,1.5e+07,1.3e+08,80000,5333,1,1.15e+08,1.5e+07,1.3e+08,80000,0.79208,4226
134,"XS",9,1,1.3e+08,7e+07,2e+08,112500,1607,0.2,1.3e+08,3.5e+08,4.8e+08,315000,0.16875,4226
134,"XS",9,2,1.3e+08,7e+07,2e+08,67500,964,0.2,1.3e+08,3.5e+08,4.8e+08,315000,0.16875,4226
134,"XS",9,3,1.3e+08,7e+07,2e+08,45000,643,0.2,1.3e+08,3.5e+08,4.8e+08,315000,0.16875,4226
134,"XS",9,4,1.3e+08,7e+07,2e+08,45000,643,0.2,1.3e+08,3.5e+08,4.8e+08,315000,0.16875,4226
134,"XS",9,5,1.3e+08,7e+07,2e+08,45000,643,0.2,1.3e+08,3.5e+08,4.8e+08,315000,0.16875,4226
135,"UM",0,1,1e+06,5e+06,6e+06,102297,20459,1,1e+06,5e+06,6e+06,102297,NA,829
135,"XS",1,1,5e+06,5e+06,1e+07,103300,20660,0.5,5e+06,1e+07,1.5e+07,193160,0.94411,829
135,"XS",1,2,5e+06,5e+06,1e+07,89860,17972,0.5,5e+06,1e+07,1.5e+07,193160,0.94411,829
135,"XS",2,1,1e+07,7500000,17500000,87466,11662,0.5,1e+07,1.5e+07,2.5e+07,174932,0.60376,829
135,"XS",2,2,1e+07,7500000,17500000,87466,11662,0.5,1e+07,1.5e+07,2.5e+07,174932,0.60376,829
137,"UM",0,1,NA,5e+06,5e+06,703411,140682,1,NA,5e+06,5e+06,703411,NA,NA
137,"XS",1,1,5e+06,1e+07,1.5e+07,589553,58955,1,5e+06,1e+07,1.5e+07,589553,0.41907,NA
137,"XS",2,1,1.5e+07,1e+07,2.5e+07,255000,25500,1,1.5e+07,1e+07,2.5e+07,255000,0.43253,NA
137,"XS",3,1,2.5e+07,1e+07,3.5e+07,130000,13000,0.4,2.5e+07,2.5e+07,5e+07,325000,0.5098,NA
137,"XS",3,2,2.5e+07,1.5e+07,4e+07,195000,13000,0.6,2.5e+07,2.5e+07,5e+07,325000,0.5098,NA
137,"XS",4,1,5e+07,12500000,62500000,99942,7995,0.5,5e+07,2.5e+07,7.5e+07,199942,0.61521,NA
137,"XS",4,2,5e+07,12500000,62500000,1e+05,8000,0.5,5e+07,2.5e+07,7.5e+07,199942,0.61521,NA
137,"XS",5,1,7.5e+07,2.5e+07,1e+08,109244,4370,1,7.5e+07,2.5e+07,1e+08,109244,0.54638,NA
137,"XS",6,1,1e+08,1.5e+07,1.15e+08,37500,2500,0.6,1e+08,2.5e+07,1.25e+08,62750,0.5744,NA
137,"XS",6,2,1e+08,1e+07,1.1e+08,25250,2525,0.4,1e+08,2.5e+07,1.25e+08,62750,0.5744,NA
138,"UM",0,1,1e+06,1e+07,1.1e+07,97500,9750,1,1e+06,1e+07,1.1e+07,97500,NA,9199
138,"XS",1,1,1e+07,1.5e+07,2.5e+07,56669,3778,1,1e+07,1.5e+07,2.5e+07,56669,0.38748,9199
138,"XS",2,1,2.5e+07,2.5e+07,5e+07,90100,3604,1,2.5e+07,2.5e+07,5e+07,90100,0.95396,9199
138,"XS",3,1,5e+07,1.5e+07,6.5e+07,51980,3465,1,5e+07,1.5e+07,6.5e+07,51980,0.96152,9199
138,"XS",4,1,6.5e+07,2.5e+07,9e+07,86124,3445,1,6.5e+07,2.5e+07,9e+07,86124,0.99412,9199
138,"XS",5,1,9e+07,1e+07,1e+08,25000,2500,1,9e+07,1e+07,1e+08,25000,0.7257,9199
139,"UM",0,1,3e+06,1e+07,1.3e+07,274488,27449,1,3e+06,1e+07,1.3e+07,274488,NA,5192
139,"XS",1,1,1e+07,1.5e+07,2.5e+07,108070,7205,1,1e+07,1.5e+07,2.5e+07,108070,0.26248,5192
139,"XS",2,1,2.5e+07,2.5e+07,5e+07,116448,4658,1,2.5e+07,2.5e+07,5e+07,116448,0.64651,5192
139,"XS",3,1,5e+07,2.5e+07,7.5e+07,68418,2737,1,5e+07,2.5e+07,7.5e+07,68418,0.58754,5192
139,"XS",4,1,7.5e+07,2.5e+07,1e+08,43000,1720,1,7.5e+07,2.5e+07,1e+08,43000,0.62849,5192
140,"UM",0,1,1e+06,1e+07,1.1e+07,432500,43250,1,1e+06,1e+07,1.1e+07,432500,NA,5063
140,"XS",1,1,1e+07,1.5e+07,2.5e+07,181286,12086,1,1e+07,1.5e+07,2.5e+07,181286,0.27944,5063
140,"XS",2,1,2.5e+07,2.5e+07,5e+07,101942,4078,1,2.5e+07,2.5e+07,5e+07,101942,0.3374,5063
140,"XS",3,1,5e+07,2.5e+07,7.5e+07,57843,2314,1,5e+07,2.5e+07,7.5e+07,57843,0.56741,5063
140,"XS",4,1,7.5e+07,2.5e+07,1e+08,38350,1534,1,7.5e+07,2.5e+07,1e+08,38350,0.663,5063
140,"XS",5,1,1e+08,2.5e+07,1.25e+08,31500,1260,1,1e+08,2.5e+07,1.25e+08,31500,0.82138,5063
141,"UM",0,1,1e+06,1e+07,1.1e+07,241663,24166,1,1e+06,1e+07,1.1e+07,241663,NA,2086
141,"XS",1,1,1e+07,1.5e+07,2.5e+07,114000,7600,1,1e+07,1.5e+07,2.5e+07,114000,0.31449,2086
142,"UM",0,1,1e+06,4e+06,5e+06,20801,5200,1,1e+06,4e+06,5e+06,20801,NA,NA
142,"XS",1,1,4e+06,2e+07,2.4e+07,30199,1510,1,4e+06,2e+07,2.4e+07,30199,0.29036,NA
143,"UM",0,1,NA,1e+07,1e+07,648500,64850,1,NA,1e+07,1e+07,648500,NA,5651
143,"XS",1,1,1e+07,7500000,17500000,135000,18000,0.5,1e+07,1.5e+07,2.5e+07,270000,0.27756,5651
143,"XS",1,2,1e+07,7500000,17500000,135000,18000,0.5,1e+07,1.5e+07,2.5e+07,270000,0.27756,5651
143,"XS",2,1,2.5e+07,2.5e+07,5e+07,186660,7466,1,2.5e+07,2.5e+07,5e+07,186660,0.4148,5651
143,"XS",3,1,5e+07,1e+07,6e+07,50500,5050,1,5e+07,1e+07,6e+07,50500,0.67636,5651
143,"XS",4,1,6e+07,2.5e+07,8.5e+07,63579,2543,0.333,6e+07,7.5e+07,1.35e+08,191354,0.50523,5651
143,"XS",4,2,6e+07,2.5e+07,8.5e+07,63575,2543,0.333,6e+07,7.5e+07,1.35e+08,191354,0.50523,5651
143,"XS",4,3,6e+07,2.5e+07,8.5e+07,64200,2568,0.333,6e+07,7.5e+07,1.35e+08,191354,0.50523,5651
143,"XS",5,1,1.35e+08,1.5e+07,1.5e+08,29861,1991,1,1.35e+08,1.5e+07,1.5e+08,29861,0.78026,5651
144,"UM",0,1,3e+06,5e+06,8e+06,346466,69293,1,3e+06,5e+06,8e+06,346466,NA,8361
144,"XS",1,1,5e+06,5e+06,1e+07,190949,38190,1,5e+06,5e+06,1e+07,190949,0.55113,8361
144,"XS",2,1,1e+07,5e+06,1.5e+07,150000,30000,1,1e+07,5e+06,1.5e+07,150000,0.78555,8361
144,"XS",3,1,1.5e+07,5e+06,2e+07,130500,26100,1,1.5e+07,5e+06,2e+07,130500,0.87,8361
144,"XS",4,1,2e+07,5e+06,2.5e+07,130500,26100,1,2e+07,5e+06,2.5e+07,130500,1,8361
146,"UM",0,1,1e+06,1e+07,1.1e+07,502000,50200,1,1e+06,1e+07,1.1e+07,502000,NA,NA
146,"XS",1,1,1e+07,1e+07,2e+07,146000,14600,1,1e+07,1e+07,2e+07,146000,0.29084,NA
147,"UM",0,1,2e+06,1e+07,1.2e+07,897636,89764,1,2e+06,1e+07,1.2e+07,897636,NA,6531
147,"XS",1,1,1e+07,1.5e+07,2.5e+07,3e+05,20000,1,1e+07,1.5e+07,2.5e+07,3e+05,0.22281,6531
147,"XS",2,1,2.5e+07,12500000,37500000,185065,14805,0.5,2.5e+07,2.5e+07,5e+07,370130,0.74026,6531
147,"XS",2,2,2.5e+07,12500000,37500000,185065,14805,0.5,2.5e+07,2.5e+07,5e+07,370130,0.74026,6531
147,"XS",3,1,5e+07,2.5e+07,7.5e+07,168300,6732,1,5e+07,2.5e+07,7.5e+07,168300,0.45471,6531
147,"XS",4,1,7.5e+07,2.5e+07,1e+08,148282,5931,1,7.5e+07,2.5e+07,1e+08,148282,0.88106,6531
148,"UM",0,1,1e+06,1e+07,1.1e+07,120000,12000,1,1e+06,1e+07,1.1e+07,120000,NA,5047
148,"XS",1,1,1e+07,1e+07,2e+07,202000,20200,1,1e+07,1e+07,2e+07,202000,1.68333,5047
149,"UM",0,1,2e+06,1e+07,1.2e+07,1295238,129524,1,2e+06,1e+07,1.2e+07,1295238,NA,3411
149,"XS",1,1,1e+07,1e+07,2e+07,6e+05,60000,0.667,1e+07,1.5e+07,2.5e+07,9e+05,0.46324,3411
149,"XS",1,2,1e+07,5e+06,1.5e+07,3e+05,60000,0.333,1e+07,1.5e+07,2.5e+07,9e+05,0.46324,3411
149,"XS",2,1,2.5e+07,12500000,37500000,225125,18010,0.5,2.5e+07,2.5e+07,5e+07,448021,0.29868,3411
149,"XS",2,2,2.5e+07,12500000,37500000,222896,17832,0.5,2.5e+07,2.5e+07,5e+07,448021,0.29868,3411
149,"XS",3,1,5e+07,2.5e+07,7.5e+07,207890,8316,1,5e+07,2.5e+07,7.5e+07,207890,0.46402,3411
149,"XS",4,1,7.5e+07,2.5e+07,1e+08,135200,5408,1,7.5e+07,2.5e+07,1e+08,135200,0.65034,3411
150,"UM",0,1,3e+06,1e+07,1.3e+07,803769,80377,1,3e+06,1e+07,1.3e+07,803769,NA,9200
150,"XS",1,1,1e+07,1.5e+07,2.5e+07,301990,20133,1,1e+07,1.5e+07,2.5e+07,301990,0.25048,9200
150,"XS",2,1,2.5e+07,1e+07,3.5e+07,101000,10100,1,2.5e+07,1e+07,3.5e+07,101000,0.50167,9200
150,"XS",3,1,3.5e+07,1.5e+07,5e+07,117000,7800,1,3.5e+07,1.5e+07,5e+07,117000,0.77228,9200
150,"XS",4,1,5e+07,2e+07,7e+07,66054,3303,0.267,5e+07,7.5e+07,1.25e+08,247554,0.42317,9200
150,"XS",4,2,5e+07,2e+07,7e+07,66000,3300,0.267,5e+07,7.5e+07,1.25e+08,247554,0.42317,9200
150,"XS",4,3,5e+07,2e+07,7e+07,66000,3300,0.267,5e+07,7.5e+07,1.25e+08,247554,0.42317,9200
150,"XS",4,4,5e+07,1.5e+07,6.5e+07,49500,3300,0.2,5e+07,7.5e+07,1.25e+08,247554,0.42317,9200
151,"UM",0,1,2e+06,1e+07,1.2e+07,375000,37500,1,2e+06,1e+07,1.2e+07,375000,NA,5065
151,"XS",1,1,1e+07,1.5e+07,2.5e+07,250000,16667,1,1e+07,1.5e+07,2.5e+07,250000,0.44444,5065
151,"XS",2,1,1.5e+07,2.5e+07,4e+07,135000,5400,1,1.5e+07,2.5e+07,4e+07,135000,0.324,5065
151,"XS",3,1,4e+07,1e+07,5e+07,90000,9000,1,4e+07,1e+07,5e+07,90000,1.66667,5065
151,"XS",4,1,5e+07,2.5e+07,7.5e+07,118170,4727,1,5e+07,2.5e+07,7.5e+07,118170,0.5252,5065
151,"XS",5,1,7.5e+07,1e+07,8.5e+07,40000,4000,0.4,7.5e+07,2.5e+07,1e+08,101118,0.8557,5065
151,"XS",5,2,7.5e+07,1.5e+07,9e+07,61118,4075,0.6,7.5e+07,2.5e+07,1e+08,101118,0.8557,5065
154,"UM",0,1,NA,1e+07,1e+07,103501,10350,1,NA,1e+07,1e+07,103501,NA,3674
154,"XS",1,1,1e+07,1.5e+07,2.5e+07,299000,19933,1,1e+07,1.5e+07,2.5e+07,299000,1.92591,3674
154,"XS",2,1,1.5e+07,1e+07,2.5e+07,128056,12806,1,1.5e+07,1e+07,2.5e+07,128056,0.64242,3674
154,"XS",3,1,2.5e+07,1e+07,3.5e+07,115000,11500,1,2.5e+07,1e+07,3.5e+07,115000,0.89804,3674
154,"XS",4,1,3.5e+07,2.5e+07,6e+07,250000,10000,1,3.5e+07,2.5e+07,6e+07,250000,0.86957,3674
154,"XS",5,1,7e+07,5e+06,7.5e+07,40000,8000,1,7e+07,5e+06,7.5e+07,40000,0.8,3674
158,"UM",0,1,1e+06,1e+07,1.1e+07,240001,24000,1,1e+06,1e+07,1.1e+07,240001,NA,6361
158,"XS",1,1,1e+07,1e+07,2e+07,70700,7070,1,1e+07,1e+07,2e+07,70700,0.29458,6361
158,"XS",2,1,2e+07,1.5e+07,3.5e+07,72235,4816,0.5,2e+07,3e+07,5e+07,144480,0.68119,6361
158,"XS",2,2,2e+07,1.5e+07,3.5e+07,72245,4816,0.5,2e+07,3e+07,5e+07,144480,0.68119,6361
158,"XS",3,1,5e+07,2.5e+07,7.5e+07,107576,4303,0.5,5e+07,5e+07,1e+08,215152,0.89349,6361
158,"XS",3,2,5e+07,2.5e+07,7.5e+07,107576,4303,0.5,5e+07,5e+07,1e+08,215152,0.89349,6361
158,"XS",4,1,1e+08,2.5e+07,1.25e+08,94653,3786,0.5,1e+08,5e+07,1.5e+08,188663,0.87688,6361
158,"XS",4,2,1e+08,1.5e+07,1.15e+08,56184,3746,0.3,1e+08,5e+07,1.5e+08,188663,0.87688,6361
158,"XS",4,3,1e+08,1e+07,1.1e+08,37826,3783,0.2,1e+08,5e+07,1.5e+08,188663,0.87688,6361
158,"XS",5,1,1.5e+08,2.5e+07,1.75e+08,74254,2970,0.5,1.5e+08,5e+07,2e+08,148511,0.78718,6361
158,"XS",5,2,1.5e+08,2.5e+07,1.75e+08,74257,2970,0.5,1.5e+08,5e+07,2e+08,148511,0.78718,6361
159,"UM",0,1,5e+06,1e+07,1.5e+07,3014138,301414,1,5e+06,1e+07,1.5e+07,3014138,NA,8744
159,"XS",1,1,1e+07,1e+07,2e+07,2081758,208176,1,1e+07,1e+07,2e+07,2081758,0.69066,8744
159,"XS",2,1,2e+07,5e+06,2.5e+07,965560,193112,1,2e+07,5e+06,2.5e+07,965560,0.92764,8744
159,"XS",3,1,2.5e+07,2500000,27500000,272767,109107,0.167,2.5e+07,1.5e+07,4e+07,1636601,0.56499,8744
159,"XS",3,2,2.5e+07,2500000,27500000,272767,109107,0.167,2.5e+07,1.5e+07,4e+07,1636601,0.56499,8744
159,"XS",3,3,2.5e+07,2500000,27500000,272767,109107,0.167,2.5e+07,1.5e+07,4e+07,1636601,0.56499,8744
159,"XS",3,4,2.5e+07,7500000,32500000,818300,109107,0.5,2.5e+07,1.5e+07,4e+07,1636601,0.56499,8744
159,"XS",4,1,4e+07,5e+06,4.5e+07,420000,84000,0.5,4e+07,1e+07,5e+07,840000,0.76989,8744
159,"XS",4,2,4e+07,5e+06,4.5e+07,420000,84000,0.5,4e+07,1e+07,5e+07,840000,0.76989,8744
159,"XS",5,1,5e+07,2e+06,5.2e+07,130000,65000,0.1,5e+07,2e+07,7e+07,1300000,0.77381,8744
159,"XS",5,2,5e+07,1750000,51750000,113750,65000,0.088,5e+07,2e+07,7e+07,1300000,0.77381,8744
159,"XS",5,3,5e+07,1500000,51500000,97500,65000,0.075,5e+07,2e+07,7e+07,1300000,0.77381,8744
159,"XS",5,4,5e+07,1500000,51500000,97500,65000,0.075,5e+07,2e+07,7e+07,1300000,0.77381,8744
159,"XS",5,5,5e+07,1250000,51250000,81250,65000,0.063,5e+07,2e+07,7e+07,1300000,0.77381,8744
159,"XS",5,6,5e+07,2e+06,5.2e+07,130000,65000,0.1,5e+07,2e+07,7e+07,1300000,0.77381,8744
159,"XS",5,7,5e+07,1e+07,6e+07,650000,65000,0.5,5e+07,2e+07,7e+07,1300000,0.77381,8744
160,"UM",0,1,5e+06,1e+07,1.5e+07,850000,85000,1,5e+06,1e+07,1.5e+07,850000,NA,831
160,"XS",1,1,1e+07,1e+07,2e+07,4e+05,40000,1,1e+07,1e+07,2e+07,4e+05,0.47059,831
160,"XS",2,1,2e+07,1e+07,3e+07,201300,20130,0.5,2e+07,2e+07,4e+07,402600,0.50325,831
160,"XS",2,2,2e+07,1e+07,3e+07,201300,20130,0.5,2e+07,2e+07,4e+07,402600,0.50325,831
160,"XS",3,1,4e+07,1e+07,5e+07,109500,10950,0.5,4e+07,2e+07,6e+07,219000,0.54396,831
160,"XS",3,2,4e+07,1e+07,5e+07,109500,10950,0.5,4e+07,2e+07,6e+07,219000,0.54396,831
160,"XS",4,1,6e+07,1.5e+07,7.5e+07,125000,8333,1,6e+07,1.5e+07,7.5e+07,125000,0.76104,831
160,"XS",5,1,7.5e+07,1e+07,8.5e+07,55000,5500,0.333,7.5e+07,3e+07,1.05e+08,165000,0.66,831
160,"XS",5,2,7.5e+07,1e+07,8.5e+07,55000,5500,0.333,7.5e+07,3e+07,1.05e+08,165000,0.66,831
160,"XS",5,3,7.5e+07,1e+07,8.5e+07,55000,5500,0.333,7.5e+07,3e+07,1.05e+08,165000,0.66,831
161,"UM",0,1,2e+06,1.5e+07,1.7e+07,2100000,140000,1,2e+06,1.5e+07,1.7e+07,2100000,NA,6531
161,"XS",1,1,1.5e+07,1e+07,2.5e+07,522675,52268,1,1.5e+07,1e+07,2.5e+07,522675,0.37334,6531
161,"XS",2,1,2.5e+07,1.5e+07,4e+07,429250,28617,1,2.5e+07,1.5e+07,4e+07,429250,0.5475,6531
161,"XS",3,1,4e+07,1e+07,5e+07,207500,20750,1,4e+07,1e+07,5e+07,207500,0.7251,6531
161,"XS",4,1,5e+07,2.5e+07,7.5e+07,4e+05,16000,1,5e+07,2.5e+07,7.5e+07,4e+05,0.77108,6531
161,"XS",5,1,7.5e+07,12500000,87500000,137500,11000,0.5,7.5e+07,2.5e+07,1e+08,275000,0.6875,6531
161,"XS",5,2,7.5e+07,12500000,87500000,137500,11000,0.5,7.5e+07,2.5e+07,1e+08,275000,0.6875,6531
161,"XS",6,1,1e+08,2.5e+07,1.25e+08,186850,7474,0.333,1e+08,7.5e+07,1.75e+08,558682,0.67719,6531
161,"XS",6,2,1e+08,2.5e+07,1.25e+08,186850,7474,0.333,1e+08,7.5e+07,1.75e+08,558682,0.67719,6531
161,"XS",6,3,1e+08,2.5e+07,1.25e+08,184982,7399,0.333,1e+08,7.5e+07,1.75e+08,558682,0.67719,6531
161,"XS",7,1,1.75e+08,2.5e+07,2e+08,155000,6200,1,1.75e+08,2.5e+07,2e+08,155000,0.83232,6531
161,"XS",8,1,2e+08,2.5e+07,2.25e+08,115000,4600,0.5,2e+08,5e+07,2.5e+08,230000,0.74194,6531
161,"XS",8,2,2e+08,2.5e+07,2.25e+08,115000,4600,0.5,2e+08,5e+07,2.5e+08,230000,0.74194,6531
161,"XS",9,1,2.5e+08,1.5e+07,2.65e+08,52000,3467,0.214,2.5e+08,7e+07,3.2e+08,246038,0.76409,6531
161,"XS",9,2,2.5e+08,1.5e+07,2.65e+08,52000,3467,0.214,2.5e+08,7e+07,3.2e+08,246038,0.76409,6531
