"ClientID","Line","LayerNumber","CarrierNumber","Attachment","Limit","Capacity","Premium","PPM","Weight","LayerAttachment","LayerLimit","LayerCapacity","LayerPremium","Relativity","SIC.Code"
65,"XS",4,1,6.5e+07,1e+07,7.5e+07,85000,8500,0.286,6.5e+07,3.5e+07,1e+08,297500,0.54348,7011
65,"XS",4,2,6.5e+07,1.5e+07,8e+07,127500,8500,0.429,6.5e+07,3.5e+07,1e+08,297500,0.54348,7011
65,"XS",4,3,6.5e+07,1e+07,7.5e+07,85000,8500,0.286,6.5e+07,3.5e+07,1e+08,297500,0.54348,7011
65,"XS",5,1,1e+08,1.5e+07,1.15e+08,88000,5867,1,1e+08,1.5e+07,1.15e+08,88000,0.6902,7011
65,"XS",6,1,1.15e+08,1e+07,1.25e+08,52000,5200,0.286,1.15e+08,3.5e+07,1.5e+08,182000,0.88636,7011
65,"XS",6,2,1.15e+08,1e+07,1.25e+08,52000,5200,0.286,1.15e+08,3.5e+07,1.5e+08,182000,0.88636,7011
65,"XS",6,3,1.15e+08,1.5e+07,1.3e+08,78000,5200,0.429,1.15e+08,3.5e+07,1.5e+08,182000,0.88636,7011
65,"XS",7,1,1.5e+08,1.5e+07,1.65e+08,60000,4000,0.375,1.5e+08,4e+07,1.9e+08,159106,0.76493,7011
65,"XS",7,2,1.5e+08,2.5e+07,1.75e+08,99106,3964,0.625,1.5e+08,4e+07,1.9e+08,159106,0.76493,7011
65,"XS",8,1,1.9e+08,1e+07,2e+08,36360,3636,1,1.9e+08,1e+07,2e+08,36360,0.91411,7011
66,"UM",0,1,5e+06,1e+07,1.5e+07,796926,79693,1,5e+06,1e+07,1.5e+07,796926,NA,7389
66,"XS",1,1,1e+07,1.5e+07,2.5e+07,605495,40366,1,1e+07,1.5e+07,2.5e+07,605495,0.50653,7389
66,"XS",2,1,2.5e+07,1e+07,3.5e+07,225000,22500,1,2.5e+07,1e+07,3.5e+07,225000,0.5574,7389
66,"XS",3,1,3.5e+07,1e+07,4.5e+07,152000,15200,1,3.5e+07,1e+07,4.5e+07,152000,0.67556,7389
66,"XS",4,1,4.5e+07,5e+06,5e+07,52500,10500,1,4.5e+07,5e+06,5e+07,52500,0.69079,7389
66,"XS",5,1,5.5e+07,2.5e+07,8e+07,115125,4605,1,5.5e+07,2.5e+07,8e+07,115125,0.43857,7389
66,"XS",6,1,7.5e+07,5e+06,8e+07,22000,4400,0.2,7.5e+07,2.5e+07,1e+08,110000,0.95548,7389
66,"XS",6,2,7.5e+07,5e+06,8e+07,22000,4400,0.2,7.5e+07,2.5e+07,1e+08,110000,0.95548,7389
66,"XS",6,3,7.5e+07,1.5e+07,9e+07,66000,4400,0.6,7.5e+07,2.5e+07,1e+08,110000,0.95548,7389
67,"UM",0,1,1e+06,1e+07,1.1e+07,333945,33395,1,1e+06,1e+07,1.1e+07,333945,NA,8641
67,"XS",1,1,1e+07,5e+06,1.5e+07,175000,35000,1,1e+07,5e+06,1.5e+07,175000,1.04808,8641
67,"XS",2,1,1.5e+07,5e+06,2e+07,125000,25000,1,1.5e+07,5e+06,2e+07,125000,0.71429,8641
67,"XS",3,1,2e+07,5e+06,2.5e+07,87500,17500,0.5,2e+07,1e+07,3e+07,190500,0.762,8641
67,"XS",3,2,2e+07,5e+06,2.5e+07,103000,20600,0.5,2e+07,1e+07,3e+07,190500,0.762,8641
67,"XS",4,1,3e+07,1e+07,4e+07,2e+05,20000,1,3e+07,1e+07,4e+07,2e+05,1.04987,8641
68,"UM",0,1,2e+06,1e+07,1.2e+07,177000,17700,1,2e+06,1e+07,1.2e+07,177000,NA,5531
68,"XS",1,1,1e+07,1.5e+07,2.5e+07,105668,7045,1,1e+07,1.5e+07,2.5e+07,105668,0.398,5531
68,"XS",2,1,2.5e+07,2.5e+07,5e+07,80800,3232,1,2.5e+07,2.5e+07,5e+07,80800,0.4588,5531
69,"UM",0,1,2e+06,2.5e+07,2.7e+07,27968,1119,1,2e+06,2.5e+07,2.7e+07,27968,NA,NA
69,"XS",1,1,2.5e+07,12500000,37500000,32320,2586,1,2.5e+07,12500000,37500000,32320,2.31121,NA
69,"XS",2,1,37500000,12500000,5e+07,32317,2585,1,37500000,12500000,5e+07,32317,0.99991,NA
69,"XS",3,1,5e+07,2.5e+07,7.5e+07,50753,2030,0.5,5e+07,5e+07,1e+08,101758,0.78719,NA
69,"XS",3,2,5e+07,2.5e+07,7.5e+07,51005,2040,0.5,5e+07,5e+07,1e+08,101758,0.78719,NA
70,"UM",0,1,2e+06,1.5e+07,1.7e+07,318000,21200,1,2e+06,1.5e+07,1.7e+07,318000,NA,NA
70,"XS",1,1,1.5e+07,1e+07,2.5e+07,1e+05,10000,1,1.5e+07,1e+07,2.5e+07,1e+05,0.4717,NA
70,"XS",2,1,2.5e+07,2.5e+07,5e+07,85000,3400,1,2.5e+07,2.5e+07,5e+07,85000,0.34,NA
75,"UM",0,1,5e+06,1e+07,1.5e+07,1256000,125600,1,5e+06,1e+07,1.5e+07,1256000,NA,3621
75,"XS",1,1,1e+07,1.5e+07,2.5e+07,860000,57333,1,1e+07,1.5e+07,2.5e+07,860000,0.45648,3621
75,"XS",2,1,2.5e+07,1.5e+07,4e+07,330000,22000,1,2.5e+07,1.5e+07,4e+07,330000,0.38372,3621
75,"XS",3,1,4e+07,1e+07,5e+07,185000,18500,1,4e+07,1e+07,5e+07,185000,0.84091,3621
75,"XS",4,1,5e+07,2.5e+07,7.5e+07,332000,13280,1,5e+07,2.5e+07,7.5e+07,332000,0.71784,3621
75,"XS",5,1,7.5e+07,2.5e+07,1e+08,215000,8600,1,7.5e+07,2.5e+07,1e+08,215000,0.64759,3621
77,"UM",0,1,NA,1e+07,1e+07,315000,31500,1,NA,1e+07,1e+07,315000,NA,NA
77,"XS",1,1,1e+07,1.5e+07,2.5e+07,198162,13211,1,1e+07,1.5e+07,2.5e+07,198162,0.41939,NA
77,"XS",2,1,2.5e+07,12500000,37500000,67000,5360,0.5,2.5e+07,2.5e+07,5e+07,134000,0.40573,NA
77,"XS",2,2,2.5e+07,12500000,37500000,67000,5360,0.5,2.5e+07,2.5e+07,5e+07,134000,0.40573,NA
77,"XS",3,1,5e+07,2.5e+07,7.5e+07,77543,3102,1,5e+07,2.5e+07,7.5e+07,77543,0.57868,NA
77,"XS",4,1,7.5e+07,2.5e+07,1e+08,48177,1927,1,7.5e+07,2.5e+07,1e+08,48177,0.62129,NA
78,"UM",0,1,2e+06,1e+07,1.2e+07,5e+05,50000,1,2e+06,1e+07,1.2e+07,5e+05,NA,5812
78,"XS",1,1,1e+07,1.5e+07,2.5e+07,250000,16667,1,1e+07,1.5e+07,2.5e+07,250000,0.33333,5812
78,"XS",2,1,2.5e+07,12500000,37500000,110000,8800,0.5,2.5e+07,2.5e+07,5e+07,220000,0.528,5812
78,"XS",2,2,2.5e+07,12500000,37500000,110000,8800,0.5,2.5e+07,2.5e+07,5e+07,220000,0.528,5812
78,"XS",3,1,5e+07,2.5e+07,7.5e+07,120000,4800,1,5e+07,2.5e+07,7.5e+07,120000,0.54545,5812
78,"XS",4,1,7.5e+07,12500000,87500000,39000,3120,0.5,7.5e+07,2.5e+07,1e+08,78000,0.65,5812
78,"XS",4,2,7.5e+07,12500000,87500000,39000,3120,0.5,7.5e+07,2.5e+07,1e+08,78000,0.65,5812
78,"XS",5,1,1e+08,2.5e+07,1.25e+08,72500,2900,1,1e+08,2.5e+07,1.25e+08,72500,0.92949,5812
78,"XS",6,1,1.25e+08,12500000,137500000,34000,2720,0.5,1.25e+08,2.5e+07,1.5e+08,68000,0.93793,5812
78,"XS",6,2,1.25e+08,12500000,137500000,34000,2720,0.5,1.25e+08,2.5e+07,1.5e+08,68000,0.93793,5812
79,"UM",0,1,1e+07,1e+07,2e+07,1660000,166000,1,1e+07,1e+07,2e+07,1660000,NA,5199
79,"XS",1,1,1e+07,1e+07,2e+07,744154,74415,1,1e+07,1e+07,2e+07,744154,0.44829,5199
79,"XS",2,1,2.5e+07,1.5e+07,4e+07,615000,41000,1,2.5e+07,1.5e+07,4e+07,615000,0.55096,5199
79,"XS",3,1,3.5e+07,1e+07,4.5e+07,251000,25100,1,3.5e+07,1e+07,4.5e+07,251000,0.6122,5199
79,"XS",4,1,4.5e+07,1e+07,5.5e+07,135000,13500,0.2,4.5e+07,5e+07,9.5e+07,666530,0.5311,5199
79,"XS",4,2,4.5e+07,1.5e+07,6e+07,198530,13235,0.3,4.5e+07,5e+07,9.5e+07,666530,0.5311,5199
79,"XS",4,3,4.5e+07,1e+07,5.5e+07,133000,13300,0.2,4.5e+07,5e+07,9.5e+07,666530,0.5311,5199
79,"XS",4,4,4.5e+07,1.5e+07,6e+07,2e+05,13333,0.3,4.5e+07,5e+07,9.5e+07,666530,0.5311,5199
80,"UM",0,1,2500000,1e+07,12500000,1175000,117500,1,2500000,1e+07,12500000,1175000,NA,5812
80,"XS",1,1,1e+07,7500000,17500000,3e+05,40000,0.5,1e+07,1.5e+07,2.5e+07,6e+05,0.34043,5812
80,"XS",1,2,1e+07,7500000,17500000,3e+05,40000,0.5,1e+07,1.5e+07,2.5e+07,6e+05,0.34043,5812
80,"XS",2,1,2.5e+07,1.5e+07,4e+07,266888,17793,1,2.5e+07,1.5e+07,4e+07,266888,0.44481,5812
80,"XS",3,1,4e+07,1e+07,5e+07,121000,12100,1,4e+07,1e+07,5e+07,121000,0.68006,5812
80,"XS",4,1,5e+07,2.5e+07,7.5e+07,196870,7875,1,5e+07,2.5e+07,7.5e+07,196870,0.65081,5812
80,"XS",5,1,7.5e+07,2.5e+07,1e+08,135000,5400,1,7.5e+07,2.5e+07,1e+08,135000,0.68573,5812
81,"UM",0,1,2e+06,1e+07,1.2e+07,166831,16683,1,2e+06,1e+07,1.2e+07,166831,NA,7373
81,"XS",1,1,1e+07,1.5e+07,2.5e+07,79208,5281,1,1e+07,1.5e+07,2.5e+07,79208,0.31652,7373
81,"XS",2,1,2.5e+07,1.5e+07,4e+07,29884,1992,1,2.5e+07,1.5e+07,4e+07,29884,0.37729,7373
81,"XS",3,1,4e+07,1.5e+07,5.5e+07,37351,2490,1,4e+07,1.5e+07,5.5e+07,37351,1.24987,7373
81,"XS",4,1,5.5e+07,1e+07,6.5e+07,30000,3000,1,5.5e+07,1e+07,6.5e+07,30000,1.20479,7373
81,"XS",5,1,6.5e+07,1e+07,7.5e+07,27000,2700,1,6.5e+07,1e+07,7.5e+07,27000,0.9,7373
82,"UM",0,1,2e+06,1e+07,1.2e+07,345500,34550,1,2e+06,1e+07,1.2e+07,345500,NA,NA
82,"XS",1,1,1e+07,1.5e+07,2.5e+07,232000,15467,1,1e+07,1.5e+07,2.5e+07,232000,0.44766,NA
82,"XS",2,1,2.5e+07,1.5e+07,4e+07,85000,5667,1,2.5e+07,1.5e+07,4e+07,85000,0.36638,NA
82,"XS",3,1,4e+07,1e+07,5e+07,35000,3500,1,4e+07,1e+07,5e+07,35000,0.61765,NA
84,"UM",0,1,2e+06,5e+06,7e+06,1997443,399489,1,2e+06,5e+06,7e+06,1997443,NA,9999
84,"XS",1,1,5e+06,1e+07,1.5e+07,885000,88500,1,5e+06,1e+07,1.5e+07,885000,0.22153,9999
84,"XS",2,1,1.5e+07,1e+07,2.5e+07,445000,44500,1,1.5e+07,1e+07,2.5e+07,445000,0.50282,9999
84,"XS",3,1,2.5e+07,2e+07,4.5e+07,672500,33625,1,2.5e+07,2e+07,4.5e+07,672500,0.75562,9999
84,"XS",4,1,4.5e+07,12500000,57500000,211547,16924,0.5,4.5e+07,2.5e+07,7e+07,421547,0.50147,9999
84,"XS",4,2,4.5e+07,12500000,57500000,210000,16800,0.5,4.5e+07,2.5e+07,7e+07,421547,0.50147,9999
84,"XS",5,1,7e+07,1e+07,8e+07,130000,13000,1,7e+07,1e+07,8e+07,130000,0.77097,9999
84,"XS",6,1,8e+07,1e+07,9e+07,95500,9550,1,8e+07,1e+07,9e+07,95500,0.73462,9999
85,"UM",0,1,2e+06,5e+06,7e+06,585674,117135,1,2e+06,5e+06,7e+06,585674,NA,6519
85,"XS",1,1,5e+06,5e+06,1e+07,231500,46300,1,5e+06,5e+06,1e+07,231500,0.39527,6519
85,"XS",2,1,1e+07,5e+06,1.5e+07,113373,22675,1,1e+07,5e+06,1.5e+07,113373,0.48973,6519
85,"XS",3,1,1.5e+07,1e+07,2.5e+07,125000,12500,1,1.5e+07,1e+07,2.5e+07,125000,0.55128,6519
85,"XS",4,1,2.5e+07,2.5e+07,5e+07,227503,9100,1,2.5e+07,2.5e+07,5e+07,227503,0.72801,6519
85,"XS",5,1,5e+07,1.25e+08,1.75e+08,46910,375,0.909,5e+07,137500000,187500000,129885,0.1038,6519
85,"XS",5,2,5e+07,12500000,62500000,82975,6638,0.091,5e+07,137500000,187500000,129885,0.1038,6519
85,"XS",6,1,7.5e+07,2.5e+07,1e+08,46930,1877,1,7.5e+07,2.5e+07,1e+08,46930,1.98726,6519
86,"UM",0,1,1e+06,1.5e+07,1.6e+07,399337,26622,1,1e+06,1.5e+07,1.6e+07,399337,NA,6512
86,"XS",1,1,1.5e+07,1e+07,2.5e+07,99000,9900,1,1.5e+07,1e+07,2.5e+07,99000,0.37187,6512
86,"XS",2,1,2.5e+07,2.5e+07,5e+07,113319,4533,1,2.5e+07,2.5e+07,5e+07,113319,0.45785,6512
86,"XS",3,1,5e+07,2.5e+07,7.5e+07,74750,2990,1,5e+07,2.5e+07,7.5e+07,74750,0.65964,6512
86,"XS",4,1,7.5e+08,2.5e+07,7.75e+08,45000,1800,1,7.5e+08,2.5e+07,7.75e+08,45000,0.60201,6512
87,"UM",0,1,NA,1e+07,1e+07,263749,26375,1,NA,1e+07,1e+07,263749,NA,NA
87,"XS",1,1,1e+07,1.5e+07,2.5e+07,160967,10731,1,1e+07,1.5e+07,2.5e+07,160967,0.40687,NA
87,"XS",2,1,2.5e+07,12500000,37500000,94330,7546,0.5,2.5e+07,2.5e+07,5e+07,188660,0.70322,NA
87,"XS",2,2,2.5e+07,12500000,37500000,94330,7546,0.5,2.5e+07,2.5e+07,5e+07,188660,0.70322,NA
87,"XS",3,1,5e+07,2.5e+07,7.5e+07,96296,3852,1,5e+07,2.5e+07,7.5e+07,96296,0.51042,NA
87,"XS",4,1,7.5e+07,2.5e+07,1e+08,77950,3118,1,7.5e+07,2.5e+07,1e+08,77950,0.80948,NA
87,"XS",5,1,1e+08,2.5e+07,1.25e+08,48682,1947,1,1e+08,2.5e+07,1.25e+08,48682,0.62453,NA
88,"UM",0,1,2e+06,1e+07,1.2e+07,79500,7950,1,2e+06,1e+07,1.2e+07,79500,NA,NA
88,"XS",1,1,1e+07,1.5e+07,2.5e+07,29500,1967,1,1e+07,1.5e+07,2.5e+07,29500,0.24738,NA
88,"XS",2,1,2.5e+07,2.5e+07,5e+07,35000,1400,1,2.5e+07,2.5e+07,5e+07,35000,0.71186,NA
89,"UM",0,1,2e+06,5e+06,7e+06,174675,34935,1,2e+06,5e+06,7e+06,174675,NA,NA
89,"XS",1,1,5e+06,1e+07,1.5e+07,121896,12190,1,5e+06,1e+07,1.5e+07,121896,0.34892,NA
89,"XS",2,1,1.5e+07,1e+07,2.5e+07,54742,5474,1,1.5e+07,1e+07,2.5e+07,54742,0.44909,NA
89,"XS",3,1,2.5e+07,1.5e+07,4e+07,41500,2767,1,2.5e+07,1.5e+07,4e+07,41500,0.5054,NA
89,"XS",4,1,4e+07,1.5e+07,5.5e+07,25154,1677,1,4e+07,1.5e+07,5.5e+07,25154,0.60612,NA
90,"UM",0,1,1e+06,1e+07,1.1e+07,358001,35800,1,1e+06,1e+07,1.1e+07,358001,NA,7521
90,"XS",1,1,1e+07,1.5e+07,2.5e+07,124059,8271,1,1e+07,1.5e+07,2.5e+07,124059,0.23102,7521
97,"UM",0,1,1e+06,1e+07,1.1e+07,650497,65050,1,1e+06,1e+07,1.1e+07,650497,NA,4214
97,"XS",1,1,1e+07,1.5e+07,2.5e+07,365000,24333,1,1e+07,1.5e+07,2.5e+07,365000,0.37407,4214
98,"UM",0,1,3e+06,1e+07,1.3e+07,694715,69472,1,3e+06,1e+07,1.3e+07,694715,NA,8742
98,"XS",1,1,7500000,1e+07,17500000,80000,8000,1,7500000,1e+07,17500000,80000,0.11516,8742
98,"XS",2,1,1e+07,1.5e+07,2.5e+07,424103,28274,1,1e+07,1.5e+07,2.5e+07,424103,3.53419,8742
98,"XS",3,1,2.5e+07,12500000,37500000,210000,16800,0.5,2.5e+07,2.5e+07,5e+07,420000,0.5942,8742
98,"XS",3,2,2.5e+07,12500000,37500000,210000,16800,0.5,2.5e+07,2.5e+07,5e+07,420000,0.5942,8742
98,"XS",4,1,5e+07,12500000,62500000,110000,8800,0.5,5e+07,2.5e+07,7.5e+07,220090,0.52402,8742
98,"XS",4,2,5e+07,12500000,62500000,110090,8807,0.5,5e+07,2.5e+07,7.5e+07,220090,0.52402,8742
98,"XS",5,1,7.5e+07,1.5e+07,9e+07,120000,8000,1,7.5e+07,1.5e+07,9e+07,120000,0.90872,8742
98,"XS",6,1,1e+08,2.5e+07,1.25e+08,170000,6800,0.714,1e+08,3.5e+07,1.35e+08,238000,0.85,8742
98,"XS",6,2,1e+08,1e+07,1.1e+08,68000,6800,0.286,1e+08,3.5e+07,1.35e+08,238000,0.85,8742
98,"XS",7,1,1.35e+08,1.5e+07,1.5e+08,93208,6214,1,1.35e+08,1.5e+07,1.5e+08,93208,0.9138,8742
98,"XS",8,1,1.5e+08,1.5e+07,1.65e+08,87870,5858,0.545,1.5e+08,27500000,177500000,166620,0.97506,8742
98,"XS",8,2,1.5e+08,12500000,162500000,78750,6300,0.455,1.5e+08,27500000,177500000,166620,0.97506,8742
98,"XS",9,1,177500000,1.5e+07,192500000,85800,5720,0.667,177500000,22500000,2e+08,132990,0.97553,8742
98,"XS",9,2,177500000,7500000,1.85e+08,47190,6292,0.333,177500000,22500000,2e+08,132990,0.97553,8742
98,"XS",10,1,2e+08,2.5e+07,2.25e+08,150000,6000,1,2e+08,2.5e+07,2.25e+08,150000,1.01511,8742
98,"XS",11,1,2.25e+08,2.5e+07,2.5e+08,135094,5404,1,2.25e+08,2.5e+07,2.5e+08,135094,0.90063,8742
98,"XS",12,1,2.5e+08,1.5e+07,2.65e+08,73000,4867,1,2.5e+08,1.5e+07,2.65e+08,73000,0.90061,8742
98,"XS",13,1,2.65e+08,1e+07,2.75e+08,51000,5100,1,2.65e+08,1e+07,2.75e+08,51000,1.04795,8742
99,"UM",0,1,2e+06,2.5e+07,2.7e+07,2964451,118578,1,2e+06,2.5e+07,2.7e+07,2964451,NA,5651
99,"XS",1,1,2.5e+07,1.5e+07,4e+07,315000,21000,1,2.5e+07,1.5e+07,4e+07,315000,0.1771,5651
99,"XS",2,1,4e+07,1e+07,5e+07,151547,15155,1,4e+07,1e+07,5e+07,151547,0.72165,5651
99,"XS",3,1,5e+07,2.5e+07,7.5e+07,315830,12633,1,5e+07,2.5e+07,7.5e+07,315830,0.83362,5651
99,"XS",4,1,7.5e+07,2.5e+07,1e+08,174028,6961,1,7.5e+07,2.5e+07,1e+08,174028,0.55102,5651
100,"UM",0,1,2e+06,1.5e+07,1.7e+07,1485055,99004,1,2e+06,1.5e+07,1.7e+07,1485055,NA,6726
100,"XS",1,1,1.5e+07,1e+07,2.5e+07,395000,39500,1,1.5e+07,1e+07,2.5e+07,395000,0.39898,6726
100,"XS",2,1,2.5e+07,12500000,37500000,230000,18400,0.5,2.5e+07,2.5e+07,5e+07,460000,0.46582,6726
100,"XS",2,2,2.5e+07,12500000,37500000,230000,18400,0.5,2.5e+07,2.5e+07,5e+07,460000,0.46582,6726
100,"XS",3,1,5e+07,12500000,62500000,167168,13373,0.5,5e+07,2.5e+07,7.5e+07,334336,0.72682,6726
100,"XS",3,2,5e+07,12500000,62500000,167168,13373,0.5,5e+07,2.5e+07,7.5e+07,334336,0.72682,6726
100,"XS",4,1,7.5e+07,12500000,87500000,102000,8160,0.5,7.5e+07,2.5e+07,1e+08,204000,0.61016,6726
100,"XS",4,2,7.5e+07,12500000,87500000,102000,8160,0.5,7.5e+07,2.5e+07,1e+08,204000,0.61016,6726
101,"UM",0,1,2e+06,5e+06,7e+06,725000,145000,1,2e+06,5e+06,7e+06,725000,NA,6798
101,"XS",1,1,5e+06,5e+06,1e+07,606900,121380,1,5e+06,5e+06,1e+07,606900,0.8371,6798
101,"XS",2,1,1e+07,1.5e+07,2.5e+07,373000,24867,1,1e+07,1.5e+07,2.5e+07,373000,0.20487,6798
101,"XS",3,1,2.5e+07,1.5e+07,4e+07,185000,12333,1,2.5e+07,1.5e+07,4e+07,185000,0.49598,6798
101,"XS",4,1,4e+07,1e+07,5e+07,111000,11100,1,4e+07,1e+07,5e+07,111000,0.9,6798
101,"XS",5,1,5e+07,1.5e+07,6.5e+07,140000,9333,0.5,5e+07,3e+07,8e+07,280000,0.84084,6798
101,"XS",5,2,5e+07,1.5e+07,6.5e+07,140000,9333,0.5,5e+07,3e+07,8e+07,280000,0.84084,6798
101,"XS",6,1,8e+07,1e+07,9e+07,80000,8000,1,8e+07,1e+07,9e+07,80000,0.85714,6798
101,"XS",7,1,9e+07,1e+07,1e+08,81818,8182,1,9e+07,1e+07,1e+08,81818,1.02273,6798
101,"XS",8,1,1e+08,1e+07,1.1e+08,62000,6200,1,1e+08,1e+07,1.1e+08,62000,0.75778,6798
101,"XS",9,1,1.1e+08,1.5e+07,1.25e+08,86000,5733,1,1.1e+08,1.5e+07,1.25e+08,86000,0.92473,6798
101,"XS",10,1,1.25e+08,2.5e+07,1.5e+08,130711,5228,1,1.25e+08,2.5e+07,1.5e+08,130711,0.91194,6798
101,"XS",11,1,1.5e+08,1.5e+07,1.65e+08,72720,4848,1,1.5e+08,1.5e+07,1.65e+08,72720,0.92724,6798
101,"XS",12,1,1.65e+08,1e+07,1.75e+08,45000,4500,1,1.65e+08,1e+07,1.75e+08,45000,0.92822,6798
101,"XS",13,1,1.75e+08,2.5e+07,2e+08,110000,4400,1,1.75e+08,2.5e+07,2e+08,110000,0.97778,6798
102,"UM",0,1,NA,1e+07,1e+07,457891,45789,1,NA,1e+07,1e+07,457891,NA,NA
102,"XS",1,1,1e+07,1.5e+07,2.5e+07,468096,31206,1,1e+07,1.5e+07,2.5e+07,468096,0.68152,NA
102,"XS",2,1,2.5e+07,2.5e+07,5e+07,429000,17160,1,2.5e+07,2.5e+07,5e+07,429000,0.54989,NA
102,"XS",3,1,5e+07,2.5e+07,7.5e+07,275000,11000,1,5e+07,2.5e+07,7.5e+07,275000,0.64103,NA
106,"UM",0,1,5e+06,2e+07,2.5e+07,172338,8617,1,5e+06,2e+07,2.5e+07,172338,NA,6021
106,"XS",1,1,2.5e+07,2.5e+07,5e+07,28958,1158,1,2.5e+07,2.5e+07,5e+07,28958,0.13442,6021
108,"UM",0,1,2e+06,1e+07,1.2e+07,167260,16726,1,2e+06,1e+07,1.2e+07,167260,NA,3677
108,"XS",1,1,1e+07,1.5e+07,2.5e+07,85000,5667,1,1e+07,1.5e+07,2.5e+07,85000,0.33879,3677
108,"XS",2,1,2.5e+07,2.5e+07,5e+07,53925,2157,1,2.5e+07,2.5e+07,5e+07,53925,0.38065,3677
108,"XS",3,1,5e+07,2.5e+07,7.5e+07,49505,1980,1,5e+07,2.5e+07,7.5e+07,49505,0.91803,3677
108,"XS",4,1,7.5e+07,2.5e+07,1e+08,27500,1100,0.5,7.5e+07,5e+07,1.25e+08,149500,1.50995,3677
108,"XS",4,2,7.5e+07,2.5e+07,1e+08,122000,4880,0.5,7.5e+07,5e+07,1.25e+08,149500,1.50995,3677
108,"XS",5,1,1e+08,2.5e+07,1.25e+08,115500,4620,0.5,1e+08,5e+07,1.5e+08,161750,1.08194,3677
108,"XS",5,2,1e+08,2.5e+07,1.25e+08,46250,1850,0.5,1e+08,5e+07,1.5e+08,161750,1.08194,3677
108,"XS",6,1,1.25e+08,2.5e+07,1.5e+08,46250,1850,1,1.25e+08,2.5e+07,1.5e+08,46250,0.57187,3677
109,"UM",0,1,2e+06,1e+07,1.2e+07,189000,18900,1,2e+06,1e+07,1.2e+07,189000,NA,NA
109,"XS",1,1,1e+07,1.5e+07,2.5e+07,160000,10667,1,1e+07,1.5e+07,2.5e+07,160000,0.56437,NA
109,"XS",2,1,2.5e+07,2.5e+07,5e+07,115000,4600,1,2.5e+07,2.5e+07,5e+07,115000,0.43125,NA
109,"XS",3,1,5e+07,2.5e+07,7.5e+07,73200,2928,1,5e+07,2.5e+07,7.5e+07,73200,0.63652,NA
109,"XS",4,1,7.5e+07,2.5e+07,1e+08,60000,2400,1,7.5e+07,2.5e+07,1e+08,60000,0.81967,NA
110,"UM",0,1,1e+07,5e+06,1.5e+07,495000,99000,1,1e+07,5e+06,1.5e+07,495000,NA,NA
110,"XS",1,1,5e+06,1e+07,1.5e+07,575000,57500,1,5e+06,1e+07,1.5e+07,575000,0.58081,NA
110,"XS",2,1,1.5e+07,1e+07,2.5e+07,290000,29000,1,1.5e+07,1e+07,2.5e+07,290000,0.50435,NA
110,"XS",3,1,2.5e+07,2.5e+07,5e+07,229000,9160,1,2.5e+07,2.5e+07,5e+07,229000,0.31586,NA
110,"XS",4,1,5e+07,1e+07,6e+07,83480,8348,1,5e+07,1e+07,6e+07,83480,0.91135,NA
114,"UM",0,1,2e+06,1.5e+07,1.7e+07,276816,18454,1,2e+06,1.5e+07,1.7e+07,276816,NA,2711
114,"XS",1,1,1.5e+07,1e+07,2.5e+07,71104,7110,1,1.5e+07,1e+07,2.5e+07,71104,0.3853,2711
114,"XS",2,1,2.5e+07,1.5e+07,4e+07,56257,3750,0.5,2.5e+07,3e+07,5.5e+07,112529,0.52753,2711
114,"XS",2,2,2.5e+07,1.5e+07,4e+07,56272,3751,0.5,2.5e+07,3e+07,5.5e+07,112529,0.52753,2711
114,"XS",3,1,5.5e+07,1.5e+07,7e+07,50000,3333,0.5,5.5e+07,3e+07,8.5e+07,1e+05,0.88866,2711
114,"XS",3,2,5.5e+07,1.5e+07,7e+07,50000,3333,0.5,5.5e+07,3e+07,8.5e+07,1e+05,0.88866,2711
114,"XS",4,1,8.5e+07,1.5e+07,1e+08,41500,2767,1,8.5e+07,1.5e+07,1e+08,41500,0.83,2711
114,"XS",5,1,1e+08,2.5e+07,1.25e+08,42000,1680,0.5,1e+08,5e+07,1.5e+08,84000,0.60723,2711
114,"XS",5,2,1e+08,2.5e+07,1.25e+08,42000,1680,0.5,1e+08,5e+07,1.5e+08,84000,0.60723,2711
115,"UM",0,1,3e+06,1.5e+07,1.8e+07,430000,28667,1,3e+06,1.5e+07,1.8e+07,430000,NA,2024
115,"XS",1,1,1.5e+07,1e+07,2.5e+07,92920,9292,1,1.5e+07,1e+07,2.5e+07,92920,0.32414,2024
115,"XS",2,1,2.5e+07,2.5e+07,5e+07,107000,4280,1,2.5e+07,2.5e+07,5e+07,107000,0.46061,2024
115,"XS",3,1,5e+07,2.5e+07,7.5e+07,53400,2136,1,5e+07,2.5e+07,7.5e+07,53400,0.49907,2024
115,"XS",4,1,7.5e+07,2.5e+07,1e+08,38000,1520,1,7.5e+07,2.5e+07,1e+08,38000,0.71161,2024
116,"UM",0,1,4e+06,1.5e+07,1.9e+07,582056,38804,1,4e+06,1.5e+07,1.9e+07,582056,NA,7361
116,"XS",1,1,1.5e+07,1e+07,2.5e+07,71000,7100,1,1.5e+07,1e+07,2.5e+07,71000,0.18297,7361
116,"XS",2,1,2.5e+07,1e+07,3.5e+07,66900,6690,1,2.5e+07,1e+07,3.5e+07,66900,0.94225,7361
116,"XS",3,1,3.5e+07,1.5e+07,5e+07,73917,4928,1,3.5e+07,1.5e+07,5e+07,73917,0.73659,7361
