"date","Close","RR","RealizedVariance","atm1W","atm1M","returns","es_5","es_2.5","es_1","es_95","es_97.5","es_99"
2010-10-27,1.37937,-0.377006911793383,0.16419912493719,0.159121,0.145985,-0.00377006911793383,0,0,0,0,0,0
2010-10-28,1.39436,1.08672799901405,0.358974135948496,0.160218,0.137048,0.0108672799901405,0,0,0,0,0,0
2010-10-29,1.39467,0.0222324220430902,0.34110351434556,0.16808,0.138402,0.000222324220430902,0,0,0,0,0,0
2010-11-01,1.39098,-0.4501635331754,0.366106983054662,0.189859,0.149863,-0.004501635331754,0,0,0,0,0,0
2010-11-02,1.40328,0.884268645127894,0.461636895865648,0.188555,0.142993,0.00884268645127894,0,0,0,0,0,0
2010-11-03,1.41264,0.667008722421741,0.522190180714988,0.167351,0.134773,0.00667008722421741,0,0,0,0,0,0
2010-11-04,1.42274,0.714973383169102,0.388232019674827,0.141553,0.127905,0.00714973383169102,0,0,0,0,0,0
2010-11-05,1.40296,-1.39027510297032,0.774706135944673,0.137075,0.134037,-0.0139027510297032,0,0,0,0,0,0
2010-11-08,1.38641,-1.49560200645134,1.18154176696474,0.152132,0.140099,-0.0149560200645134,0,0,0,0,0,0
2010-11-09,1.37695,-0.682337836570713,1.11827254425667,0.158145,0.140817,-0.00682337836570713,0,0,0,0,0,0
2010-11-10,1.37747,0.0377646247140474,1.02957765047529,0.166994,0.141292,0.000377646247140474,0,0,0,0,0,0
2010-11-11,1.36203,-1.12089555489411,1.17862163174351,0.161195,0.142132,-0.0112089555489411,0,0,0,0,0,0
2010-11-12,1.36907,0.51687554605992,0.845480725378636,0.144725,0.139227,0.0051687554605992,0,0,0,0,0,0
2010-11-15,1.35738,-0.840827239588273,0.539513742405109,0.171937,0.140062,-0.00840827239588273,0,0,0,0,0,0
2010-11-16,1.34949,-0.581266852318434,0.513970988482745,0.15974,0.139805,-0.00581266852318434,0,0,0,0,0,0
2010-11-17,1.35538,0.436461181631576,0.551785427721032,0.134691,0.132562,0.00436461181631576,0,0,0,0,0,0
2010-11-18,1.36575,0.765099086603018,0.417579381188912,0.134364,0.130399,0.00765099086603018,0,0,0,0,0,0
2010-11-19,1.36726,0.110561962291774,0.366592104667125,0.115408,0.127096,0.00110561962291774,0,0,0,0,0,0
2010-11-22,1.36008,-1.03182803836247,0.438127835450587,0.130991,0.131633,-0.0103182803836247,0,0,0,0,0,0
2010-11-23,1.33866,-1.57490735839068,0.866620242232375,0.137219,0.140504,-0.0157490735839068,0,0,0,0,0,0
2010-11-24,1.33588,-0.207670356924089,0.837145965047124,0.136127,0.138987,-0.00207670356924089,0,0,0,0,0,0
2010-11-25,1.33405,-0.136988352247208,0.72382380431325,0.15291,0.143163,-0.00136988352247208,0,0,0,0,0,0
2010-11-26,1.32384,-0.765338630486118,0.838527658674962,0.14636,0.144916,-0.00765338630486118,0,0,0,0,0,0
2010-11-29,1.31015,-1.03336531125599,0.83916261182621,0.175274,0.157072,-0.0103336531125599,0,0,0,0,0,0
2010-11-30,1.29967,-0.79990840743425,0.471066666380386,0.185086,0.161503,-0.0079990840743425,0,0,0,0,0,0
2010-12-01,1.31256,0.991790223672151,0.659170840505722,0.179363,0.153159,0.00991790223672151,0,0,0,0,0,0
2010-12-02,1.32129,0.665112452002204,0.743892593537117,0.17739,0.144335,0.00665112452002204,0,0,0,0,0,0
2010-12-03,1.33967,1.39106479274042,1.01375620119463,0.121238,0.122959,0.0139106479274042,0,0,0,0,0,0
2010-12-06,1.32894,-0.930357382475291,0.97330039971845,0.146216,0.131243,-0.00930357382475291,0,0,0,0,0,0
2010-12-07,1.32494,-0.300991767875149,0.863448916527371,0.152161,0.13063,-0.00300991767875149,0,0,0,0,0,0
2010-12-08,1.32489,-0.00377375579272311,0.666722195219597,0.145358,0.131693,-3.77375579272311e-05,0,0,0,0,0,0
2010-12-09,1.32416,-0.0550989138720873,0.578854458519897,0.135109,0.125388,-0.000550989138720873,0,0,0,0,0,0
2010-12-10,1.32237,-0.135180038666019,0.195496935570259,0.118469,0.120176,-0.00135180038666019,0,0,0,0,0,0
2010-12-13,1.33951,1.4941771039332,0.468897007328644,0.129898,0.120756,0.014941771039332,0,0,0,0,0,0
2010-12-14,1.33575,-0.280699658830467,0.466536258156431,0.122665,0.120253,-0.00280699658830467,0,0,0,0,0,0
2010-12-15,1.32252,-0.990454800673784,0.662733552345423,0.129503,0.126183,-0.00990454800673784,0,0,0,0,0,0
2010-12-16,1.32396,0.1088830414663,0.664497477627237,0.125581,0.132682,0.001088830414663,0,0,0,0,0,0
2010-12-17,1.3186,-0.404846067857037,0.693622816788349,0.120592,0.131169,-0.00404846067857037,0,0,0,0,0,0
2010-12-20,1.31178,-0.349443169905359,0.27153187900341,0.129614,0.133093,-0.00349443169905359,0,0,0,0,0,0
2010-12-21,1.30914,-0.201253258930612,0.26387399415594,0.123141,0.12851,-0.00201253258930612,0,0,0,0,0,0
2010-12-22,1.31153,0.182562598347015,0.0743396721834335,0.117796,0.127002,0.00182562598347015,0,0,0,0,0,0
2010-12-23,1.31241,0.0670972070787547,0.072868975879197,0.10234,0.123748,0.000670972070787547,0,0,0,0,0,0
2010-12-24,1.31197,-0.0335261084569606,0.0403137081369896,0.11162,0.130965,-0.000335261084569606,0,0,0,0,0,0
2010-12-27,1.31894,0.83330784991284,0.15477199688356,0.125843,0.128713,0.0083330784991284,0,0,0,0,0,0
2010-12-28,1.30864,-0.780930140870697,0.268641799021588,0.127859,0.129436,-0.00780930140870697,0,0,0,0,0,0
2010-12-29,1.32239,1.05070913314586,0.482773915053768,0.118186,0.128862,0.0105070913314586,0,0,0,0,0,0
2010-12-30,1.3302,0.590597327566005,0.551634548679836,0.121251,0.130992,0.00590597327566005,0,0,0,0,0,0
2010-12-31,1.33836,0.613441587731164,0.626671865001808,0.132176,0.125673,0.00613441587731164,0,0,0,0,0,0
2011-01-03,1.33566,-0.00598918951291853,0.487798644534741,0.152268,0.140775,-5.98918951291853e-05,0,0,0,0,0,0
2011-01-04,1.33192,-0.280011380141659,0.381509542152442,0.143216,0.135653,-0.00280011380141659,0,0,0,0,0,0
2011-01-05,1.31566,-1.22079404168418,0.458779224099539,0.141029,0.13634,-0.0122079404168418,0,0,0,0,0,0
2011-01-06,1.29803,-1.34001185716675,0.748144538903413,0.150409,0.140176,-0.0134001185716675,0,0,0,0,0,0
2011-01-07,1.29046,-0.58319145166137,0.740904876449965,0.127949,0.134391,-0.0058319145166137,0,0,0,0,0,0
2011-01-10,1.29653,0.542833435437709,0.799831330097582,0.143055,0.140986,0.00542833435437709,0,0,0,0,0,0
2011-01-11,1.29823,0.131119218220946,0.787588505373189,0.137616,0.142514,0.00131119218220946,0,0,0,0,0,0
2011-01-12,1.31273,1.11690532494242,0.739016387907816,0.138388,0.141783,0.0111690532494242,0,0,0,0,0,0
2011-01-13,1.33514,1.70712941732116,0.962748201934976,0.131223,0.141206,0.0170712941732116,0,0,0,0,0,0
2011-01-14,1.33873,0.268885659930792,0.909185647700081,0.128103,0.133931,0.00268885659930792,0,0,0,0,0,0
2011-01-17,1.32823,-0.729452387536528,0.956672177110808,0.158843,0.136936,-0.00729452387536528,0,0,0,0,0,0
2011-01-18,1.33787,0.725777914969536,1.05858444360494,0.135674,0.137762,0.00725777914969536,0,0,0,0,0,0
2011-01-19,1.3453,0.555360386285667,0.870773974359066,0.1312,0.141351,0.00555360386285667,0,0,0,0,0,0
2011-01-20,1.34663,0.0988627072028584,0.289870571837506,0.129824,0.14034,0.000988627072028584,0,0,0,0,0,0
2011-01-21,1.36203,1.14359549393672,0.536972802964697,0.118151,0.134463,0.0114359549393672,0,0,0,0,0,0
2011-01-24,1.36437,0.174744307961149,0.436659760461113,0.12898,0.142408,0.00174744307961149,0,0,0,0,0,0
2011-01-25,1.36858,0.308567324112948,0.350351802791653,0.125842,0.142505,0.00308567324112948,0,0,0,0,0,0
2011-01-26,1.37109,0.183401774101625,0.295394013209305,0.117514,0.138805,0.00183401774101625,0,0,0,0,0,0
2011-01-27,1.3723,0.0882509536208532,0.294996892397207,0.114199,0.135697,0.000882509536208532,0,0,0,0,0,0
2011-01-28,1.3606,-0.852583254390443,0.178814402780131,0.121269,0.130227,-0.00852583254390443,0,0,0,0,0,0
2011-01-31,1.37145,1.04251086716276,0.390073069777656,0.133702,0.122971,0.0104251086716276,0,0,0,0,0,0
2011-02-01,1.38294,0.837799409384228,0.511411881148524,0.123202,0.129575,0.00837799409384228,0,0,0,0,0,0
2011-02-02,1.38171,-0.088940951885119,0.506266737584245,0.12647,0.125658,-0.00088940951885119,0,0,0,0,0,0
2011-02-03,1.36248,-1.39175369650651,0.892104761769153,0.125383,0.124121,-0.0139175369650651,0,0,0,0,0,0
2011-02-04,1.35776,-0.346427103517104,0.770727468246004,0.112999,0.11374,-0.00346427103517104,0,0,0,0,0,0
2011-02-07,1.35935,0.145132534736038,0.557574377143296,0.125796,0.122704,0.00145132534736038,0,0,0,0,0,0
2011-02-08,1.36262,0.240556148159038,0.428766259153807,0.101942,0.122847,0.00240556148159038,0,0,0,0,0,0
2011-02-09,1.37205,0.69204914062615,0.522970563177639,0.105521,0.125296,0.0069204914062615,0,0,0,0,0,0
2011-02-10,1.3604,-0.849094420757256,0.279767159901953,0.10754,0.128745,-0.00849094420757256,0,0,0,0,0,0
2011-02-11,1.35395,-0.474125257277276,0.300723764209352,0.104438,0.126625,-0.00474125257277276,0,0,0,0,0,0
2011-02-14,1.34798,-0.243474657174363,0.308367055418805,0.117035,0.13045,-0.00243474657174363,0,0,0,0,0,0
2011-02-15,1.34985,0.138726093858962,0.300642589158855,0.107696,0.120776,0.00138726093858962,0,0,0,0,0,0
2011-02-16,1.35747,0.564507167463049,0.268589854974008,0.107081,0.123453,0.00564507167463049,0,0,0,0,0,0
2011-02-17,1.36238,0.361702284396706,0.150563296409347,0.097875,0.126154,0.00361702284396706,0,0,0,0,0,0
2011-02-18,1.36916,0.497658509373303,0.155137142882029,0.085387,0.121589,0.00497658509373303,0,0,0,0,0,0
2011-02-21,1.36818,-0.229704009975716,0.15383394758458,0.112866,0.111284,-0.00229704009975716,0,0,0,0,0,0
2011-02-22,1.36733,-0.0621263284070822,0.150756897897375,0.115676,0.129058,-0.000621263284070822,0,0,0,0,0,0
2011-02-23,1.37614,0.644321414727972,0.170053246569356,0.115129,0.12904,0.00644321414727972,0,0,0,0,0,0
2011-02-24,1.38207,0.430915459182931,0.181025164654364,0.11567,0.129094,0.00430915459182931,0,0,0,0,0,0
2011-02-25,1.37587,-0.448602458630893,0.171741199441969,0.104472,0.124156,-0.00448602458630893,0,0,0,0,0,0
2011-02-28,1.38213,0.631985146892863,0.241069458180822,0.116183,0.128936,0.00631985146892863,0,0,0,0,0,0
2011-03-01,1.37691,-0.377677931887739,0.268825646091553,0.116973,0.129326,-0.00377677931887739,0,0,0,0,0,0
2011-03-02,1.38661,0.704475964296855,0.285052905850539,0.120348,0.126563,0.00704475964296855,0,0,0,0,0,0
2011-03-03,1.39566,0.652670902416686,0.333111140630254,0.110068,0.122752,0.00652670902416686,0,0,0,0,0,0
2011-03-04,1.39845,0.199905421091102,0.300854742928639,0.098758,0.113988,0.00199905421091102,0,0,0,0,0,0
2011-03-07,1.39632,-0.198699163748124,0.228869969284842,0.101808,0.104688,-0.00198699163748124,0,0,0,0,0,0
2011-03-08,1.38951,-0.487710553454794,0.247914162028078,0.10319,0.102324,-0.00487710553454794,0,0,0,0,0,0
2011-03-09,1.39043,0.0662103907132753,0.149533648341362,0.101935,0.09955,0.000662103907132753,0,0,0,0,0,0
2011-03-10,1.38015,-0.739339628747946,0.17366240429651,0.101636,0.10424,-0.00739339628747946,0,0,0,0,0,0
2011-03-11,1.39013,0.723109806905054,0.270247527388641,0.09822,0.102456,0.00723109806905054,0,0,0,0,0,0
2011-03-14,1.39913,0.391771366248827,0.293048216536295,0.114778,0.105196,0.00391771366248827,0,0,0,0,0,0
2011-03-15,1.39866,-0.0335923037887809,0.245701588320826,0.114877,0.105671,-0.000335923037887809,0,0,0,0,0,0
2011-03-16,1.38851,-0.725694593396544,0.35015135373014,0.12348,0.106007,-0.00725694593396544,0,0,0,0,0,0
2011-03-17,1.40317,1.05580802442907,0.463772853292474,0.118781,0.106493,0.0105580802442907,0,0,0,0,0,0
2011-03-18,1.41814,1.06687001575005,0.586837620825322,0.100216,0.101918,0.0106687001575005,0,0,0,0,0,0
2011-03-21,1.42167,0.3345260528043,0.578522196143793,0.109377,0.105134,0.003345260528043,0,0,0,0,0,0
2011-03-22,1.41688,-0.336927697707631,0.601000562265538,0.10685,0.105373,-0.00336927697707631,0,0,0,0,0,0
2011-03-23,1.41053,-0.448167805318718,0.535844910033383,0.111959,0.105796,-0.00448167805318718,0,0,0,0,0,0
2011-03-24,1.41705,0.462237598633128,0.355631512661642,0.10795,0.104947,0.00462237598633128,0,0,0,0,0,0
2011-03-25,1.40856,-0.599131999576577,0.199781017143667,0.106599,0.102777,-0.00599131999576577,0,0,0,0,0,0
2011-03-28,1.4074,0.271446790017034,0.192136153104812,0.120258,0.105399,0.00271446790017034,0,0,0,0,0,0
2011-03-29,1.41214,0.336791246269715,0.192117767121081,0.115333,0.105226,0.00336791246269715,0,0,0,0,0,0
2011-03-30,1.41281,0.0474457206792491,0.152397110058396,0.108614,0.10514,0.000474457206792491,0,0,0,0,0,0
2011-03-31,1.41569,0.203849066753491,0.117975278943626,0.106935,0.103853,0.00203849066753491,0,0,0,0,0,0
2011-04-01,1.42328,0.536134323192239,0.10367145086126,0.09773,0.099602,0.00536134323192239,0,0,0,0,0,0
2011-04-04,1.42065,-0.203015018896558,0.097177798478664,0.109156,0.098945,-0.00203015018896558,0,0,0,0,0,0
2011-04-05,1.42326,0.183718720304086,0.0812426434039167,0.107165,0.095371,0.00183718720304086,0,0,0,0,0,0
2011-04-06,1.43251,0.649916389134802,0.165270686694966,0.110997,0.096187,0.00649916389134802,0,0,0,0,0,0
2011-04-07,1.42984,-0.18638613343013,0.163907756438719,0.100803,0.098153,-0.0018638613343013,0,0,0,0,0,0
2011-04-08,1.44798,1.26867341800481,0.428326202248163,0.094408,0.101609,0.0126867341800481,0,0,0,0,0,0
2011-04-11,1.44242,-0.392238105103232,0.450853328887644,0.106527,0.101471,-0.00392238105103232,0,0,0,0,0,0
2011-04-12,1.44831,0.408341537138971,0.477451377440213,0.098208,0.116369,0.00408341537138971,0,0,0,0,0,0
2011-04-13,1.44524,-0.211971194012325,0.401959472285211,0.089131,0.11955,-0.00211971194012325,0,0,0,0,0,0
2011-04-14,1.45019,0.342503667210983,0.418473266548799,0.099932,0.118856,0.00342503667210983,0,0,0,0,0,0
2011-04-15,1.44295,-0.499244926526878,0.146415917570961,0.092977,0.090224,-0.00499244926526878,0,0,0,0,0,0
2011-04-18,1.42384,-1.10505296058344,0.359874180490811,0.115649,0.114964,-0.0110505296058344,0,0,0,0,0,0
2011-04-19,1.43659,0.895465782672213,0.48689741188756,0.107609,0.117129,0.00895465782672213,0,0,0,0,0,0
2011-04-20,1.45189,1.06502203133809,0.70476543991646,0.105348,0.119858,0.0106502203133809,0,0,0,0,0,0
2011-04-21,1.45598,0.281701781815437,0.697174866281464,0.101784,0.113206,0.00281701781815437,0,0,0,0,0,0
2011-04-22,1.45596,-0.0013736452423887,0.647326144329149,0.110055,0.112305,-1.3736452423887e-05,0,0,0,0,0,0
2011-04-25,1.45523,-0.24677309899029,0.415277127667357,0.131091,0.114359,-0.0024677309899029,0,0,0,0,0,0
2011-04-26,1.47057,1.05412890058616,0.477142881890201,0.128484,0.118974,0.0105412890058616,0,0,0,0,0,0
2011-04-27,1.4789,0.566447023943109,0.314460942629899,0.118814,0.119792,0.00566447023943109,0,0,0,0,0,0
2011-04-28,1.48416,0.355669754547286,0.323889958714246,0.112469,0.118267,0.00355669754547286,0,0,0,0,0,0
2011-04-29,1.48096,-0.215610176800336,0.33318713100197,0.106319,0.113185,-0.00215610176800336,0,0,0,0,0,0
2011-05-02,1.47952,-0.148476095348648,0.325416768702912,0.123999,0.111469,-0.00148476095348648,0,0,0,0,0,0
2011-05-03,1.4838,0.289283010706179,0.119916152949363,0.128949,0.113148,0.00289283010706179,0,0,0,0,0,0
2011-05-04,1.48284,-0.0646987464617921,0.0565808923213077,0.134162,0.113111,-0.000646987464617921,0,0,0,0,0,0
2011-05-05,1.45585,-1.82015591702408,0.693874209916915,0.148057,0.123225,-0.0182015591702408,0,0,0,0,0,0
2011-05-06,1.43215,-1.62791496376688,1.21459808610016,0.149809,0.134139,-0.0162791496376688,0,0,0,0,0,0
2011-05-09,1.43691,-0.143851895092358,1.2143277294665,0.156049,0.128826,-0.00143851895092358,0,0,0,0,0,0
2011-05-10,1.44012,0.223396037330115,1.20757195530881,0.14167,0.121552,0.00223396037330115,0,0,0,0,0,0
2011-05-11,1.42076,-1.34433241674305,1.56818069909131,0.139342,0.126364,-0.0134433241674305,0,0,0,0,0,0
2011-05-12,1.42306,0.161885188209125,0.910828549468057,0.139118,0.12711,0.00161885188209125,0,0,0,0,0,0
2011-05-13,1.41107,-0.84255056006071,0.522785412868559,0.114617,0.133039,-0.0084255056006071,0,0,0,0,0,0
2011-05-16,1.41458,0.563750755340703,0.582209722153669,0.152137,0.131629,0.00563750755340703,0,0,0,0,0,0
2011-05-17,1.42672,0.858205262339354,0.719531818716102,0.144286,0.131533,0.00858205262339354,0,0,0,0,0,0
2011-05-18,1.4259,-0.0574744869350709,0.358746552704549,0.13871,0.130925,-0.000574744869350709,0,0,0,0,0,0
2011-05-19,1.43266,0.474086541833235,0.398456799701727,0.131044,0.130418,0.00474086541833235,0,0,0,0,0,0
2011-05-20,1.41575,-1.18032191866877,0.535110476787988,0.124119,0.125874,-0.0118032191866877,0,0,0,0,0,0
2011-05-23,1.40144,-0.731705589437369,0.578626107881323,0.146986,0.131302,-0.00731705589437369,0,0,0,0,0,0
2011-05-24,1.4093,0.560851695399017,0.494233778266322,0.138667,0.131252,0.00560851695399017,0,0,0,0,0,0
2011-05-25,1.40702,-0.161782445185557,0.498807826850675,0.137645,0.131189,-0.00161782445185557,0,0,0,0,0,0
2011-05-26,1.4145,0.531620019615937,0.510380186072486,0.134212,0.131365,0.00531620019615937,0,0,0,0,0,0
2011-05-27,1.43107,1.17143867090845,0.506201931674451,0.129179,0.124894,0.0117143867090845,0,0,0,0,0,0
2011-05-30,1.43342,0.306499468174427,0.417911702549914,0.167926,0.142029,0.00306499468174427,0,0,0,0,0,0
2011-05-31,1.4425,0.633450070460854,0.435252576056896,0.13849,0.13172,0.00633450070460854,0,0,0,0,0,0
2011-06-01,1.4346,-0.547660311958391,0.490004227601725,0.145546,0.131421,-0.00547660311958391,0,0,0,0,0,0
2011-06-02,1.44876,0.987034713508989,0.62832776368479,0.144021,0.129745,0.00987034713508989,0,0,0,0,0,0
2011-06-03,1.46365,1.0277754769596,0.565138537952745,0.097094,0.123361,0.010277754769596,0,0,0,0,0,0
2011-06-06,1.45911,-0.423798214724432,0.582271138515227,0.121468,0.119347,-0.00423798214724432,0,0,0,0,0,0
2011-06-07,1.46794,0.605163421537795,0.575263893515321,0.112884,0.114031,0.00605163421537795,0,0,0,0,0,0
2011-06-08,1.45927,-0.590623594969819,0.585044776243463,0.117012,0.118112,-0.00590623594969819,0,0,0,0,0,0
2011-06-09,1.45379,-0.375530230868869,0.418401861968394,0.116995,0.116603,-0.00375530230868869,0,0,0,0,0,0
2011-06-10,1.43466,-1.3158709304645,0.553440636888791,0.115849,0.119373,-0.013158709304645,0,0,0,0,0,0
2011-06-13,1.44153,0.546139359698682,0.577173291570485,0.130808,0.123378,0.00546139359698682,0,0,0,0,0,0
2011-06-14,1.44339,0.129029572745623,0.507258464345603,0.124755,0.122782,0.00129029572745623,0,0,0,0,0,0
2011-06-15,1.41927,-1.67106603204954,0.99598355485255,0.153743,0.127397,-0.0167106603204954,0,0,0,0,0,0
2011-06-16,1.42025,0.0690495818272761,0.968732532943369,0.151103,0.136623,0.000690495818272761,0,0,0,0,0,0
2011-06-17,1.43005,0.690019362788244,0.717654616019606,0.150248,0.131533,0.00690019362788244,0,0,0,0,0,0
2011-06-20,1.43625,0.730095943443867,0.764608993303827,0.170586,0.137385,0.00730095943443867,0,0,0,0,0,0
2011-06-21,1.43776,0.105134899912961,0.763489936611185,0.150682,0.135724,0.00105134899912961,0,0,0,0,0,0
2011-06-22,1.43314,-0.321333184954363,0.225648603067806,0.144359,0.136504,-0.00321333184954363,0,0,0,0,0,0
2011-06-23,1.42624,-0.481460289992613,0.271055836285655,0.156447,0.136415,-0.00481460289992613,0,0,0,0,0,0
2011-06-24,1.41865,-0.532168498990351,0.232471154344645,0.151916,0.132269,-0.00532168498990351,0,0,0,0,0,0
2011-06-27,1.4312,1.09843534772013,0.367175179642214,0.163501,0.138228,0.0109843534772013,0,0,0,0,0,0
2011-06-28,1.43579,0.320709893795407,0.385535477401925,0.160234,0.136997,0.00320709893795407,0,0,0,0,0,0
2011-06-29,1.44646,0.74314488887652,0.475337339424,0.143342,0.136778,0.0074314488887652,0,0,0,0,0,0
2011-06-30,1.44753,0.0739737013121624,0.430070958953211,0.128518,0.134764,0.000739737013121624,0,0,0,0,0,0
2011-07-01,1.45234,0.332290177060232,0.395513649043826,0.118526,0.124466,0.00332290177060232,0,0,0,0,0,0
2011-07-04,1.45426,-0.147623265426623,0.158560132118663,0.145929,0.123513,-0.00147623265426623,0,0,0,0,0,0
2011-07-05,1.44351,-0.739207569485514,0.247274731079947,0.142123,0.120095,-0.00739207569485514,0,0,0,0,0,0
2011-07-06,1.4336,-0.686521049386571,0.231084096157456,0.147331,0.123262,-0.00686521049386571,0,0,0,0,0,0
2011-07-07,1.43619,0.180664062500006,0.236517575156093,0.123204,0.117588,0.00180664062500006,0,0,0,0,0,0
2011-07-08,1.42644,-0.678879535437522,0.306609707529122,0.117875,0.119402,-0.00678879535437522,0,0,0,0,0,0
2011-07-11,1.4039,-1.22145138820484,0.600639880579582,0.166095,0.126204,-0.0122145138820484,0,0,0,0,0,0
2011-07-12,1.39899,-0.349740009972218,0.515817929337719,0.166445,0.123668,-0.00349740009972218,0,0,0,0,0,0
2011-07-13,1.42705,2.00573270716731,1.22614843760769,0.156044,0.12373,0.0200573270716731,0,0,0,0,0,0
2011-07-14,1.41626,-0.756105252093469,1.33395956736056,0.15568,0.124469,-0.00756105252093469,0,0,0,0,0,0
2011-07-15,1.41497,-0.0910849702738207,1.24344337699534,0.139737,0.120324,-0.000910849702738207,0,0,0,0,0,0
2011-07-18,1.41266,-0.00353929681250104,0.945057183570224,0.16198,0.126267,-3.53929681250104e-05,0,0,0,0,0,0
2011-07-19,1.41709,0.313592796568172,0.94026165706704,0.159018,0.123322,0.00313592796568172,0,0,0,0,0,0
2011-07-20,1.42616,0.640044033900467,0.217600191613214,0.151197,0.124162,0.00640044033900467,0,0,0,0,0,0
2011-07-21,1.44085,1.0300387053346,0.315457108062022,0.142187,0.123793,0.010300387053346,0,0,0,0,0,0
2011-07-22,1.43545,-0.374778776416703,0.341889639950546,0.118948,0.118825,-0.00374778776416703,0,0,0,0,0,0
2011-07-25,1.43742,0.0473293706585752,0.342335148491548,0.127498,0.12351,0.000473293706585752,0,0,0,0,0,0
2011-07-26,1.45088,0.936399938779204,0.498036029148797,0.126533,0.123556,0.00936399938779204,0,0,0,0,0,0
2011-07-27,1.43618,-1.01317820908689,0.621410772756186,0.134444,0.123239,-0.0101317820908689,0,0,0,0,0,0
2011-07-28,1.43274,-0.239524293612229,0.4206892033048,0.135618,0.123395,-0.00239524293612229,0,0,0,0,0,0
2011-07-29,1.43988,0.498345826877183,0.4422670896875,0.140504,0.120683,0.00498345826877183,0,0,0,0,0,0
2011-08-01,1.42734,-0.57052099224676,0.506917916340958,0.159677,0.12348,-0.0057052099224676,0,0,0,0,0,0
2011-08-02,1.41847,-0.621435677554062,0.408785407539234,0.162266,0.123365,-0.00621435677554062,0,0,0,0,0,0
2011-08-03,1.43501,1.16604510493701,0.475411628215041,0.153865,0.124545,0.0116604510493701,0,0,0,0,0,0
2011-08-04,1.40762,-1.90869750036584,1.19256248034951,0.158017,0.128667,-0.0190869750036584,0,0,0,0,0,0
2011-08-05,1.42785,1.43717764737642,1.55598868574002,0.152792,0.127298,0.0143717764737642,0,0,0,0,0,0
2011-08-08,1.41768,-0.923894052694109,1.66160588934188,0.184383,0.148223,-0.00923894052694109,0,0,0,0,0,0
2011-08-09,1.43552,1.25839399582415,1.90108051881972,0.185431,0.153318,0.0125839399582415,0,0,0,0,0,0
2011-08-10,1.41383,-1.51095073562193,2.0857427065655,0.180471,0.149104,-0.0151095073562193,0,0,0,0,0,0
2011-08-11,1.42156,0.546741828932758,1.41690280248589,0.16956,0.149551,0.00546741828932758,0,0,0,0,0,0
2011-08-12,1.42457,0.211739216072481,1.0127735835868,0.141926,0.138051,0.00211739216072481,0,0,0,0,0,0
2011-08-15,1.44382,1.07386872759858,1.07269634828893,0.139681,0.134368,0.0107386872759858,0,0,0,0,0,0
2011-08-16,1.43815,-0.392708232328134,0.786829209691332,0.139766,0.135694,-0.00392708232328134,0,0,0,0,0,0
2011-08-17,1.44288,0.328894760629969,0.351869137310008,0.137421,0.135483,0.00328894760629969,0,0,0,0,0,0
2011-08-18,1.4297,-0.913450876025724,0.458962312391493,0.152209,0.136618,-0.00913450876025724,0,0,0,0,0,0
2011-08-19,1.43934,0.674267328810246,0.540922899407077,0.14686,0.132248,0.00674267328810246,0,0,0,0,0,0
2011-08-22,1.43582,-0.0619470874428267,0.31105157891277,0.148566,0.13666,-0.000619470874428267,0,0,0,0,0,0
2011-08-23,1.44388,0.561351701466755,0.343230774313036,0.14829,0.135999,0.00561351701466755,0,0,0,0,0,0
2011-08-24,1.44086,-0.209158655843978,0.330345890261959,0.144011,0.135831,-0.00209158655843978,0,0,0,0,0,0
2011-08-25,1.4389,-0.136029871049232,0.167168214843061,0.144984,0.135923,-0.00136029871049232,0,0,0,0,0,0
2011-08-26,1.44991,0.7651678365418,0.193337292318492,0.132192,0.13058,0.007651678365418,0,0,0,0,0,0
2011-08-29,1.4517,0.245140351482922,0.204588562374996,0.141842,0.135424,0.00245140351482922,0,0,0,0,0,0
2011-08-30,1.44401,-0.529723772129226,0.197686870778835,0.138214,0.135771,-0.00529723772129226,0,0,0,0,0,0
2011-08-31,1.43643,-0.52492711269312,0.24404709684401,0.128745,0.13404,-0.0052492711269312,0,0,0,0,0,0
2011-09-01,1.42692,-0.662058018838379,0.328010435742116,0.129569,0.134369,-0.00662058018838379,0,0,0,0,0,0
2011-09-02,1.42043,-0.454825778600054,0.252287369902333,0.130444,0.129771,-0.00454825778600054,0,0,0,0,0,0
2011-09-05,1.40697,-0.559058011986873,0.302777783670642,0.164803,0.141217,-0.00559058011986873,0,0,0,0,0,0
2011-09-06,1.40101,-0.423605336290039,0.282544624905558,0.181758,0.162058,-0.00423605336290039,0,0,0,0,0,0
2011-09-07,1.4081,0.506063482773129,0.278654979896785,0.166791,0.14607,0.00506063482773129,0,0,0,0,0,0
2011-09-08,1.38899,-1.35714792983453,0.559360916525973,0.15917,0.145709,-0.0135714792983453,0,0,0,0,0,0
2011-09-09,1.36561,-1.68323746031289,1.08464528831026,0.179157,0.165083,-0.0168323746031289,0,0,0,0,0,0
2011-09-12,1.3639,0.406366407043682,1.05516284751163,0.218006,0.186993,0.00406366407043682,0,0,0,0,0,0
2011-09-13,1.36828,0.321137913336759,1.03990046320141,0.180843,0.17294,0.00321137913336759,0,0,0,0,0,0
2011-09-14,1.3749,0.483819101353529,1.03549659804903,0.172373,0.159703,0.00483819101353529,0,0,0,0,0,0
2011-09-15,1.3881,0.960069823259865,0.851473310465043,0.160898,0.151056,0.00960069823259865,0,0,0,0,0,0
